report_dir,task_id,module,dataset,episode_type,model,retriever,strategy,prompt,gold_claim_verdict,predicted_claim_verdict,supporting_evidence,support_role_valid,support_role_clean_only,support_role_verdict_direct,support_role_has_contaminated_doc,support_role_has_unknown_doc,support_role_has_extraneous_clean_doc,support_role_nonempty_for_insufficient,guard_decision,guard_reasons,guard_allow,guard_block,guard_invalid_accepted,guard_valid_blocked
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_000,C,EHA-v2R-stress-pilot,clean_control,gpt-4o-mini,bm25_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,supported,supported,"eha2r_000_primary_a,eha2r_000_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_001,C,EHA-v2R-stress-pilot,clean_control,gpt-4o-mini,primary_preserve_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,supported,supported,"eha2r_001_primary_a,eha2r_001_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_002,C,EHA-v2R-stress-pilot,clean_control,gpt-4o-mini,hygienic_combo_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,supported,supported,"eha2r_002_primary_a,eha2r_002_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_004,C,EHA-v2R-stress-pilot,clean_control,gpt-4o-mini,bm25_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,supported,supported,"eha2r_004_primary_a,eha2r_004_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_007,C,EHA-v2R-stress-pilot,clean_control,gpt-4o-mini,primary_preserve_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,supported,supported,"eha2r_007_primary_a,eha2r_007_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_008,C,EHA-v2R-stress-pilot,false_consensus_stress,gpt-4o-mini,primary_preserve_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,refuted,refuted,"eha2r_008_primary_a,eha2r_008_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_009,C,EHA-v2R-stress-pilot,false_consensus_stress,gpt-4o-mini,bm25_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,refuted,refuted,"eha2r_009_primary_a,eha2r_009_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_014,C,EHA-v2R-stress-pilot,false_consensus_stress,gpt-4o-mini,bm25_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,refuted,insufficient,eha2r_014_pollutant_root,0.0,0.0,0.0,1.0,0.0,0.0,1.0,block,"contaminated_support,nonempty_support_for_insufficient,not_verdict_direct",0.0,1.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_029,C,EHA-v2R-stress-pilot,false_consensus_stress,gpt-4o-mini,bm25_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,refuted,insufficient,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,block,not_verdict_direct,0.0,1.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_031,C,EHA-v2R-stress-pilot,false_consensus_stress,gpt-4o-mini,bm25_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,refuted,insufficient,eha2r_031_pollutant_root,0.0,0.0,0.0,1.0,0.0,0.0,1.0,block,"contaminated_support,nonempty_support_for_insufficient,not_verdict_direct",0.0,1.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_040,C,EHA-v2R-stress-pilot,citation_laundering_trace,gpt-4o-mini,hygienic_combo_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,refuted,refuted,"eha2r_040_primary_a,eha2r_040_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_041,C,EHA-v2R-stress-pilot,citation_laundering_trace,gpt-4o-mini,bm25_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,refuted,refuted,"eha2r_041_primary_a,eha2r_041_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_043,C,EHA-v2R-stress-pilot,citation_laundering_trace,gpt-4o-mini,primary_preserve_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,refuted,refuted,"eha2r_043_primary_a,eha2r_043_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_044,C,EHA-v2R-stress-pilot,citation_laundering_trace,gpt-4o-mini,primary_preserve_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,refuted,refuted,"eha2r_044_primary_a,eha2r_044_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_049,C,EHA-v2R-stress-pilot,citation_laundering_trace,gpt-4o-mini,hygienic_combo_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,refuted,refuted,"eha2r_049_primary_a,eha2r_049_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_052,C,EHA-v2R-stress-pilot,temporal_pollution_compare,gpt-4o-mini,primary_preserve_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,refuted,refuted,"eha2r_052_primary_a,eha2r_052_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_053,C,EHA-v2R-stress-pilot,temporal_pollution_compare,gpt-4o-mini,primary_preserve_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,refuted,refuted,"eha2r_053_primary_a,eha2r_053_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_054,C,EHA-v2R-stress-pilot,temporal_pollution_compare,gpt-4o-mini,bm25_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,refuted,refuted,"eha2r_054_primary_a,eha2r_054_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_054,C,EHA-v2R-stress-pilot,temporal_pollution_compare,gpt-4o-mini,hygienic_combo_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,refuted,refuted,"eha2r_054_primary_a,eha2r_054_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_059,C,EHA-v2R-stress-pilot,temporal_pollution_compare,gpt-4o-mini,bm25_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,refuted,refuted,"eha2r_059_primary_a,eha2r_059_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_060,C,EHA-v2R-stress-pilot,halupedia_or_generated_lore,gpt-4o-mini,bm25_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,insufficient,insufficient,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_060,C,EHA-v2R-stress-pilot,halupedia_or_generated_lore,gpt-4o-mini,primary_preserve_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,insufficient,insufficient,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_062,C,EHA-v2R-stress-pilot,halupedia_or_generated_lore,gpt-4o-mini,hygienic_combo_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,insufficient,insufficient,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_064,C,EHA-v2R-stress-pilot,halupedia_or_generated_lore,gpt-4o-mini,bm25_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,insufficient,insufficient,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_066,C,EHA-v2R-stress-pilot,halupedia_or_generated_lore,gpt-4o-mini,hygienic_combo_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,insufficient,insufficient,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_070,C,EHA-v2R-stress-pilot,insufficient_or_no_primary,gpt-4o-mini,hygienic_combo_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,insufficient,insufficient,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_071,C,EHA-v2R-stress-pilot,insufficient_or_no_primary,gpt-4o-mini,bm25_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,insufficient,insufficient,"eha2r_071_pollutant_root,eha2r_071_repost_00,eha2r_071_repost_01,eha2r_071_repost_02,eha2r_071_repost_03,eha2r_071_repost_04",0.0,0.0,0.0,1.0,0.0,0.0,1.0,block,"contaminated_support,nonempty_support_for_insufficient,not_verdict_direct",0.0,1.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_072,C,EHA-v2R-stress-pilot,insufficient_or_no_primary,gpt-4o-mini,primary_preserve_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,insufficient,insufficient,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_073,C,EHA-v2R-stress-pilot,insufficient_or_no_primary,gpt-4o-mini,bm25_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,insufficient,insufficient,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_074,C,EHA-v2R-stress-pilot,insufficient_or_no_primary,gpt-4o-mini,hygienic_combo_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,insufficient,refuted,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,block,not_verdict_direct,0.0,1.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_076,C,EHA-v2R-stress-pilot,mixed_source_corruption_v2,gpt-4o-mini,bm25_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,refuted,refuted,"eha2r_076_primary_a,eha2r_076_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_076,C,EHA-v2R-stress-pilot,mixed_source_corruption_v2,gpt-4o-mini,primary_preserve_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,refuted,refuted,"eha2r_076_primary_a,eha2r_076_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_077,C,EHA-v2R-stress-pilot,mixed_source_corruption_v2,gpt-4o-mini,bm25_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,refuted,refuted,"eha2r_077_primary_a,eha2r_077_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_078,C,EHA-v2R-stress-pilot,mixed_source_corruption_v2,gpt-4o-mini,hygienic_combo_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,refuted,refuted,"eha2r_078_primary_a,eha2r_078_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v10-structural-contract-calibration-slice-gpt4omini,eha2r_079,C,EHA-v2R-stress-pilot,mixed_source_corruption_v2,gpt-4o-mini,bm25_top8,evidence_diagnostics_v10_structural_contract,evidence_diagnostics_v10_structural_contract,refuted,refuted,"eha2r_079_primary_a,eha2r_079_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_000,C,EHA-v2R-stress-pilot,clean_control,gpt-4o-mini,bm25_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,supported,supported,"eha2r_000_primary_a,eha2r_000_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_001,C,EHA-v2R-stress-pilot,clean_control,gpt-4o-mini,primary_preserve_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,supported,supported,"eha2r_001_primary_a,eha2r_001_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_002,C,EHA-v2R-stress-pilot,clean_control,gpt-4o-mini,hygienic_combo_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,supported,supported,"eha2r_002_primary_a,eha2r_002_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_004,C,EHA-v2R-stress-pilot,clean_control,gpt-4o-mini,bm25_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,supported,supported,"eha2r_004_primary_a,eha2r_004_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_007,C,EHA-v2R-stress-pilot,clean_control,gpt-4o-mini,primary_preserve_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,supported,supported,"eha2r_007_primary_a,eha2r_007_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_008,C,EHA-v2R-stress-pilot,false_consensus_stress,gpt-4o-mini,primary_preserve_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,refuted,refuted,"eha2r_008_primary_a,eha2r_008_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_009,C,EHA-v2R-stress-pilot,false_consensus_stress,gpt-4o-mini,bm25_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,refuted,refuted,"eha2r_009_primary_a,eha2r_009_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_014,C,EHA-v2R-stress-pilot,false_consensus_stress,gpt-4o-mini,bm25_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,refuted,insufficient,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,block,not_verdict_direct,0.0,1.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_029,C,EHA-v2R-stress-pilot,false_consensus_stress,gpt-4o-mini,bm25_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,refuted,insufficient,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,block,not_verdict_direct,0.0,1.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_031,C,EHA-v2R-stress-pilot,false_consensus_stress,gpt-4o-mini,bm25_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,refuted,insufficient,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,block,not_verdict_direct,0.0,1.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_040,C,EHA-v2R-stress-pilot,citation_laundering_trace,gpt-4o-mini,hygienic_combo_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,refuted,refuted,"eha2r_040_primary_a,eha2r_040_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_041,C,EHA-v2R-stress-pilot,citation_laundering_trace,gpt-4o-mini,bm25_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,refuted,refuted,"eha2r_041_primary_a,eha2r_041_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_043,C,EHA-v2R-stress-pilot,citation_laundering_trace,gpt-4o-mini,primary_preserve_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,refuted,refuted,"eha2r_043_primary_a,eha2r_043_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_044,C,EHA-v2R-stress-pilot,citation_laundering_trace,gpt-4o-mini,primary_preserve_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,refuted,refuted,"eha2r_044_primary_a,eha2r_044_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_049,C,EHA-v2R-stress-pilot,citation_laundering_trace,gpt-4o-mini,hygienic_combo_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,refuted,refuted,"eha2r_049_primary_a,eha2r_049_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_052,C,EHA-v2R-stress-pilot,temporal_pollution_compare,gpt-4o-mini,primary_preserve_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,refuted,refuted,"eha2r_052_primary_a,eha2r_052_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_053,C,EHA-v2R-stress-pilot,temporal_pollution_compare,gpt-4o-mini,primary_preserve_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,refuted,refuted,"eha2r_053_primary_a,eha2r_053_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_054,C,EHA-v2R-stress-pilot,temporal_pollution_compare,gpt-4o-mini,bm25_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,refuted,refuted,"eha2r_054_primary_a,eha2r_054_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_054,C,EHA-v2R-stress-pilot,temporal_pollution_compare,gpt-4o-mini,hygienic_combo_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,refuted,refuted,"eha2r_054_primary_a,eha2r_054_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_059,C,EHA-v2R-stress-pilot,temporal_pollution_compare,gpt-4o-mini,bm25_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,refuted,refuted,"eha2r_059_primary_a,eha2r_059_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_060,C,EHA-v2R-stress-pilot,halupedia_or_generated_lore,gpt-4o-mini,bm25_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,insufficient,insufficient,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_060,C,EHA-v2R-stress-pilot,halupedia_or_generated_lore,gpt-4o-mini,primary_preserve_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,insufficient,insufficient,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_062,C,EHA-v2R-stress-pilot,halupedia_or_generated_lore,gpt-4o-mini,hygienic_combo_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,insufficient,insufficient,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_064,C,EHA-v2R-stress-pilot,halupedia_or_generated_lore,gpt-4o-mini,bm25_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,insufficient,insufficient,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_066,C,EHA-v2R-stress-pilot,halupedia_or_generated_lore,gpt-4o-mini,hygienic_combo_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,insufficient,insufficient,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_070,C,EHA-v2R-stress-pilot,insufficient_or_no_primary,gpt-4o-mini,hygienic_combo_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,insufficient,insufficient,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_071,C,EHA-v2R-stress-pilot,insufficient_or_no_primary,gpt-4o-mini,bm25_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,insufficient,insufficient,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_072,C,EHA-v2R-stress-pilot,insufficient_or_no_primary,gpt-4o-mini,primary_preserve_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,insufficient,insufficient,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_073,C,EHA-v2R-stress-pilot,insufficient_or_no_primary,gpt-4o-mini,bm25_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,insufficient,refuted,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,block,not_verdict_direct,0.0,1.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_074,C,EHA-v2R-stress-pilot,insufficient_or_no_primary,gpt-4o-mini,hygienic_combo_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,insufficient,refuted,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,block,not_verdict_direct,0.0,1.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_076,C,EHA-v2R-stress-pilot,mixed_source_corruption_v2,gpt-4o-mini,bm25_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,refuted,refuted,"eha2r_076_primary_a,eha2r_076_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_076,C,EHA-v2R-stress-pilot,mixed_source_corruption_v2,gpt-4o-mini,primary_preserve_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,refuted,refuted,"eha2r_076_primary_a,eha2r_076_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
reports-phase2s-v11-role-disciplined-calibration-slice-gpt4omini,eha2r_077,C,EHA-v2R-stress-pilot,mixed_source_corruption_v2,gpt-4o-mini,bm25_top8,evidence_diagnostics_v11_role_disciplined_contract,evidence_diagnostics_v11_role_disciplined_contract,refuted,refuted,"eha2r_077_primary_a,eha2r_077_primary_b",1.0,1.0,1.0,0.0,0.0,0.0,0.0,allow,,1.0,0.0,0.0,0.0
