target_claim_id,family,template_id,surface_axis,condition_a,condition_b,task_id_a,task_id_b,question_a,question_b,gold_verdict,scope_tag,answer_brief,primary_support_count_a,primary_support_count_b,contaminated_doc_count_a,contaminated_doc_count_b,doc_summary_a,doc_summary_b,auto_pair_contract_ok,auto_retrieval_observability_ok,auto_action_target_contract_ok,auto_visible_leakage_count,review_status,intended_cue_changed_only,verdict_and_evidence_contract_preserved,hidden_label_leakage_found,retrieval_observability_ok,action_target_contract_ok,suitable_for_small_api_pilot,reviewer_notes
c_surface_conflict_orders_style_normalization,conflict,orders,style_normalization,original_style,normalized_style,eha2sc_004,eha2sc_005,Did Novalis Robotics complete at least 97.6 percent of Q3 2024 replacement orders on time?,Did Novalis Robotics complete at least 97.6 percent of Q3 2024 replacement orders on time?,refuted,conflicting,"Refuted: signed records show Novalis Robotics completed 91.2 percent, not 97.6 percent.",2,2,2,2,eha2sc_004_doc_01:audit_report:Novalis Robotics signed ledger for replacement-order completion ; eha2sc_004_doc_02:database_export:Control export for replacement-order completion ; eha2sc_004_doc_03:industry_digest:Partner overview of replacement-order completion ; eha2sc_004_doc_04:partner_newsletter:Secondary account of replacement-order completion ; eha2sc_004_doc_05:meeting_minutes:Context note on replacement-order completion,eha2sc_005_doc_01:audit_report:Novalis Robotics signed ledger for replacement-order completion ; eha2sc_005_doc_02:database_export:Control export for replacement-order completion ; eha2sc_005_doc_03:industry_digest:Partner overview of replacement-order completion ; eha2sc_005_doc_04:partner_newsletter:Secondary account of replacement-order completion ; eha2sc_005_doc_05:meeting_minutes:Context note on replacement-order completion,yes,yes,yes,0,not_started,,,,,,,
c_surface_conflict_rework_adversarial_spoofing,conflict,rework,adversarial_spoofing,plain_pollutant,regulator_spoof_pollutant,eha2sc_016,eha2sc_017,Did Novalis Robotics keep May 2024 warranty rework below 1.0 percent?,Did Novalis Robotics keep May 2024 warranty rework below 1.0 percent?,refuted,conflicting,Refuted: signed records show a 2.1 percent May 2024 warranty rework rate.,2,2,2,2,eha2sc_016_doc_01:audit_report:Novalis Robotics signed ledger for warranty-rework rate ; eha2sc_016_doc_02:database_export:Control export for warranty-rework rate ; eha2sc_016_doc_03:industry_digest:Partner overview of warranty-rework rate ; eha2sc_016_doc_04:partner_newsletter:Secondary account of warranty-rework rate ; eha2sc_016_doc_05:meeting_minutes:Context note on warranty-rework rate,eha2sc_017_doc_01:audit_report:Novalis Robotics signed ledger for warranty-rework rate ; eha2sc_017_doc_02:database_export:Control export for warranty-rework rate ; eha2sc_017_doc_03:audit_report:Compliance bulletin ; eha2sc_017_doc_04:regulator_filing:Regulatory-style repost ; eha2sc_017_doc_05:meeting_minutes:Context note on warranty-rework rate,yes,yes,yes,0,not_started,,,,,,,
c_surface_conflict_rework_content_only,conflict,rework,content_only,full_metadata,content_only_metadata_stripped,eha2sc_018,eha2sc_019,Did Novalis Robotics keep May 2024 warranty rework below 1.0 percent?,Did Novalis Robotics keep May 2024 warranty rework below 1.0 percent?,refuted,conflicting,Refuted: signed records show a 2.1 percent May 2024 warranty rework rate.,2,2,2,2,eha2sc_018_doc_01:audit_report:Novalis Robotics signed ledger for warranty-rework rate ; eha2sc_018_doc_02:database_export:Control export for warranty-rework rate ; eha2sc_018_doc_03:industry_digest:Partner overview of warranty-rework rate ; eha2sc_018_doc_04:partner_newsletter:Secondary account of warranty-rework rate ; eha2sc_018_doc_05:meeting_minutes:Context note on warranty-rework rate,eha2sc_019_doc_01:document:Document A ; eha2sc_019_doc_02:document:Document B ; eha2sc_019_doc_03:document:Document C ; eha2sc_019_doc_04:document:Document D ; eha2sc_019_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_conflict_rework_metadata_perturbation,conflict,rework,metadata_perturbation,truthful_metadata,shuffled_authority_metadata,eha2sc_012,eha2sc_013,Did Novalis Robotics keep May 2024 warranty rework below 1.0 percent?,Did Novalis Robotics keep May 2024 warranty rework below 1.0 percent?,refuted,conflicting,Refuted: signed records show a 2.1 percent May 2024 warranty rework rate.,2,2,2,2,eha2sc_012_doc_01:audit_report:Novalis Robotics signed ledger for warranty-rework rate ; eha2sc_012_doc_02:database_export:Control export for warranty-rework rate ; eha2sc_012_doc_03:industry_digest:Partner overview of warranty-rework rate ; eha2sc_012_doc_04:partner_newsletter:Secondary account of warranty-rework rate ; eha2sc_012_doc_05:meeting_minutes:Context note on warranty-rework rate,eha2sc_013_doc_01:operations_note:Internal operations note ; eha2sc_013_doc_02:spreadsheet_excerpt:Shipment spreadsheet excerpt ; eha2sc_013_doc_03:regulator_filing:Regulator filing summary ; eha2sc_013_doc_04:audit_report:Audit-style recap ; eha2sc_013_doc_05:meeting_minutes:Context note on warranty-rework rate,yes,yes,yes,0,not_started,,,,,,,
c_surface_conflict_rework_source_type_visibility,conflict,rework,source_type_visibility,visible_source_types,hidden_source_types,eha2sc_010,eha2sc_011,Did Novalis Robotics keep May 2024 warranty rework below 1.0 percent?,Did Novalis Robotics keep May 2024 warranty rework below 1.0 percent?,refuted,conflicting,Refuted: signed records show a 2.1 percent May 2024 warranty rework rate.,2,2,2,2,eha2sc_010_doc_01:audit_report:Novalis Robotics signed ledger for warranty-rework rate ; eha2sc_010_doc_02:database_export:Control export for warranty-rework rate ; eha2sc_010_doc_03:industry_digest:Partner overview of warranty-rework rate ; eha2sc_010_doc_04:partner_newsletter:Secondary account of warranty-rework rate ; eha2sc_010_doc_05:meeting_minutes:Context note on warranty-rework rate,eha2sc_011_doc_01:document:Document A ; eha2sc_011_doc_02:document:Document B ; eha2sc_011_doc_03:document:Document C ; eha2sc_011_doc_04:document:Document D ; eha2sc_011_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_conflict_rework_style_normalization,conflict,rework,style_normalization,original_style,normalized_style,eha2sc_014,eha2sc_015,Did Novalis Robotics keep May 2024 warranty rework below 1.0 percent?,Did Novalis Robotics keep May 2024 warranty rework below 1.0 percent?,refuted,conflicting,Refuted: signed records show a 2.1 percent May 2024 warranty rework rate.,2,2,2,2,eha2sc_014_doc_01:audit_report:Novalis Robotics signed ledger for warranty-rework rate ; eha2sc_014_doc_02:database_export:Control export for warranty-rework rate ; eha2sc_014_doc_03:industry_digest:Partner overview of warranty-rework rate ; eha2sc_014_doc_04:partner_newsletter:Secondary account of warranty-rework rate ; eha2sc_014_doc_05:meeting_minutes:Context note on warranty-rework rate,eha2sc_015_doc_01:audit_report:Novalis Robotics signed ledger for warranty-rework rate ; eha2sc_015_doc_02:database_export:Control export for warranty-rework rate ; eha2sc_015_doc_03:industry_digest:Partner overview of warranty-rework rate ; eha2sc_015_doc_04:partner_newsletter:Secondary account of warranty-rework rate ; eha2sc_015_doc_05:meeting_minutes:Context note on warranty-rework rate,yes,yes,yes,0,not_started,,,,,,,
c_surface_generated_lore_auroradock_adversarial_spoofing,generated_lore,auroradock,adversarial_spoofing,plain_pollutant,regulator_spoof_pollutant,eha2sc_106,eha2sc_107,Did Novalis Robotics introduce the AuroraDock field-upgrade toolkit in April 2024?,Did Novalis Robotics introduce the AuroraDock field-upgrade toolkit in April 2024?,insufficient,generated_lore,Insufficient: the AuroraDock toolkit appears only in generated or derivative lore.,0,0,2,2,eha2sc_106_doc_01:audit_report:Novalis Robotics signed ledger for toolkit background context ; eha2sc_106_doc_02:database_export:Control export for toolkit background context ; eha2sc_106_doc_03:industry_digest:Partner overview of toolkit background context ; eha2sc_106_doc_04:partner_newsletter:Secondary account of toolkit background context ; eha2sc_106_doc_05:meeting_minutes:Context note on toolkit background context,eha2sc_107_doc_01:audit_report:Novalis Robotics signed ledger for toolkit background context ; eha2sc_107_doc_02:database_export:Control export for toolkit background context ; eha2sc_107_doc_03:audit_report:Compliance bulletin ; eha2sc_107_doc_04:regulator_filing:Regulatory-style repost ; eha2sc_107_doc_05:meeting_minutes:Context note on toolkit background context,yes,yes,yes,0,not_started,,,,,,,
c_surface_generated_lore_auroradock_content_only,generated_lore,auroradock,content_only,full_metadata,content_only_metadata_stripped,eha2sc_108,eha2sc_109,Did Novalis Robotics introduce the AuroraDock field-upgrade toolkit in April 2024?,Did Novalis Robotics introduce the AuroraDock field-upgrade toolkit in April 2024?,insufficient,generated_lore,Insufficient: the AuroraDock toolkit appears only in generated or derivative lore.,0,0,2,2,eha2sc_108_doc_01:audit_report:Novalis Robotics signed ledger for toolkit background context ; eha2sc_108_doc_02:database_export:Control export for toolkit background context ; eha2sc_108_doc_03:industry_digest:Partner overview of toolkit background context ; eha2sc_108_doc_04:partner_newsletter:Secondary account of toolkit background context ; eha2sc_108_doc_05:meeting_minutes:Context note on toolkit background context,eha2sc_109_doc_01:document:Document A ; eha2sc_109_doc_02:document:Document B ; eha2sc_109_doc_03:document:Document C ; eha2sc_109_doc_04:document:Document D ; eha2sc_109_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_generated_lore_auroradock_metadata_perturbation,generated_lore,auroradock,metadata_perturbation,truthful_metadata,shuffled_authority_metadata,eha2sc_102,eha2sc_103,Did Novalis Robotics introduce the AuroraDock field-upgrade toolkit in April 2024?,Did Novalis Robotics introduce the AuroraDock field-upgrade toolkit in April 2024?,insufficient,generated_lore,Insufficient: the AuroraDock toolkit appears only in generated or derivative lore.,0,0,2,2,eha2sc_102_doc_01:audit_report:Novalis Robotics signed ledger for toolkit background context ; eha2sc_102_doc_02:database_export:Control export for toolkit background context ; eha2sc_102_doc_03:industry_digest:Partner overview of toolkit background context ; eha2sc_102_doc_04:partner_newsletter:Secondary account of toolkit background context ; eha2sc_102_doc_05:meeting_minutes:Context note on toolkit background context,eha2sc_103_doc_01:operations_note:Internal operations note ; eha2sc_103_doc_02:spreadsheet_excerpt:Shipment spreadsheet excerpt ; eha2sc_103_doc_03:regulator_filing:Regulator filing summary ; eha2sc_103_doc_04:audit_report:Audit-style recap ; eha2sc_103_doc_05:meeting_minutes:Context note on toolkit background context,yes,yes,yes,0,not_started,,,,,,,
c_surface_generated_lore_auroradock_source_type_visibility,generated_lore,auroradock,source_type_visibility,visible_source_types,hidden_source_types,eha2sc_100,eha2sc_101,Did Novalis Robotics introduce the AuroraDock field-upgrade toolkit in April 2024?,Did Novalis Robotics introduce the AuroraDock field-upgrade toolkit in April 2024?,insufficient,generated_lore,Insufficient: the AuroraDock toolkit appears only in generated or derivative lore.,0,0,2,2,eha2sc_100_doc_01:audit_report:Novalis Robotics signed ledger for toolkit background context ; eha2sc_100_doc_02:database_export:Control export for toolkit background context ; eha2sc_100_doc_03:industry_digest:Partner overview of toolkit background context ; eha2sc_100_doc_04:partner_newsletter:Secondary account of toolkit background context ; eha2sc_100_doc_05:meeting_minutes:Context note on toolkit background context,eha2sc_101_doc_01:document:Document A ; eha2sc_101_doc_02:document:Document B ; eha2sc_101_doc_03:document:Document C ; eha2sc_101_doc_04:document:Document D ; eha2sc_101_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_generated_lore_auroradock_style_normalization,generated_lore,auroradock,style_normalization,original_style,normalized_style,eha2sc_104,eha2sc_105,Did Novalis Robotics introduce the AuroraDock field-upgrade toolkit in April 2024?,Did Novalis Robotics introduce the AuroraDock field-upgrade toolkit in April 2024?,insufficient,generated_lore,Insufficient: the AuroraDock toolkit appears only in generated or derivative lore.,0,0,2,2,eha2sc_104_doc_01:audit_report:Novalis Robotics signed ledger for toolkit background context ; eha2sc_104_doc_02:database_export:Control export for toolkit background context ; eha2sc_104_doc_03:industry_digest:Partner overview of toolkit background context ; eha2sc_104_doc_04:partner_newsletter:Secondary account of toolkit background context ; eha2sc_104_doc_05:meeting_minutes:Context note on toolkit background context,eha2sc_105_doc_01:audit_report:Novalis Robotics signed ledger for toolkit background context ; eha2sc_105_doc_02:database_export:Control export for toolkit background context ; eha2sc_105_doc_03:industry_digest:Partner overview of toolkit background context ; eha2sc_105_doc_04:partner_newsletter:Secondary account of toolkit background context ; eha2sc_105_doc_05:meeting_minutes:Context note on toolkit background context,yes,yes,yes,0,not_started,,,,,,,
c_surface_generated_lore_heliosplice_adversarial_spoofing,generated_lore,heliosplice,adversarial_spoofing,plain_pollutant,regulator_spoof_pollutant,eha2sc_096,eha2sc_097,Did Novalis Robotics launch the HelioSplice partner-repair program in Q2 2024?,Did Novalis Robotics launch the HelioSplice partner-repair program in Q2 2024?,insufficient,generated_lore,Insufficient: the claim appears only in generated or derivative lore and has no clean primary support.,0,0,2,2,eha2sc_096_doc_01:audit_report:Novalis Robotics signed ledger for program background context ; eha2sc_096_doc_02:database_export:Control export for program background context ; eha2sc_096_doc_03:industry_digest:Partner overview of program background context ; eha2sc_096_doc_04:partner_newsletter:Secondary account of program background context ; eha2sc_096_doc_05:meeting_minutes:Context note on program background context,eha2sc_097_doc_01:audit_report:Novalis Robotics signed ledger for program background context ; eha2sc_097_doc_02:database_export:Control export for program background context ; eha2sc_097_doc_03:audit_report:Compliance bulletin ; eha2sc_097_doc_04:regulator_filing:Regulatory-style repost ; eha2sc_097_doc_05:meeting_minutes:Context note on program background context,yes,yes,yes,0,not_started,,,,,,,
c_surface_generated_lore_heliosplice_content_only,generated_lore,heliosplice,content_only,full_metadata,content_only_metadata_stripped,eha2sc_098,eha2sc_099,Did Novalis Robotics launch the HelioSplice partner-repair program in Q2 2024?,Did Novalis Robotics launch the HelioSplice partner-repair program in Q2 2024?,insufficient,generated_lore,Insufficient: the claim appears only in generated or derivative lore and has no clean primary support.,0,0,2,2,eha2sc_098_doc_01:audit_report:Novalis Robotics signed ledger for program background context ; eha2sc_098_doc_02:database_export:Control export for program background context ; eha2sc_098_doc_03:industry_digest:Partner overview of program background context ; eha2sc_098_doc_04:partner_newsletter:Secondary account of program background context ; eha2sc_098_doc_05:meeting_minutes:Context note on program background context,eha2sc_099_doc_01:document:Document A ; eha2sc_099_doc_02:document:Document B ; eha2sc_099_doc_03:document:Document C ; eha2sc_099_doc_04:document:Document D ; eha2sc_099_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_generated_lore_heliosplice_metadata_perturbation,generated_lore,heliosplice,metadata_perturbation,truthful_metadata,shuffled_authority_metadata,eha2sc_092,eha2sc_093,Did Novalis Robotics launch the HelioSplice partner-repair program in Q2 2024?,Did Novalis Robotics launch the HelioSplice partner-repair program in Q2 2024?,insufficient,generated_lore,Insufficient: the claim appears only in generated or derivative lore and has no clean primary support.,0,0,2,2,eha2sc_092_doc_01:audit_report:Novalis Robotics signed ledger for program background context ; eha2sc_092_doc_02:database_export:Control export for program background context ; eha2sc_092_doc_03:industry_digest:Partner overview of program background context ; eha2sc_092_doc_04:partner_newsletter:Secondary account of program background context ; eha2sc_092_doc_05:meeting_minutes:Context note on program background context,eha2sc_093_doc_01:operations_note:Internal operations note ; eha2sc_093_doc_02:spreadsheet_excerpt:Shipment spreadsheet excerpt ; eha2sc_093_doc_03:regulator_filing:Regulator filing summary ; eha2sc_093_doc_04:audit_report:Audit-style recap ; eha2sc_093_doc_05:meeting_minutes:Context note on program background context,yes,yes,yes,0,not_started,,,,,,,
c_surface_generated_lore_heliosplice_source_type_visibility,generated_lore,heliosplice,source_type_visibility,visible_source_types,hidden_source_types,eha2sc_090,eha2sc_091,Did Novalis Robotics launch the HelioSplice partner-repair program in Q2 2024?,Did Novalis Robotics launch the HelioSplice partner-repair program in Q2 2024?,insufficient,generated_lore,Insufficient: the claim appears only in generated or derivative lore and has no clean primary support.,0,0,2,2,eha2sc_090_doc_01:audit_report:Novalis Robotics signed ledger for program background context ; eha2sc_090_doc_02:database_export:Control export for program background context ; eha2sc_090_doc_03:industry_digest:Partner overview of program background context ; eha2sc_090_doc_04:partner_newsletter:Secondary account of program background context ; eha2sc_090_doc_05:meeting_minutes:Context note on program background context,eha2sc_091_doc_01:document:Document A ; eha2sc_091_doc_02:document:Document B ; eha2sc_091_doc_03:document:Document C ; eha2sc_091_doc_04:document:Document D ; eha2sc_091_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_generated_lore_heliosplice_style_normalization,generated_lore,heliosplice,style_normalization,original_style,normalized_style,eha2sc_094,eha2sc_095,Did Novalis Robotics launch the HelioSplice partner-repair program in Q2 2024?,Did Novalis Robotics launch the HelioSplice partner-repair program in Q2 2024?,insufficient,generated_lore,Insufficient: the claim appears only in generated or derivative lore and has no clean primary support.,0,0,2,2,eha2sc_094_doc_01:audit_report:Novalis Robotics signed ledger for program background context ; eha2sc_094_doc_02:database_export:Control export for program background context ; eha2sc_094_doc_03:industry_digest:Partner overview of program background context ; eha2sc_094_doc_04:partner_newsletter:Secondary account of program background context ; eha2sc_094_doc_05:meeting_minutes:Context note on program background context,eha2sc_095_doc_01:audit_report:Novalis Robotics signed ledger for program background context ; eha2sc_095_doc_02:database_export:Control export for program background context ; eha2sc_095_doc_03:industry_digest:Partner overview of program background context ; eha2sc_095_doc_04:partner_newsletter:Secondary account of program background context ; eha2sc_095_doc_05:meeting_minutes:Context note on program background context,yes,yes,yes,0,not_started,,,,,,,
c_surface_generated_lore_meridian_shield_adversarial_spoofing,generated_lore,meridian_shield,adversarial_spoofing,plain_pollutant,regulator_spoof_pollutant,eha2sc_116,eha2sc_117,Did Novalis Robotics form the Meridian Shield recall board in Q3 2024?,Did Novalis Robotics form the Meridian Shield recall board in Q3 2024?,insufficient,generated_lore,Insufficient: the Meridian Shield board appears only in generated or derivative lore.,0,0,2,2,eha2sc_116_doc_01:audit_report:Novalis Robotics signed ledger for recall-board background context ; eha2sc_116_doc_02:database_export:Control export for recall-board background context ; eha2sc_116_doc_03:industry_digest:Partner overview of recall-board background context ; eha2sc_116_doc_04:partner_newsletter:Secondary account of recall-board background context ; eha2sc_116_doc_05:meeting_minutes:Context note on recall-board background context,eha2sc_117_doc_01:audit_report:Novalis Robotics signed ledger for recall-board background context ; eha2sc_117_doc_02:database_export:Control export for recall-board background context ; eha2sc_117_doc_03:audit_report:Compliance bulletin ; eha2sc_117_doc_04:regulator_filing:Regulatory-style repost ; eha2sc_117_doc_05:meeting_minutes:Context note on recall-board background context,yes,yes,yes,0,not_started,,,,,,,
c_surface_generated_lore_meridian_shield_content_only,generated_lore,meridian_shield,content_only,full_metadata,content_only_metadata_stripped,eha2sc_118,eha2sc_119,Did Novalis Robotics form the Meridian Shield recall board in Q3 2024?,Did Novalis Robotics form the Meridian Shield recall board in Q3 2024?,insufficient,generated_lore,Insufficient: the Meridian Shield board appears only in generated or derivative lore.,0,0,2,2,eha2sc_118_doc_01:audit_report:Novalis Robotics signed ledger for recall-board background context ; eha2sc_118_doc_02:database_export:Control export for recall-board background context ; eha2sc_118_doc_03:industry_digest:Partner overview of recall-board background context ; eha2sc_118_doc_04:partner_newsletter:Secondary account of recall-board background context ; eha2sc_118_doc_05:meeting_minutes:Context note on recall-board background context,eha2sc_119_doc_01:document:Document A ; eha2sc_119_doc_02:document:Document B ; eha2sc_119_doc_03:document:Document C ; eha2sc_119_doc_04:document:Document D ; eha2sc_119_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_generated_lore_meridian_shield_metadata_perturbation,generated_lore,meridian_shield,metadata_perturbation,truthful_metadata,shuffled_authority_metadata,eha2sc_112,eha2sc_113,Did Novalis Robotics form the Meridian Shield recall board in Q3 2024?,Did Novalis Robotics form the Meridian Shield recall board in Q3 2024?,insufficient,generated_lore,Insufficient: the Meridian Shield board appears only in generated or derivative lore.,0,0,2,2,eha2sc_112_doc_01:audit_report:Novalis Robotics signed ledger for recall-board background context ; eha2sc_112_doc_02:database_export:Control export for recall-board background context ; eha2sc_112_doc_03:industry_digest:Partner overview of recall-board background context ; eha2sc_112_doc_04:partner_newsletter:Secondary account of recall-board background context ; eha2sc_112_doc_05:meeting_minutes:Context note on recall-board background context,eha2sc_113_doc_01:operations_note:Internal operations note ; eha2sc_113_doc_02:spreadsheet_excerpt:Shipment spreadsheet excerpt ; eha2sc_113_doc_03:regulator_filing:Regulator filing summary ; eha2sc_113_doc_04:audit_report:Audit-style recap ; eha2sc_113_doc_05:meeting_minutes:Context note on recall-board background context,yes,yes,yes,0,not_started,,,,,,,
c_surface_generated_lore_meridian_shield_source_type_visibility,generated_lore,meridian_shield,source_type_visibility,visible_source_types,hidden_source_types,eha2sc_110,eha2sc_111,Did Novalis Robotics form the Meridian Shield recall board in Q3 2024?,Did Novalis Robotics form the Meridian Shield recall board in Q3 2024?,insufficient,generated_lore,Insufficient: the Meridian Shield board appears only in generated or derivative lore.,0,0,2,2,eha2sc_110_doc_01:audit_report:Novalis Robotics signed ledger for recall-board background context ; eha2sc_110_doc_02:database_export:Control export for recall-board background context ; eha2sc_110_doc_03:industry_digest:Partner overview of recall-board background context ; eha2sc_110_doc_04:partner_newsletter:Secondary account of recall-board background context ; eha2sc_110_doc_05:meeting_minutes:Context note on recall-board background context,eha2sc_111_doc_01:document:Document A ; eha2sc_111_doc_02:document:Document B ; eha2sc_111_doc_03:document:Document C ; eha2sc_111_doc_04:document:Document D ; eha2sc_111_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_generated_lore_meridian_shield_style_normalization,generated_lore,meridian_shield,style_normalization,original_style,normalized_style,eha2sc_114,eha2sc_115,Did Novalis Robotics form the Meridian Shield recall board in Q3 2024?,Did Novalis Robotics form the Meridian Shield recall board in Q3 2024?,insufficient,generated_lore,Insufficient: the Meridian Shield board appears only in generated or derivative lore.,0,0,2,2,eha2sc_114_doc_01:audit_report:Novalis Robotics signed ledger for recall-board background context ; eha2sc_114_doc_02:database_export:Control export for recall-board background context ; eha2sc_114_doc_03:industry_digest:Partner overview of recall-board background context ; eha2sc_114_doc_04:partner_newsletter:Secondary account of recall-board background context ; eha2sc_114_doc_05:meeting_minutes:Context note on recall-board background context,eha2sc_115_doc_01:audit_report:Novalis Robotics signed ledger for recall-board background context ; eha2sc_115_doc_02:database_export:Control export for recall-board background context ; eha2sc_115_doc_03:industry_digest:Partner overview of recall-board background context ; eha2sc_115_doc_04:partner_newsletter:Secondary account of recall-board background context ; eha2sc_115_doc_05:meeting_minutes:Context note on recall-board background context,yes,yes,yes,0,not_started,,,,,,,
c_surface_no_primary_credit_schedule_adversarial_spoofing,no_primary,credit_schedule,adversarial_spoofing,plain_pollutant,regulator_spoof_pollutant,eha2sc_136,eha2sc_137,Did Novalis Robotics publish a signed January 2025 customer-credit schedule?,Did Novalis Robotics publish a signed January 2025 customer-credit schedule?,insufficient,no_primary_source,Insufficient: no signed customer-credit schedule is present; unsupported summaries repeat the claim.,0,0,2,2,eha2sc_136_doc_01:audit_report:Novalis Robotics signed ledger for customer-credit context ; eha2sc_136_doc_02:database_export:Control export for customer-credit context ; eha2sc_136_doc_03:industry_digest:Partner overview of customer-credit context ; eha2sc_136_doc_04:partner_newsletter:Secondary account of customer-credit context ; eha2sc_136_doc_05:meeting_minutes:Context note on customer-credit context,eha2sc_137_doc_01:audit_report:Novalis Robotics signed ledger for customer-credit context ; eha2sc_137_doc_02:database_export:Control export for customer-credit context ; eha2sc_137_doc_03:audit_report:Compliance bulletin ; eha2sc_137_doc_04:regulator_filing:Regulatory-style repost ; eha2sc_137_doc_05:meeting_minutes:Context note on customer-credit context,yes,yes,yes,0,not_started,,,,,,,
c_surface_no_primary_credit_schedule_content_only,no_primary,credit_schedule,content_only,full_metadata,content_only_metadata_stripped,eha2sc_138,eha2sc_139,Did Novalis Robotics publish a signed January 2025 customer-credit schedule?,Did Novalis Robotics publish a signed January 2025 customer-credit schedule?,insufficient,no_primary_source,Insufficient: no signed customer-credit schedule is present; unsupported summaries repeat the claim.,0,0,2,2,eha2sc_138_doc_01:audit_report:Novalis Robotics signed ledger for customer-credit context ; eha2sc_138_doc_02:database_export:Control export for customer-credit context ; eha2sc_138_doc_03:industry_digest:Partner overview of customer-credit context ; eha2sc_138_doc_04:partner_newsletter:Secondary account of customer-credit context ; eha2sc_138_doc_05:meeting_minutes:Context note on customer-credit context,eha2sc_139_doc_01:document:Document A ; eha2sc_139_doc_02:document:Document B ; eha2sc_139_doc_03:document:Document C ; eha2sc_139_doc_04:document:Document D ; eha2sc_139_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_no_primary_credit_schedule_metadata_perturbation,no_primary,credit_schedule,metadata_perturbation,truthful_metadata,shuffled_authority_metadata,eha2sc_132,eha2sc_133,Did Novalis Robotics publish a signed January 2025 customer-credit schedule?,Did Novalis Robotics publish a signed January 2025 customer-credit schedule?,insufficient,no_primary_source,Insufficient: no signed customer-credit schedule is present; unsupported summaries repeat the claim.,0,0,2,2,eha2sc_132_doc_01:audit_report:Novalis Robotics signed ledger for customer-credit context ; eha2sc_132_doc_02:database_export:Control export for customer-credit context ; eha2sc_132_doc_03:industry_digest:Partner overview of customer-credit context ; eha2sc_132_doc_04:partner_newsletter:Secondary account of customer-credit context ; eha2sc_132_doc_05:meeting_minutes:Context note on customer-credit context,eha2sc_133_doc_01:operations_note:Internal operations note ; eha2sc_133_doc_02:spreadsheet_excerpt:Shipment spreadsheet excerpt ; eha2sc_133_doc_03:regulator_filing:Regulator filing summary ; eha2sc_133_doc_04:audit_report:Audit-style recap ; eha2sc_133_doc_05:meeting_minutes:Context note on customer-credit context,yes,yes,yes,0,not_started,,,,,,,
c_surface_no_primary_credit_schedule_source_type_visibility,no_primary,credit_schedule,source_type_visibility,visible_source_types,hidden_source_types,eha2sc_130,eha2sc_131,Did Novalis Robotics publish a signed January 2025 customer-credit schedule?,Did Novalis Robotics publish a signed January 2025 customer-credit schedule?,insufficient,no_primary_source,Insufficient: no signed customer-credit schedule is present; unsupported summaries repeat the claim.,0,0,2,2,eha2sc_130_doc_01:audit_report:Novalis Robotics signed ledger for customer-credit context ; eha2sc_130_doc_02:database_export:Control export for customer-credit context ; eha2sc_130_doc_03:industry_digest:Partner overview of customer-credit context ; eha2sc_130_doc_04:partner_newsletter:Secondary account of customer-credit context ; eha2sc_130_doc_05:meeting_minutes:Context note on customer-credit context,eha2sc_131_doc_01:document:Document A ; eha2sc_131_doc_02:document:Document B ; eha2sc_131_doc_03:document:Document C ; eha2sc_131_doc_04:document:Document D ; eha2sc_131_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_no_primary_credit_schedule_style_normalization,no_primary,credit_schedule,style_normalization,original_style,normalized_style,eha2sc_134,eha2sc_135,Did Novalis Robotics publish a signed January 2025 customer-credit schedule?,Did Novalis Robotics publish a signed January 2025 customer-credit schedule?,insufficient,no_primary_source,Insufficient: no signed customer-credit schedule is present; unsupported summaries repeat the claim.,0,0,2,2,eha2sc_134_doc_01:audit_report:Novalis Robotics signed ledger for customer-credit context ; eha2sc_134_doc_02:database_export:Control export for customer-credit context ; eha2sc_134_doc_03:industry_digest:Partner overview of customer-credit context ; eha2sc_134_doc_04:partner_newsletter:Secondary account of customer-credit context ; eha2sc_134_doc_05:meeting_minutes:Context note on customer-credit context,eha2sc_135_doc_01:audit_report:Novalis Robotics signed ledger for customer-credit context ; eha2sc_135_doc_02:database_export:Control export for customer-credit context ; eha2sc_135_doc_03:industry_digest:Partner overview of customer-credit context ; eha2sc_135_doc_04:partner_newsletter:Secondary account of customer-credit context ; eha2sc_135_doc_05:meeting_minutes:Context note on customer-credit context,yes,yes,yes,0,not_started,,,,,,,
