task_id,difficulty,model,strategy,prompt,claim_correct,clean_supporting_evidence,has_required_supporting_evidence,generated_lore_abstention_ok,full_escape
eham_059,L2,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_059,L2,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_059,L2,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_059,L2,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_060,L2,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_060,L2,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_060,L2,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_060,L2,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_061,L2,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_061,L2,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_061,L2,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_061,L2,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_062,L2,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_062,L2,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_062,L2,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_062,L2,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_063,L2,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_063,L2,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_063,L2,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_063,L2,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_064,L2,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_064,L2,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_064,L2,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_064,L2,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_065,L2,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_065,L2,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_065,L2,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_065,L2,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_066,L2,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_066,L2,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_066,L2,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_066,L2,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_067,L2,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_067,L2,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_067,L2,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_067,L2,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_068,L2,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,0.0,1.0,1.0,0.0
eham_068,L2,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_068,L2,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_068,L2,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_069,L2,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_069,L2,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_069,L2,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_069,L2,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_070,L2,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,0.0,1.0,1.0,0.0
eham_070,L2,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_070,L2,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_070,L2,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_071,L2,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_071,L2,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_071,L2,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_071,L2,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_072,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_072,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_072,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_072,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_073,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_073,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_073,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_073,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_074,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_074,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_074,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_074,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_075,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,1.0,1.0,1.0,0.0
eham_075,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_075,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_075,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_076,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_076,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_076,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_076,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_077,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_077,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_077,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_077,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_078,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_078,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_078,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_078,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_079,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_079,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_079,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_079,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_080,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_080,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_080,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_080,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_081,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_081,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_081,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_081,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_082,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_082,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_082,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_082,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_083,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_083,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_083,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_083,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_084,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_084,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_084,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_084,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_085,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_085,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_085,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_085,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_086,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_086,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_086,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_086,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_087,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_087,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_087,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_087,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_088,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_088,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_088,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_088,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_089,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_089,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_089,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_089,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_090,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_090,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_090,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_090,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_091,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_091,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_091,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_091,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_092,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_092,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_092,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_092,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_093,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_093,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_093,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_093,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_094,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_094,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_094,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_094,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_095,L3,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_095,L3,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_095,L3,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_095,L3,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_096,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_096,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,0.0,1.0,1.0,0.0
eham_096,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_096,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_097,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_097,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,0.0,1.0,1.0,0.0
eham_097,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_097,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_098,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_098,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,1.0,0.0,1.0,0.0
eham_098,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_098,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_099,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_099,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,1.0,0.0,1.0,0.0
eham_099,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_099,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_100,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_100,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,1.0,0.0,1.0,0.0
eham_100,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_100,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_101,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_101,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,1.0,0.0,1.0,0.0
eham_101,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_101,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_102,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_102,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,1.0,0.0,1.0,0.0
eham_102,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_102,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_103,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_103,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,1.0,0.0,1.0,0.0
eham_103,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_103,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_104,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_104,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,0.0,1.0,1.0,0.0
eham_104,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_104,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_105,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_105,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,1.0,0.0,1.0,0.0
eham_105,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,0.0,1.0,0.0
eham_105,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_106,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_106,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,1.0,0.0,1.0,0.0
eham_106,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_106,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_107,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_107,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,0.0,1.0,1.0,0.0
eham_107,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_107,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_108,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_108,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,1.0,0.0,1.0,0.0
eham_108,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_108,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_109,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_109,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,1.0,0.0,1.0,0.0
eham_109,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_109,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_110,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_110,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,1.0,0.0,1.0,0.0
eham_110,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_110,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_111,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_111,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,1.0,0.0,1.0,0.0
eham_111,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_111,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_112,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_112,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,1.0,0.0,1.0,0.0
eham_112,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_112,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_113,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_113,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,1.0,0.0,1.0,0.0
eham_113,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_113,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_114,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_114,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,1.0,0.0,1.0,0.0
eham_114,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_114,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_115,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_115,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,1.0,0.0,1.0,0.0
eham_115,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_115,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_116,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_116,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,0.0,1.0,1.0,0.0
eham_116,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_116,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_117,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_117,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,1.0,0.0,1.0,0.0
eham_117,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_117,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_118,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
