task_id,family,condition,model,prompt_condition,original_parse_success,original_parse_error,direct_parse_success,direct_parse_error,repair_attempted,repair_parse_success,repair_parse_error,final_parse_success,final_parse_error,cost_usd,direct_prompt_path,direct_response_path,repair_prompt_path,repair_response_path
ert_022,packet_judgment,false_consensus,openai/gpt-5-mini,standard_answer,0.0,"Expecting ',' delimiter: line 12 column 6 (char 668)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_022.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_022.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_022.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_022.repair.response.json
ert_022,packet_judgment,false_consensus,openai/gpt-5-mini,epistemic_hygiene_instruction,0.0,"Expecting ',' delimiter: line 12 column 6 (char 537)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_022.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_022.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_022.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_022.repair.response.json
ert_023,packet_judgment,false_consensus,openai/gpt-5-mini,standard_answer,0.0,Unterminated string starting at: line 5 column 20 (char 74),0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_023.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_023.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_023.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_023.repair.response.json
ert_023,packet_judgment,false_consensus,openai/gpt-5-mini,epistemic_hygiene_instruction,0.0,Expecting value: line 1 column 1 (char 0),0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_023.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_023.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_023.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_023.repair.response.json
ert_024,packet_judgment,buried_primary,openai/gpt-5-mini,epistemic_hygiene_instruction,0.0,"Expecting ',' delimiter: line 12 column 6 (char 507)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_024.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_024.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_024.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_024.repair.response.json
ert_025,packet_judgment,buried_primary,openai/gpt-5-mini,standard_answer,0.0,"Expecting ',' delimiter: line 12 column 6 (char 666)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_025.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_025.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_025.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_025.repair.response.json
ert_025,packet_judgment,buried_primary,openai/gpt-5-mini,epistemic_hygiene_instruction,0.0,"Expecting ',' delimiter: line 12 column 6 (char 638)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_025.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_025.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_025.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_025.repair.response.json
ert_026,packet_judgment,buried_primary,openai/gpt-5-mini,standard_answer,0.0,"Expecting ',' delimiter: line 12 column 6 (char 435)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_026.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_026.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_026.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_026.repair.response.json
ert_026,packet_judgment,buried_primary,openai/gpt-5-mini,epistemic_hygiene_instruction,0.0,"Expecting ',' delimiter: line 7 column 6 (char 287)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_026.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_026.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_026.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_026.repair.response.json
ert_027,packet_judgment,buried_primary,openai/gpt-5-mini,standard_answer,0.0,"Expecting ',' delimiter: line 12 column 6 (char 462)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_027.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_027.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_027.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_027.repair.response.json
ert_028,packet_judgment,buried_primary,openai/gpt-5-mini,standard_answer,0.0,"Expecting ',' delimiter: line 1 column 362 (char 361)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_028.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_028.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_028.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_028.repair.response.json
ert_029,packet_judgment,buried_primary,openai/gpt-5-mini,standard_answer,0.0,"Expecting ',' delimiter: line 12 column 6 (char 589)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_029.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_029.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_029.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_029.repair.response.json
ert_030,packet_judgment,buried_primary,openai/gpt-5-mini,epistemic_hygiene_instruction,0.0,"Expecting ',' delimiter: line 12 column 6 (char 482)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_030.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_030.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_030.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_030.repair.response.json
ert_032,packet_judgment,generated_lore,openai/gpt-5-mini,standard_answer,0.0,"Expecting ',' delimiter: line 12 column 6 (char 670)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_032.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_032.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_032.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_032.repair.response.json
ert_032,packet_judgment,generated_lore,openai/gpt-5-mini,epistemic_hygiene_instruction,0.0,"Expecting ',' delimiter: line 12 column 6 (char 760)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_032.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_032.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_032.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_032.repair.response.json
ert_033,packet_judgment,generated_lore,openai/gpt-5-mini,standard_answer,0.0,"Expecting ',' delimiter: line 12 column 6 (char 628)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_033.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_033.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_033.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_033.repair.response.json
ert_033,packet_judgment,generated_lore,openai/gpt-5-mini,epistemic_hygiene_instruction,0.0,"Expecting ',' delimiter: line 12 column 6 (char 663)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_033.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_033.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_033.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_033.repair.response.json
ert_034,packet_judgment,generated_lore,openai/gpt-5-mini,standard_answer,0.0,"Expecting ',' delimiter: line 12 column 6 (char 613)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_034.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_034.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_034.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_034.repair.response.json
ert_034,packet_judgment,generated_lore,openai/gpt-5-mini,epistemic_hygiene_instruction,0.0,"Expecting ',' delimiter: line 1 column 608 (char 607)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_034.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_034.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_034.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/epistemic_hygiene_instruction/ert_034.repair.response.json
ert_035,packet_judgment,generated_lore,openai/gpt-5-mini,standard_answer,0.0,"Expecting ',' delimiter: line 1 column 668 (char 667)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_035.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_035.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_035.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_035.repair.response.json
ert_036,packet_judgment,generated_lore,openai/gpt-5-mini,standard_answer,0.0,"Expecting ',' delimiter: line 12 column 6 (char 771)",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",1.0,0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,"Error code: 403 - {'error': {'message': 'The request is prohibited due to a violation of provider Terms Of Service. ({""provider_name"":null})', 'type': 'upstream_error', 'param': '', 'code': 403, 'metadata': {'provider_name': None}}}",0.0,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_036.direct.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_036.direct.response.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_036.repair.prompt.json,results/reports-epistemic-parse-repair-gpt5mini/artifacts/openai_gpt-5-mini/standard_answer/ert_036.repair.response.json
