task_id,episode_type,duplicate_count,primary_visibility_under_bm25_top8,retriever,k,retrieved_doc_ids,primary_recall_at_k,gold_evidence_recall_at_k,contaminant_fraction_at_k,unique_upstream_roots_at_k,source_type_entropy_at_k,primary_rank,pollutant_saturation_at_k
eha2_018,temporal_pollution,1,True,bm25_top8,8,"eha2_018_pollutant_root,eha2_018_primary_b,eha2_018_appendix,eha2_018_primary_a,eha2_018_repost_00,eha2_018_repost_01,eha2_018_repost_02,eha2_018_repost_03",1.0,1.0,0.75,4,2.4056390622295662,2,0.625
eha2_018,temporal_pollution,1,True,bm25_top12,12,"eha2_018_pollutant_root,eha2_018_primary_b,eha2_018_appendix,eha2_018_primary_a,eha2_018_repost_00,eha2_018_repost_01,eha2_018_repost_02,eha2_018_repost_03,eha2_018_background_00,eha2_018_background_01,eha2_018_background_02,eha2_018_context_00",1.0,1.0,0.5,8,3.0220552088742005,2,0.4166666666666667
eha2_018,temporal_pollution,1,True,primary_preserve_top8,8,"eha2_018_primary_b,eha2_018_primary_a,eha2_018_pollutant_root,eha2_018_appendix,eha2_018_repost_00,eha2_018_repost_01,eha2_018_repost_02,eha2_018_repost_03",1.0,1.0,0.75,4,2.4056390622295662,2,0.625
eha2_018,temporal_pollution,1,True,heuristic_root_dedup_top8,8,"eha2_018_pollutant_root,eha2_018_primary_b,eha2_018_primary_a,eha2_018_repost_00,eha2_018_background_00,eha2_018_context_00,eha2_018_appendix,eha2_018_repost_01",1.0,1.0,0.5,6,3.0,2,0.375
eha2_018,temporal_pollution,1,True,oracle_root_dedup_top8,8,"eha2_018_pollutant_root,eha2_018_primary_b,eha2_018_appendix,eha2_018_primary_a,eha2_018_background_00,eha2_018_background_01,eha2_018_background_02,eha2_018_context_00",1.0,1.0,0.25,8,2.75,2,0.125
eha2_019,mixed_source_corruption_v2,1,True,bm25_top8,8,"eha2_019_pollutant_root,eha2_019_appendix,eha2_019_primary_a,eha2_019_primary_b,eha2_019_repost_00,eha2_019_repost_01,eha2_019_repost_02,eha2_019_repost_03",1.0,1.0,0.75,4,2.5,3,0.625
eha2_019,mixed_source_corruption_v2,1,True,bm25_top12,12,"eha2_019_pollutant_root,eha2_019_appendix,eha2_019_primary_a,eha2_019_primary_b,eha2_019_repost_00,eha2_019_repost_01,eha2_019_repost_02,eha2_019_repost_03,eha2_019_repost_04,eha2_019_context_00,eha2_019_context_01,eha2_019_background_00",1.0,1.0,0.5833333333333334,7,2.918295834054489,3,0.5
eha2_019,mixed_source_corruption_v2,1,True,primary_preserve_top8,8,"eha2_019_primary_a,eha2_019_primary_b,eha2_019_pollutant_root,eha2_019_appendix,eha2_019_repost_00,eha2_019_repost_01,eha2_019_repost_02,eha2_019_repost_03",1.0,1.0,0.75,4,2.5,3,0.625
eha2_019,mixed_source_corruption_v2,1,True,heuristic_root_dedup_top8,8,"eha2_019_pollutant_root,eha2_019_appendix,eha2_019_primary_a,eha2_019_repost_00,eha2_019_context_00,eha2_019_background_00,eha2_019_primary_b,eha2_019_repost_01",1.0,1.0,0.5,6,2.75,3,0.375
eha2_019,mixed_source_corruption_v2,1,True,oracle_root_dedup_top8,8,"eha2_019_pollutant_root,eha2_019_appendix,eha2_019_primary_a,eha2_019_primary_b,eha2_019_context_00,eha2_019_context_01,eha2_019_background_00,eha2_019_background_01",1.0,1.0,0.25,8,2.5,3,0.125
eha2_020,mixed_source_corruption_v2,1,True,bm25_top8,8,"eha2_020_pollutant_root,eha2_020_appendix,eha2_020_primary_a,eha2_020_primary_b,eha2_020_repost_00,eha2_020_repost_01,eha2_020_repost_02,eha2_020_context_00",1.0,1.0,0.625,5,2.5,3,0.5
eha2_020,mixed_source_corruption_v2,1,True,bm25_top12,12,"eha2_020_pollutant_root,eha2_020_appendix,eha2_020_primary_a,eha2_020_primary_b,eha2_020_repost_00,eha2_020_repost_01,eha2_020_repost_02,eha2_020_context_00,eha2_020_context_01,eha2_020_context_02,eha2_020_context_03,eha2_020_background_00",1.0,1.0,0.4166666666666667,9,2.8553885422075336,3,0.3333333333333333
eha2_020,mixed_source_corruption_v2,1,True,primary_preserve_top8,8,"eha2_020_primary_a,eha2_020_primary_b,eha2_020_pollutant_root,eha2_020_appendix,eha2_020_repost_00,eha2_020_repost_01,eha2_020_repost_02,eha2_020_context_00",1.0,1.0,0.625,5,2.5,3,0.5
eha2_020,mixed_source_corruption_v2,1,True,heuristic_root_dedup_top8,8,"eha2_020_pollutant_root,eha2_020_appendix,eha2_020_primary_a,eha2_020_repost_00,eha2_020_context_00,eha2_020_background_00,eha2_020_primary_b,eha2_020_repost_01",1.0,1.0,0.5,6,2.75,3,0.375
eha2_020,mixed_source_corruption_v2,1,True,oracle_root_dedup_top8,8,"eha2_020_pollutant_root,eha2_020_appendix,eha2_020_primary_a,eha2_020_primary_b,eha2_020_context_00,eha2_020_context_01,eha2_020_context_02,eha2_020_context_03",1.0,1.0,0.25,8,2.1556390622295662,3,0.125
eha2_021,mixed_source_corruption_v2,1,True,bm25_top8,8,"eha2_021_pollutant_root,eha2_021_appendix,eha2_021_primary_b,eha2_021_primary_a,eha2_021_repost_00,eha2_021_repost_01,eha2_021_repost_02,eha2_021_repost_03",1.0,1.0,0.75,4,2.25,3,0.625
eha2_021,mixed_source_corruption_v2,1,True,bm25_top12,12,"eha2_021_pollutant_root,eha2_021_appendix,eha2_021_primary_b,eha2_021_primary_a,eha2_021_repost_00,eha2_021_repost_01,eha2_021_repost_02,eha2_021_repost_03,eha2_021_background_00,eha2_021_background_01,eha2_021_background_02,eha2_021_context_00",1.0,1.0,0.5,8,2.918295834054489,3,0.4166666666666667
eha2_021,mixed_source_corruption_v2,1,True,primary_preserve_top8,8,"eha2_021_primary_b,eha2_021_primary_a,eha2_021_pollutant_root,eha2_021_appendix,eha2_021_repost_00,eha2_021_repost_01,eha2_021_repost_02,eha2_021_repost_03",1.0,1.0,0.75,4,2.25,3,0.625
eha2_021,mixed_source_corruption_v2,1,True,heuristic_root_dedup_top8,8,"eha2_021_pollutant_root,eha2_021_appendix,eha2_021_primary_a,eha2_021_repost_00,eha2_021_background_00,eha2_021_context_00,eha2_021_primary_b,eha2_021_repost_01",1.0,1.0,0.5,6,2.75,3,0.375
eha2_021,mixed_source_corruption_v2,1,True,oracle_root_dedup_top8,8,"eha2_021_pollutant_root,eha2_021_appendix,eha2_021_primary_b,eha2_021_primary_a,eha2_021_background_00,eha2_021_background_01,eha2_021_background_02,eha2_021_context_00",1.0,1.0,0.25,8,2.5,3,0.125
eha2_022,halupedia_trap,1,True,bm25_top8,8,"eha2_022_repost_00,eha2_022_repost_01,eha2_022_repost_02,eha2_022_pollutant_root,eha2_022_primary_a,eha2_022_background_00,eha2_022_background_01,eha2_022_background_02",0.5,0.5,0.5,5,2.5,5,0.5
eha2_022,halupedia_trap,1,True,bm25_top12,12,"eha2_022_repost_00,eha2_022_repost_01,eha2_022_repost_02,eha2_022_pollutant_root,eha2_022_primary_a,eha2_022_background_00,eha2_022_background_01,eha2_022_background_02,eha2_022_context_00,eha2_022_context_01,eha2_022_context_02,eha2_022_context_03",0.5,0.5,0.3333333333333333,9,3.084962500721156,5,0.3333333333333333
eha2_022,halupedia_trap,1,True,primary_preserve_top8,8,"eha2_022_primary_a,eha2_022_primary_b,eha2_022_repost_00,eha2_022_repost_01,eha2_022_repost_02,eha2_022_pollutant_root,eha2_022_background_00,eha2_022_background_01",1.0,1.0,0.5,5,2.5,5,0.5
eha2_022,halupedia_trap,1,True,heuristic_root_dedup_top8,8,"eha2_022_repost_00,eha2_022_pollutant_root,eha2_022_primary_a,eha2_022_background_00,eha2_022_context_00,eha2_022_primary_b,eha2_022_repost_01,eha2_022_repost_02",1.0,1.0,0.5,5,2.75,5,0.5
eha2_022,halupedia_trap,1,True,oracle_root_dedup_top8,8,"eha2_022_repost_00,eha2_022_primary_a,eha2_022_background_00,eha2_022_background_01,eha2_022_background_02,eha2_022_context_00,eha2_022_context_01,eha2_022_context_02",0.5,0.5,0.125,8,2.75,5,0.125
eha2_023,halupedia_trap,1,True,bm25_top8,8,"eha2_023_repost_00,eha2_023_repost_01,eha2_023_repost_02,eha2_023_pollutant_root,eha2_023_primary_a,eha2_023_background_00,eha2_023_background_01,eha2_023_background_02",0.5,0.5,0.5,5,2.75,5,0.5
eha2_023,halupedia_trap,1,True,bm25_top12,12,"eha2_023_repost_00,eha2_023_repost_01,eha2_023_repost_02,eha2_023_pollutant_root,eha2_023_primary_a,eha2_023_background_00,eha2_023_background_01,eha2_023_background_02,eha2_023_context_00,eha2_023_context_01,eha2_023_context_02,eha2_023_context_03",0.5,0.5,0.3333333333333333,9,3.084962500721156,5,0.3333333333333333
eha2_023,halupedia_trap,1,True,primary_preserve_top8,8,"eha2_023_primary_a,eha2_023_primary_b,eha2_023_repost_00,eha2_023_repost_01,eha2_023_repost_02,eha2_023_pollutant_root,eha2_023_background_00,eha2_023_background_01",1.0,1.0,0.5,5,2.75,5,0.5
eha2_023,halupedia_trap,1,True,heuristic_root_dedup_top8,8,"eha2_023_repost_00,eha2_023_pollutant_root,eha2_023_primary_a,eha2_023_background_00,eha2_023_context_00,eha2_023_primary_b,eha2_023_repost_01,eha2_023_repost_02",1.0,1.0,0.5,5,2.75,5,0.5
eha2_023,halupedia_trap,1,True,oracle_root_dedup_top8,8,"eha2_023_repost_00,eha2_023_primary_a,eha2_023_background_00,eha2_023_background_01,eha2_023_background_02,eha2_023_context_00,eha2_023_context_01,eha2_023_context_02",0.5,0.5,0.125,8,2.75,5,0.125
