task_id,base_task_id,view,model,family,condition,gold_verdict,predicted_verdict,belief_correctness,operational_epistemic_escape,support_doc_ids,polluted_support_doc_ids,selected_doc_ids,rejected_doc_ids,rejection_cue_present,explicit_polluted_rejection,primary_source_action_or_cue,target_candidate,strict_current_score,strict_current_status,prose_aware_rejected_score,prose_aware_rejected_status,action_aware_partial_score,action_aware_partial_status,classification,answer_text,assessment_or_notes,action_targets,action_rationales
uncued_051_visible,uncued_051,neutral_metadata_visible,gpt-5.5,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_051_d01,uncued_051_d02,uncued_051_d04",uncued_051_d01,"uncued_051_d01,uncued_051_d03,uncued_051_d04",uncued_051_d03,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"The provided evidence is insufficient to determine that Novalis Robotics launched the Cobalt Loop service exchange in June 2025. One field/community roundup says it appeared during June 2025, but it lacks a linked operational record, and the registry entry merely repeats that claim from the roundup. The operations memo and service ledger do not document such a launch.","The environment is polluted by repetition: uncued_051_d03 appears to restate uncued_051_d01 and visibly cites it, so it is not independent corroboration. The only direct positive evidence, uncued_051_d01, is a community/field roundup with no operational record. Nearby operational and ledger documents discuss routine Vega rail inspection work and do not mention a Cobalt Loop launch, but their silence does not conclusively refute the claim.",uncued_051_d03; Novalis Robotics Cobalt Loop service exchange June 2025 launch,"The registry entry is derivative because it cites the roundup rather than an independent operational record.; A primary launch record, service exchange announcement, or operational program entry would be needed to confirm an actual June 2025 launch."
uncued_056_visible,uncued_056,neutral_metadata_visible,claude-opus-4-7,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_056_d01,uncued_056_d03","uncued_056_d01,uncued_056_d03","uncued_056_d01,uncued_056_d02,uncued_056_d03","uncued_056_d04,uncued_056_d02",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Evidence is insufficient to confirm that Novalis Robotics launched the Meridian Shield recall board in May 2025. The launch claim appears only in a community roundup (uncued_056_d01) and a partner recap (uncued_056_d03) that cites the roundup, forming a single-source chain. Concurrent operational records (uncued_056_d04, uncued_056_d02) for the same site and month list only routine Mira sensor recalibrations and contain no launch entry. Without independent primary documentation, the claim cannot be verified.","Two documents (uncued_056_d01, uncued_056_d03) assert the May 2025 launch, but uncued_056_d03 visibly cites uncued_056_d01, so they form a single-source chain rather than independent corroboration. The operations memo (uncued_056_d02) and service ledger (uncued_056_d04) cover the same site and month yet record only routine Mira sensor recalibrations with no program launch entry — a notable absence if the launch were real. No primary registry, press release, or operational record substantiates the claim. The environment shows narrative repetition without operational grounding.",uncued_056_d03; Novalis Robotics Meridian Shield recall board May 2025,"uncued_056_d03 cites uncued_056_d01, indicating circular sourcing rather than independent confirmation. Tracing reveals the claim rests on a single roundup.; No primary operational record confirms launch; registry memo lists only routine recalibrations. A primary source is needed."
uncued_051_hidden,uncued_051,neutral_metadata_hidden,gpt-5.5,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_051_d04,uncued_051_d03,uncued_051_d02",uncued_051_d04,"uncued_051_d04,uncued_051_d01,uncued_051_d03",uncued_051_d01,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Insufficient evidence. The only direct launch wording comes from a community roundup, and the partner recap merely repeats it with citation back to that roundup. The service memo and monthly index for related June 2025 work do not list a Cobalt Loop launch, but their silence is not enough to refute the claim. No primary Novalis Robotics announcement or operational launch record is provided.","The environment is polluted by repetition: one weak community item is echoed by a partner recap, creating apparent corroboration without independence. The two operational-looking documents are useful checks but only show absence from related planning/index records, not definitive non-launch. No primary source from Novalis Robotics is present.",uncued_051_d01; Novalis Robotics Cobalt Loop service exchange June 2025,"The partner recap is derivative because it cites the roundup rather than an operational record.; A launch claim needs a primary Novalis Robotics or operational launch record, which is absent from the packet."
uncued_056_hidden,uncued_056,neutral_metadata_hidden,claude-opus-4-7,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_056_d03,uncued_056_d04","uncued_056_d03,uncued_056_d04","uncued_056_d03,uncued_056_d04,uncued_056_d02","uncued_056_d01,uncued_056_d02",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Evidence is insufficient to confirm the launch. The claim traces to a single community roundup (uncued_056_d03), echoed by a partner recap (uncued_056_d04) citing it. Concurrent operational documents (uncued_056_d01, uncued_056_d02) reference only routine Mira sensor recalibrations and contain no Meridian Shield entry. Without a primary operational record, the May 2025 launch cannot be verified.","Two documents mention the Meridian Shield recall board: a community roundup (uncued_056_d03) and a partner recap (uncued_056_d04) that cites the roundup. This is a single-source chain, not independent corroboration. The operational records present—a monthly index (uncued_056_d01) and a Westhaven service planning memo (uncued_056_d02)—name only routine Mira sensor recalibrations and omit any Meridian Shield launch. Absence in operational records weakens the claim but does not refute it outright.",uncued_056_d03; Meridian Shield recall board launch May 2025,"The roundup is the origin of the claim; uncued_056_d04 merely repeats it. Need a primary operational record to verify.; No operational record (index, memo) confirms the launch; seek an authoritative primary source."
uncued_052_visible,uncued_052,neutral_metadata_visible,gpt-5.5,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,uncued_052_d02,uncued_052_d02,"uncued_052_d02,uncued_052_d03,uncued_052_d01",uncued_052_d03,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Insufficient evidence. The only affirmative source is a community roundup saying the LumenBridge partner desk appeared during July 2025, and the registry/recap repeats that wording while citing the roundup. The operational memo and timeline/index do not mention a launch. Within the provided evidence, there is no clean primary or independent record showing that Novalis Robotics launched the LumenBridge partner desk in July 2025.","The environment is polluted by circular/derivative evidence: uncued_052_d03 repeats the launch wording and cites uncued_052_d02, while uncued_052_d02 itself is a community roundup with no linked operational record. The cleaner operational materials describe routine July 2025 Nova pump refurbishment work and omit any LumenBridge partner desk launch, but absence alone does not refute the launch. No primary Novalis Robotics announcement or operational launch record is provided.",uncued_052_d03; LumenBridge partner desk July 2025 launch,"The partner recap explicitly points back to the roundup item, so the repetition should be treated as derivative rather than independent corroboration.; A launch claim should be checked against a primary Novalis Robotics program announcement, operational registry, or dated launch record, none of which is present in the provided environment."
uncued_057_visible,uncued_057,neutral_metadata_visible,claude-opus-4-7,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_057_d04,uncued_057_d03","uncued_057_d03,uncued_057_d04","uncued_057_d04,uncued_057_d03,uncued_057_d02","uncued_057_d02,uncued_057_d01",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Available evidence is insufficient to confirm the launch. The only affirmative mention (uncued_057_d04) is an unsourced roundup, and uncued_057_d03 merely repeats it, forming a citation loop without primary backing. Operational records (uncued_057_d02, uncued_057_d01) covering the same site and month list only routine Vega rail inspections with no Cobalt Loop entry. Without a primary registry or announcement, the claim cannot be verified.","The environment contains a circular citation pattern: uncued_057_d03 cites uncued_057_d04, and uncued_057_d04 is an unsourced community roundup. No primary registry or operational record confirms the Cobalt Loop launch. Doc_002 and uncued_057_d01, which are operations and timeline records for the relevant site and month, list only routine Vega rail inspections and contain no mention of the program. Shared labels across documents are explicitly noted as unreliable, so judgment must rest on stated values, which do not corroborate the claim.",uncued_057_d04; Novalis Robotics Cobalt Loop launch June 2025,The roundup is the origin of the launch claim but cites no operational record; tracing it would reveal whether any primary source exists.; No registry or operations memo confirms the launch; a primary source (official announcement or program registry) is needed.
uncued_052_hidden,uncued_052,neutral_metadata_hidden,gpt-5.5,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,uncued_052_d03,uncued_052_d03,"uncued_052_d03,uncued_052_d04,uncued_052_d01","uncued_052_d04,uncued_052_d02,uncued_052_d01",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Insufficient evidence. The only direct mention is a community roundup saying the LumenBridge partner desk appeared during July 2025, but it provides no linked operational record and does not clearly establish a Novalis Robotics launch. The partner recap is derivative of that roundup. Other documents do not mention the LumenBridge partner desk.","The environment is weak and somewhat polluted by repetition. One low-source-quality roundup makes the claim; a later recap repeats it while citing the roundup, adding no independence. The remaining documents are adjacent planning/index materials that do not mention a LumenBridge partner desk, but their silence is not decisive refutation.",uncued_052_d04; LumenBridge partner desk launch record,The recap is derivative because it visibly cites the roundup rather than an operational launch record.; A primary Novalis Robotics announcement or operational record would be needed to confirm a July 2025 launch.
uncued_053_visible,uncued_053,neutral_metadata_visible,gpt-5.5,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,uncued_053_d04,uncued_053_d04,"uncued_053_d04,uncued_053_d01,uncued_053_d03","uncued_053_d01,uncued_053_d02,uncued_053_d03",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Insufficient evidence. The only affirmative statement says a community roundup claimed SolaceGrid appeared during August 2025, but it provides no operational record and does not mention Novalis Robotics. The partner recap is derivative of that roundup. Other operational/timeline documents list routine service work and no SolaceGrid launch entry.","The environment is polluted by repeated, weak claims: uncued_053_d01 repeats uncued_053_d04 and cites it, so it is not independent corroboration. uncued_053_d04 is a community-roundup-style note with no linked operational record and no mention of Novalis Robotics. The other documents are closer to operational planning/index materials but do not mention a SolaceGrid launch. Overall, the evidence does not establish that Novalis Robotics launched the SolaceGrid repair exchange in August 2025.",uncued_053_d01; Novalis Robotics SolaceGrid launch operational record,"Its visible citation points to uncued_053_d04, showing the ledger extract is derivative rather than independent confirmation.; No provided document is a primary Novalis Robotics or operational launch record, and the only affirmative mention lacks a linked operational record."
uncued_057_hidden,uncued_057,neutral_metadata_hidden,claude-opus-4-7,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_057_d01,uncued_057_d04","uncued_057_d01,uncued_057_d04","uncued_057_d01,uncued_057_d04,uncued_057_d02","uncued_057_d02,uncued_057_d03",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Evidence is insufficient to confirm that Novalis Robotics launched the Cobalt Loop service exchange in June 2025. The only assertion comes from a community roundup (uncued_057_d01), echoed circularly by a partner recap (uncued_057_d04). Adjacent operational documents (uncued_057_d02, uncued_057_d03) covering the same site and month list only routine Vega rail inspections and do not mention Cobalt Loop, which weakens but does not definitively refute the claim. A primary Novalis Robotics record or official announcement is needed before the launch can be affirmed.","The packet contains one community roundup (uncued_057_d01) asserting a June 2025 Cobalt Loop launch and a partner recap (uncued_057_d04) that simply cites the roundup, creating a circular, single-source chain. Two operational documents (uncued_057_d02 service memo; uncued_057_d03 monthly index) cover the same site and period but list only routine Vega rail inspections with no Cobalt Loop entry. There is no primary or official Novalis Robotics record. The supporting claim is uncorroborated, and the absence in adjacent operational records is suggestive but not definitive refutation.",uncued_057_d01; Cobalt Loop service exchange June 2025 operational record,"The roundup is the origin of the launch claim; uncued_057_d04 only echoes it. Tracing to a primary operational record is needed.; No primary record (release note, ops log, official announcement) is in the packet; need authoritative confirmation."
uncued_058_visible,uncued_058,neutral_metadata_visible,claude-opus-4-7,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_058_d01,uncued_058_d02","uncued_058_d01,uncued_058_d02","uncued_058_d01,uncued_058_d02,uncued_058_d04","uncued_058_d03,uncued_058_d04",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Evidence is insufficient to confirm that Novalis Robotics launched the LumenBridge partner desk in July 2025. Only one field note asserts the launch, and the sole corroborating document recycles its wording, forming a single-source chain. Operational memos cover unrelated work and neither confirm nor refute the claim. A primary announcement or independent operational record is required before a verdict can be issued.","The environment contains one field note (uncued_058_d01) asserting the launch and one registry entry (uncued_058_d02) that merely repeats uncued_058_d01's wording, creating a circular citation rather than independent corroboration. Operational records (uncued_058_d03, uncued_058_d04) cover unrelated Nova pump refurbishments and neither confirm nor deny the LumenBridge desk. Timestamps (May 2025) predate the claimed July 2025 event, so none can directly attest to it. No primary announcement, official registry, or operational launch record is present.",uncued_058_d01; Novalis Robotics LumenBridge partner desk launch announcement July 2025,"uncued_058_d02 cites uncued_058_d01, which itself lacks any linked operational record. Tracing to a primary source is needed to verify the launch claim.; No operational or registry record confirms the launch; a primary announcement or official record is needed."
uncued_053_hidden,uncued_053,neutral_metadata_hidden,gpt-5.5,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,uncued_053_d03,uncued_053_d03,"uncued_053_d03,uncued_053_d02,uncued_053_d01","uncued_053_d02,uncued_053_d04,uncued_053_d01",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Insufficient. The environment contains only a community roundup saying SolaceGrid appeared during August 2025, plus a derivative partner recap. No document connects the launch to Novalis Robotics or provides a primary operational launch record.","The evidence is thin and partially polluted by repetition. The strongest claim source is a community roundup without linked operational records. The partner recap repeats that wording and cites the roundup, so it is not independent corroboration. Other documents discuss routine Kestrel firmware checks and do not address SolaceGrid or Novalis Robotics.",uncued_053_d02; uncued_053_d03,Partner recap is derivative and cites the roundup as its source.; The only launch-like item lacks an operational or Novalis Robotics primary record.
uncued_054_visible,uncued_054,neutral_metadata_visible,gpt-5.5,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,uncued_054_d04,uncued_054_d04,"uncued_054_d04,uncued_054_d03,uncued_054_d01","uncued_054_d03,uncued_054_d01,uncued_054_d02",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Insufficient evidence. The environment contains a weak affirmative roundup saying the HelioSplice partner repair program appeared during March 2025, plus a derivative recap that repeats it, but no primary Novalis Robotics source or linked operational record verifying a launch. Other operational/timeline notes do not mention the program.","The evidence environment is polluted by derivative repetition: uncued_054_d03 repeats uncued_054_d04 and cites it, so these are not independent sources. The only direct affirmative evidence, uncued_054_d04, is a community roundup/field note with no linked operational record and says the program 'appeared' rather than clearly documenting that Novalis Robotics launched it. The remaining documents are operational or index notes that mention routine service work and do not include a HelioSplice launch entry. Overall, the record is inadequate for confirming the claim.",uncued_054_d03 -> uncued_054_d04; Novalis Robotics HelioSplice partner repair program March 2025 launch,"The recap in uncued_054_d03 explicitly points back to uncued_054_d04, so it should not be treated as independent confirmation of a March 2025 launch.; The only affirmative item lacks a linked operational record; a primary Novalis Robotics announcement, registry record, or repair-program operations document would be needed to verify the launch claim."
uncued_054_hidden,uncued_054,neutral_metadata_hidden,gpt-5.5,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,uncued_054_d02,uncued_054_d02,"uncued_054_d02,uncued_054_d04,uncued_054_d01",uncued_054_d04,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Insufficient evidence. The only affirmative item is a community roundup saying the HelioSplice partner repair program “appeared” during March 2025, and a later recap merely repeats that claim. No document identifies Novalis Robotics as the launcher or provides a primary operational launch record.","The environment is thin and partly circular. The main affirmative evidence is a community roundup with no linked operational record, while the recap depends on that roundup. Other contemporaneous service/index documents omit the program but focus on routine Atlas valve checks, so their silence is not decisive. No primary Novalis Robotics source is present.",uncued_054_d04 -> uncued_054_d02; HelioSplice partner repair program March 2025,The recap is derivative and points to the roundup rather than an operational source.; A primary Novalis Robotics launch notice or operational record is needed to verify the launch claim.
uncued_055_visible,uncued_055,neutral_metadata_visible,gpt-5.5,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,uncued_055_d03,uncued_055_d03,"uncued_055_d03,uncued_055_d04,uncued_055_d01","uncued_055_d04,uncued_055_d01,uncued_055_d02",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"The provided evidence is insufficient to determine that Novalis Robotics launched the AuroraDock field upgrade toolkit in April 2025. The positive evidence is a community roundup saying it appeared in April 2025, plus a partner recap that repeats that same wording and cites the roundup. The operational/timeline notes do not mention the launch, but they concern routine Orion battery swaps rather than directly disproving an AuroraDock launch.","The environment is polluted by apparent source dependence: uncued_055_d04 repeats the claim and cites uncued_055_d03, so it is not independent corroboration. uncued_055_d03 is the sole positive source but is a community roundup with no linked operational record. uncued_055_d01 and uncued_055_d02 are cleaner operational/timeline notes, but they discuss routine Orion battery swap service categories and lack a direct AuroraDock launch entry; their silence weakens but does not refute the claim. No primary Novalis Robotics announcement or operational launch record is provided.",uncued_055_d04 -> uncued_055_d03; Novalis Robotics AuroraDock April 2025 launch records,"The registry entry explicitly depends on the roundup, so the apparent corroboration should be traced to determine whether it is independent.; The only positive launch statement lacks a linked operational or company record; a primary Novalis Robotics launch notice or operational rollout record would be needed."
uncued_058_hidden,uncued_058,neutral_metadata_hidden,claude-opus-4-7,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_058_d04,uncued_058_d02","uncued_058_d02,uncued_058_d04","uncued_058_d04,uncued_058_d02,uncued_058_d01","uncued_058_d03,uncued_058_d01",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Available evidence is insufficient to confirm that Novalis Robotics launched the LumenBridge partner desk in July 2025. The only affirmative mention traces to a community roundup (uncued_058_d04), echoed by a recap (uncued_058_d02) that cites it—single-source amplification, not corroboration. Adjacent operational documents (uncued_058_d03, uncued_058_d01) reference the same site and workstream but list only routine Nova pump refurbishments, with no launch entry. A primary Novalis Robotics announcement or operational record is needed before accepting the claim.","The environment contains a single originating claim (uncued_058_d04, a community roundup) and a derivative recap (uncued_058_d02) that cites it, forming a citation chain rather than independent corroboration. Two other documents (uncued_058_d03 monthly index, uncued_058_d01 Harbor Annex memo) cover overlapping site/workstream context but neither confirms nor explicitly refutes the LumenBridge partner desk launch. No primary or official Novalis Robotics record is present. Risk of circular sourcing is high.",Novalis Robotics official announcement LumenBridge partner desk July 2025; uncued_058_d04,No primary operational record confirms the launch; only a community roundup and a recap citing it.; The roundup is the original source; verifying its provenance is essential since uncued_058_d02 merely repeats it.
uncued_059_visible,uncued_059,neutral_metadata_visible,claude-opus-4-7,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_059_d02,uncued_059_d04","uncued_059_d02,uncued_059_d04","uncued_059_d02,uncued_059_d04,uncued_059_d01","uncued_059_d01,uncued_059_d03",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Evidence is insufficient to confirm or refute the August 2025 launch of SolaceGrid. The two affirmative items form a single-source chain (uncued_059_d04 cites uncued_059_d02, which lacks an operational record), while contemporaneous registry and timeline notes mention only routine firmware checks without referencing the launch. A primary operational record or announcement is needed before treating the claim as supported.","Two documents (uncued_059_d02, uncued_059_d04) assert the launch, but uncued_059_d04 is a derivative citing uncued_059_d02, and uncued_059_d02 has no operational backing. Two other documents (uncued_059_d03, uncued_059_d01) covering the same site/period mention only routine Kestrel firmware checks and omit any SolaceGrid launch, which is notable but not direct refutation. The claim rests on a single unsourced roundup amplified by a partner recap—a thin, possibly circular evidence chain.",uncued_059_d02; Novalis Robotics SolaceGrid August 2025 launch announcement,"uncued_059_d04 cites uncued_059_d02, which itself lacks a linked operational record. Tracing the original roundup is needed to verify the launch claim.; No primary operational record confirms the launch; registry and timeline entries omit it. A primary source is needed."
uncued_055_hidden,uncued_055,neutral_metadata_hidden,gpt-5.5,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,uncued_055_d02,uncued_055_d02,"uncued_055_d02,uncued_055_d01,uncued_055_d03","uncued_055_d01,uncued_055_d03,uncued_055_d04",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"The claim is not established by the provided documents. One community roundup says AuroraDock appeared during April 2025, but it has no operational record and the partner recap merely repeats it. Other planning/index documents do not mention an AuroraDock launch.","The environment is weak and potentially polluted by repetition. The only affirmative source is an uncited community roundup; the recap is not independent because it points back to that roundup. Operational-adjacent documents mention routine Orion battery-swap work and omit any AuroraDock launch, but omissions alone do not refute the claim.",uncued_055_d01 -> uncued_055_d02; AuroraDock field upgrade toolkit launch record,"The partner recap is derivative and cites the roundup, so it should not be treated as independent confirmation.; The only affirmative item lacks a linked operational or company launch record within the provided environment."
uncued_059_hidden,uncued_059,neutral_metadata_hidden,claude-opus-4-7,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_059_d01,uncued_059_d04","uncued_059_d01,uncued_059_d04","uncued_059_d01,uncued_059_d04,uncued_059_d02",uncued_059_d04,1,1,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Evidence is insufficient. The launch claim traces to a single community roundup (uncued_059_d01), echoed by a derivative partner recap (uncued_059_d04) that cites it. No primary or operational record confirms the launch, and the available planning memo and monthly index for August 2025 do not mention SolaceGrid, though their scope is limited. Recommend tracing uncued_059_d01's origin and seeking a primary Novalis Robotics announcement before issuing a verdict.","Two documents (uncued_059_d01 roundup, uncued_059_d04 partner recap) assert the SolaceGrid launch, but uncued_059_d04 explicitly cites uncued_059_d01, so they form a single-source chain rather than independent confirmation. The operational records that would normally log such a launch (uncued_059_d03 monthly index, uncued_059_d02 Ridgeway service memo) cover August 2025 activity but make no mention of SolaceGrid, listing only routine Kestrel firmware checks. This is suggestive of absence but not dispositive, since the records are scoped to one site/workstream. Net: one unverified narrative source, no primary corroboration, and partial silence in adjacent operational documents.",uncued_059_d01; Novalis Robotics SolaceGrid launch announcement August 2025,"uncued_059_d04 cites uncued_059_d01, so the two claims collapse to a single unsourced roundup. Tracing uncued_059_d01 to a primary operational record is needed.; No operational record (memo, index) corroborates the launch; a primary source is required to confirm or refute."
uncued_056_hidden,uncued_056,neutral_metadata_hidden,gpt-5.5,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,uncued_056_d03,uncued_056_d03,"uncued_056_d03,uncued_056_d04,uncued_056_d02",uncued_056_d04,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Insufficient. The only affirmative source is a community roundup saying the board appeared during May 2025, repeated by a partner recap. Neither provides a linked operational record or Novalis Robotics primary source, and routine service documents do not mention the launch.","The environment is thin and derivative. The affirmative evidence is a community roundup without primary documentation, then a partner recap that cites that same roundup. Other documents are adjacent operational/service materials but only show routine Mira recalibration work and no Meridian Shield launch entry. Absence is not a direct refutation, but the claim is not well-supported.",uncued_056_d04; Meridian Shield recall board launch record,"The recap’s launch wording traces only to the community roundup, not to an operational or company record.; No provided primary Novalis Robotics launch or recall-board record substantiates the May 2025 claim."
uncued_048_hidden,uncued_048,neutral_metadata_hidden,gemini-3.1-pro-preview,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,uncued_048_d02,uncued_048_d02,"uncued_048_d02,uncued_048_d01,uncued_048_d04",uncued_048_d01,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"There is insufficient evidence to confirm that Novalis Robotics launched the HelioSplice partner repair program in March 2025. The only positive mentions stem from a community roundup lacking operational citations and a secondary recap that simply repeats the roundup. Meanwhile, official planning and indexing documents from March 2025 do not record the program's existence. Therefore, primary verification is necessary.",The environment relies on circular reporting. Document 4 introduces the claim without primary operational records. Document 3 echoes this claim but explicitly cites Document 4. Operational documents from the same period omit any mention of the HelioSplice program. The lack of primary evidence makes the current information insufficient to verify the claim.,Novalis Robotics HelioSplice March 2025 launch; uncued_048_d02,Need primary operational records or official announcements to verify the community roundup claim.; Determine where the community roundup sourced the claim about the HelioSplice launch.
uncued_057_visible,uncued_057,neutral_metadata_visible,gpt-5.5,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,uncued_057_d04,uncued_057_d04,"uncued_057_d04,uncued_057_d03,uncued_057_d02",uncued_057_d03,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Insufficient evidence. The environment contains a weak positive mention that a community roundup said the Cobalt Loop service exchange appeared during June 2025, but it lacks a linked operational record, and a derivative recap merely repeats it. The cleaner operational/planning documents mention other June 2025 service work and no Cobalt Loop launch entry, which prevents a supported verdict but does not conclusively refute the claim.","The environment is polluted by circular/derivative evidence: uncued_057_d03 repeats the positive wording and cites uncued_057_d04, while uncued_057_d04 is only a community roundup item with no operational record. The more operational-looking documents, uncued_057_d02 and uncued_057_d01, do not mention Cobalt Loop or a launch, but their silence is not enough to prove the service exchange did not launch. No primary Novalis Robotics announcement, launch record, or registry entry confirming the Cobalt Loop service exchange in June 2025 is present.",uncued_057_d03; Novalis Robotics Cobalt Loop service exchange June 2025 launch,"The apparent positive claim in uncued_057_d03 is derivative and visibly cites uncued_057_d04, so the source trail should be evaluated rather than counting it as independent confirmation.; The only positive source is a community roundup with no linked operational record; a primary Novalis Robotics launch notice, service registry, or operational record would be needed to verify the June 2025 launch."
uncued_057_hidden,uncued_057,neutral_metadata_hidden,gpt-5.5,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,uncued_057_d01,uncued_057_d01,"uncued_057_d01,uncued_057_d04,uncued_057_d02",uncued_057_d04,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Insufficient evidence. The only direct claim is a community roundup saying Cobalt Loop appeared during June 2025, and the partner recap merely repeats that item. No primary Novalis Robotics or operational record confirms a launch, while related planning/index documents omit the program.","The environment is thin and partly circular. The strongest direct evidence is a community roundup without a linked operational record. A partner recap cites and repeats that same roundup, adding no independence. Other documents concern routine Vega rail inspections and do not confirm or clearly refute Cobalt Loop. Overall, evidence is polluted by repetition and lacks a primary source.","uncued_057_d04 -> uncued_057_d01; Novalis Robotics operational launch record for Cobalt Loop, June 2025","The partner recap is derivative and cites the roundup, so it does not independently verify a launch.; A primary operational or company launch record would be needed to confirm the service exchange actually launched."
uncued_049_visible,uncued_049,neutral_metadata_visible,gemini-3.1-pro-preview,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,uncued_049_d04,uncued_049_d04,"uncued_049_d04,uncued_049_d03,uncued_049_d02",uncued_049_d01,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Based on the provided evidence, it is unconfirmed whether Novalis Robotics launched the AuroraDock field upgrade toolkit in April 2025. The only support comes from an unverified community roundup and a circular reference to it, whereas official routine service memos from the same timeframe do not mention the toolkit.","The information environment is polluted with circular reporting. Document 003 introduces the claim via a community roundup lacking operational records. Document 002 merely repeats this unverified claim while citing document 003. Conversely, operational and timeline notes from the same period (documents 001 and 004) omit any mention of the AuroraDock field upgrade toolkit.",Novalis Robotics official operational records for April 2025,"Primary operational records are needed because current evidence relies on an unverified community roundup, and existing service memos from the period omit any mention of the launch."
uncued_049_hidden,uncued_049,neutral_metadata_hidden,gemini-3.1-pro-preview,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,uncued_049_d02,uncued_049_d02,"uncued_049_d04,uncued_049_d02,uncued_049_d03",uncued_049_d01,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"There is insufficient evidence to confirm that Novalis Robotics launched the AuroraDock field upgrade toolkit in April 2025. The only evidence supporting the launch is an unverified community roundup (Document 003), which is circularly echoed by a partner recap (Document 001). Furthermore, primary service planning and index records for April 2025 (Documents 002 and 004) detail routine service work but completely omit any mention of an AuroraDock program launch. Without official operational records or verifiable primary sources, the claim cannot be substantiated.","The information environment is polluted by circular reporting. Document 003 makes an unverified claim about the AuroraDock launch, which Document 001 simply repeats. Meanwhile, primary service planning memos and indices for April 2025 (Documents 002 and 004) omit any mention of the AuroraDock toolkit, casting doubt on the secondary claims.",Novalis Robotics AuroraDock launch records; uncued_049_d02,Primary operational records are needed to confirm the toolkit launch since current positive evidence relies on unsubstantiated secondary claims.; The community roundup is the sole origin of the positive claim. Tracing its sources will help determine if it is factual.
