schema_variant,model,provider,task_id,family,condition,prompt_condition,parse_success,empty_output,schema_missing,belief_correctness,insufficient_verdict,rejected_pollutant,polluted_supporting_evidence,dual_role_pollutant,full_escape,predicted_verdict,gold_verdict,polluted_supporting_ids,rejected_pollutant_ids,dual_role_pollutant_ids,diagnostic_pollutant,role_escape,diagnostic_pollutant_ids
current_schema,gemini-3.1-pro-preview,Google,ert_076,evidence_selection,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,insufficient,insufficient,,"doc_002,doc_001,doc_016,doc_007",,,,
current_schema,gemini-3.1-pro-preview,Google,ert_076,evidence_selection,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,insufficient,insufficient,,"doc_002,doc_001,doc_016,doc_007",,,,
current_schema,gemini-3.1-pro-preview,Google,ert_077,evidence_selection,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,insufficient,insufficient,,"doc_019,doc_013,doc_017,doc_005,doc_011",,,,
current_schema,gemini-3.1-pro-preview,Google,ert_077,evidence_selection,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,insufficient,insufficient,,"doc_019,doc_013,doc_017,doc_005,doc_011",,,,
current_schema,gemini-3.1-pro-preview,Google,ert_078,evidence_selection,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,insufficient,insufficient,,"doc_020,doc_005,doc_018,doc_015",,,,
current_schema,gemini-3.1-pro-preview,Google,ert_078,evidence_selection,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,insufficient,insufficient,,"doc_020,doc_005,doc_018,doc_015",,,,
current_schema,gemini-3.1-pro-preview,Google,ert_079,evidence_selection,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,insufficient,insufficient,,"doc_001,doc_018,doc_004,doc_019,doc_008",,,,
current_schema,gemini-3.1-pro-preview,Google,ert_079,evidence_selection,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,insufficient,insufficient,,"doc_001,doc_018,doc_004,doc_019,doc_008",,,,
current_schema,gemini-3.1-pro-preview,Google,ert_096,active_verification,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,insufficient,insufficient,,"doc_007,doc_004,doc_008,doc_001,doc_002",,,,
current_schema,gemini-3.1-pro-preview,Google,ert_096,active_verification,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,insufficient,insufficient,,"doc_007,doc_004,doc_008,doc_001,doc_002",,,,
current_schema,gemini-3.1-pro-preview,Google,ert_097,active_verification,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,insufficient,insufficient,,"doc_007,doc_004,doc_006,doc_003,doc_005",,,,
current_schema,gemini-3.1-pro-preview,Google,ert_097,active_verification,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,insufficient,insufficient,,"doc_007,doc_004,doc_006,doc_003,doc_005",,,,
current_schema,gemini-3.1-pro-preview,Google,ert_098,active_verification,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,insufficient,insufficient,,"doc_003,doc_005,doc_001,doc_004,doc_006",,,,
current_schema,gemini-3.1-pro-preview,Google,ert_098,active_verification,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,insufficient,insufficient,,"doc_003,doc_005,doc_001,doc_004,doc_006",,,,
current_schema,gemini-3.1-pro-preview,Google,ert_099,active_verification,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,insufficient,insufficient,,"doc_006,doc_005,doc_008,doc_004,doc_002",,,,
current_schema,gemini-3.1-pro-preview,Google,ert_099,active_verification,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,insufficient,insufficient,,"doc_006,doc_005,doc_008,doc_004,doc_002",,,,
clarified_schema,gpt-5.4,OpenAI,ert_032,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_008,doc_006,doc_005,doc_009,doc_004",,1.0,1.0,"doc_008,doc_006"
clarified_schema,gemini-3.1-pro-preview,Google,ert_032,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_008,doc_006,doc_005,doc_009,doc_004",,1.0,1.0,doc_008
clarified_schema,gpt-5.4,OpenAI,ert_032,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_008,doc_006,doc_005,doc_009,doc_004",,1.0,1.0,"doc_008,doc_006"
clarified_schema,claude-opus-4-7,Anthropic,ert_032,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_008,doc_006,doc_005,doc_009,doc_004",,1.0,1.0,"doc_008,doc_006"
clarified_schema,gpt-5.4,OpenAI,ert_033,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_001,doc_004,doc_007,doc_006,doc_005",,1.0,1.0,"doc_001,doc_004,doc_007"
clarified_schema,claude-opus-4-7,Anthropic,ert_032,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_008,doc_006,doc_005,doc_009,doc_004",,1.0,1.0,"doc_008,doc_006"
clarified_schema,gemini-3.1-pro-preview,Google,ert_032,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_008,doc_006,doc_005,doc_009,doc_004",,1.0,1.0,doc_008
clarified_schema,gpt-5.4,OpenAI,ert_033,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_001,doc_004,doc_007,doc_006,doc_005",,1.0,1.0,"doc_001,doc_004,doc_007"
clarified_schema,gpt-5.4,OpenAI,ert_034,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_005,doc_007,doc_001,doc_006,doc_008",,1.0,1.0,"doc_005,doc_007"
clarified_schema,claude-opus-4-7,Anthropic,ert_033,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_001,doc_004,doc_007,doc_006,doc_005",,1.0,1.0,"doc_001,doc_004"
clarified_schema,gemini-3.1-pro-preview,Google,ert_033,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_001,doc_004,doc_007,doc_006,doc_005",,1.0,1.0,doc_001
clarified_schema,gpt-5.4,OpenAI,ert_034,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_005,doc_007,doc_001,doc_006,doc_008",,1.0,1.0,"doc_005,doc_007"
clarified_schema,claude-opus-4-7,Anthropic,ert_033,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_001,doc_004,doc_007,doc_006,doc_005",,1.0,1.0,"doc_001,doc_004"
clarified_schema,gpt-5.4,OpenAI,ert_035,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_002,doc_007,doc_008,doc_003,doc_005",,1.0,1.0,"doc_002,doc_007,doc_008"
clarified_schema,gpt-5.4,OpenAI,ert_035,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_002,doc_007,doc_008,doc_003,doc_005",,1.0,1.0,"doc_002,doc_007,doc_008"
clarified_schema,claude-opus-4-7,Anthropic,ert_034,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_005,doc_007,doc_001,doc_006,doc_008",,1.0,1.0,"doc_005,doc_007"
clarified_schema,gpt-5.4,OpenAI,ert_036,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_007,doc_010,doc_002,doc_001",,1.0,1.0,"doc_007,doc_010"
clarified_schema,gemini-3.1-pro-preview,Google,ert_033,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_004,doc_007,doc_006,doc_005",,1.0,1.0,doc_001
clarified_schema,gpt-5.4,OpenAI,ert_036,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_007,doc_010,doc_002,doc_001",,1.0,1.0,"doc_007,doc_010"
clarified_schema,claude-opus-4-7,Anthropic,ert_034,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_005,doc_007,doc_001,doc_006,doc_008",,1.0,1.0,"doc_005,doc_007"
clarified_schema,gpt-5.4,OpenAI,ert_037,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_005,doc_007,doc_006,doc_008,doc_009",,1.0,1.0,"doc_005,doc_007,doc_006"
clarified_schema,gemini-3.1-pro-preview,Google,ert_034,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_005,doc_007,doc_001,doc_006,doc_008",,1.0,1.0,doc_005
clarified_schema,claude-opus-4-7,Anthropic,ert_035,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_002,doc_007,doc_008,doc_003,doc_005",,1.0,1.0,"doc_002,doc_007"
clarified_schema,gpt-5.4,OpenAI,ert_037,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_005,doc_007,doc_006,doc_008,doc_009",,1.0,1.0,"doc_005,doc_007"
clarified_schema,gpt-5.4,OpenAI,ert_038,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_010,doc_008,doc_001,doc_006",,1.0,1.0,"doc_010,doc_008,doc_001"
clarified_schema,claude-opus-4-7,Anthropic,ert_035,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_002,doc_007,doc_008,doc_003,doc_005",,1.0,1.0,"doc_002,doc_007"
clarified_schema,gemini-3.1-pro-preview,Google,ert_034,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_005,doc_007,doc_001,doc_006,doc_008",,1.0,1.0,doc_005
clarified_schema,gpt-5.4,OpenAI,ert_038,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_010,doc_008,doc_001,doc_006",,1.0,1.0,"doc_010,doc_008,doc_001,doc_006"
clarified_schema,claude-opus-4-7,Anthropic,ert_036,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_007,doc_010,doc_002,doc_001",,1.0,1.0,"doc_007,doc_010"
clarified_schema,gpt-5.4,OpenAI,ert_039,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_002,doc_009,doc_004,doc_007,doc_011",,1.0,1.0,"doc_002,doc_009,doc_011"
clarified_schema,gemini-3.1-pro-preview,Google,ert_035,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_007,doc_008,doc_003,doc_005",,1.0,1.0,doc_002
clarified_schema,gpt-5.4,OpenAI,ert_039,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_002,doc_009,doc_004,doc_007,doc_011",,1.0,1.0,"doc_002,doc_009,doc_004"
clarified_schema,claude-opus-4-7,Anthropic,ert_036,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_007,doc_010,doc_002,doc_001",,1.0,1.0,"doc_007,doc_010"
clarified_schema,gpt-5.4,OpenAI,ert_072,evidence_selection,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_014,doc_015,doc_003,doc_010,doc_012",,1.0,1.0,"doc_014,doc_015"
clarified_schema,gemini-3.1-pro-preview,Google,ert_035,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_002,doc_007,doc_008,doc_003,doc_005",,1.0,1.0,doc_002
clarified_schema,gpt-5.4,OpenAI,ert_072,evidence_selection,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_014,doc_015,doc_003,doc_010,doc_019",,1.0,1.0,"doc_014,doc_015,doc_003,doc_010"
clarified_schema,claude-opus-4-7,Anthropic,ert_037,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_005,doc_007,doc_006,doc_008,doc_009",,1.0,1.0,"doc_005,doc_007"
clarified_schema,gpt-5.4,OpenAI,ert_073,evidence_selection,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_012,doc_015,doc_007,doc_005,doc_006",,1.0,1.0,"doc_012,doc_015,doc_007"
clarified_schema,claude-opus-4-7,Anthropic,ert_037,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_005,doc_007,doc_006,doc_008,doc_009",,1.0,1.0,"doc_005,doc_007"
clarified_schema,gemini-3.1-pro-preview,Google,ert_036,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_007,doc_010,doc_002,doc_001",,1.0,1.0,"doc_007,doc_010"
clarified_schema,gpt-5.4,OpenAI,ert_073,evidence_selection,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_012,doc_015,doc_007,doc_005,doc_006",,1.0,1.0,"doc_012,doc_015,doc_007"
clarified_schema,claude-opus-4-7,Anthropic,ert_038,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_010,doc_008,doc_001,doc_006",,1.0,1.0,"doc_010,doc_008,doc_001,doc_006"
clarified_schema,gpt-5.4,OpenAI,ert_074,evidence_selection,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_012,doc_015,doc_007,doc_006,doc_010",,1.0,1.0,"doc_012,doc_015"
clarified_schema,gemini-3.1-pro-preview,Google,ert_036,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_007,doc_010,doc_002,doc_001",,1.0,1.0,doc_007
clarified_schema,gpt-5.4,OpenAI,ert_074,evidence_selection,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_012,doc_015,doc_007,doc_006,doc_010",,1.0,1.0,"doc_012,doc_015"
clarified_schema,claude-opus-4-7,Anthropic,ert_038,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_010,doc_008,doc_001,doc_006",,1.0,1.0,"doc_010,doc_008,doc_001,doc_006"
clarified_schema,gpt-5.4,OpenAI,ert_075,evidence_selection,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_020,doc_015,doc_006,doc_016,doc_013",,1.0,1.0,"doc_020,doc_015,doc_006"
clarified_schema,claude-opus-4-7,Anthropic,ert_039,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_002,doc_009,doc_004,doc_007,doc_011",,1.0,1.0,"doc_002,doc_009"
clarified_schema,gpt-5.4,OpenAI,ert_075,evidence_selection,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_020,doc_015,doc_006,doc_016,doc_013",,1.0,1.0,"doc_020,doc_015,doc_006"
clarified_schema,gemini-3.1-pro-preview,Google,ert_037,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_005,doc_007,doc_006,doc_008,doc_009",,1.0,1.0,"doc_005,doc_007"
clarified_schema,gpt-5.4,OpenAI,ert_076,evidence_selection,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_002,doc_001,doc_016,doc_007",,1.0,1.0,"doc_002,doc_001"
clarified_schema,claude-opus-4-7,Anthropic,ert_039,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_002,doc_009,doc_004,doc_007,doc_011",,1.0,1.0,"doc_002,doc_009"
clarified_schema,gpt-5.4,OpenAI,ert_076,evidence_selection,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_002,doc_001,doc_016,doc_007",,1.0,1.0,"doc_002,doc_001"
clarified_schema,gemini-3.1-pro-preview,Google,ert_037,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_005,doc_007,doc_006,doc_008,doc_009",,1.0,1.0,doc_005
clarified_schema,claude-opus-4-7,Anthropic,ert_072,evidence_selection,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_014,doc_015,doc_003,doc_010,doc_019,doc_012",,1.0,1.0,"doc_014,doc_015,doc_012"
clarified_schema,gpt-5.4,OpenAI,ert_077,evidence_selection,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_019,doc_013,doc_017,doc_005,doc_011",,1.0,1.0,"doc_019,doc_013,doc_017"
clarified_schema,gpt-5.4,OpenAI,ert_077,evidence_selection,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_019,doc_013,doc_017,doc_005,doc_011",,1.0,1.0,"doc_019,doc_013,doc_017"
clarified_schema,claude-opus-4-7,Anthropic,ert_072,evidence_selection,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_014,doc_015,doc_003,doc_010,doc_019,doc_012",,1.0,1.0,"doc_014,doc_015"
clarified_schema,gpt-5.4,OpenAI,ert_078,evidence_selection,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_020,doc_005,doc_018,doc_015",,1.0,1.0,"doc_020,doc_005,doc_018"
clarified_schema,gemini-3.1-pro-preview,Google,ert_038,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_010,doc_008,doc_001,doc_006",,1.0,1.0,"doc_010,doc_008"
clarified_schema,gpt-5.4,OpenAI,ert_078,evidence_selection,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_020,doc_005,doc_018,doc_015",,1.0,1.0,"doc_020,doc_005,doc_018"
clarified_schema,gemini-3.1-pro-preview,Google,ert_038,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_010,doc_008,doc_001,doc_006",,0.0,1.0,
clarified_schema,gpt-5.4,OpenAI,ert_079,evidence_selection,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_001,doc_018,doc_004,doc_019,doc_008",,1.0,1.0,"doc_001,doc_018,doc_004"
clarified_schema,gpt-5.4,OpenAI,ert_079,evidence_selection,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_001,doc_018,doc_004,doc_019,doc_008",,1.0,1.0,"doc_001,doc_018"
clarified_schema,claude-opus-4-7,Anthropic,ert_073,evidence_selection,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_012,doc_015,doc_007,doc_005,doc_006,doc_009",,1.0,1.0,"doc_012,doc_015"
clarified_schema,gpt-5.4,OpenAI,ert_096,active_verification,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_007,doc_004,doc_008,doc_001,doc_002",,1.0,1.0,"doc_007,doc_004"
clarified_schema,claude-opus-4-7,Anthropic,ert_073,evidence_selection,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_012,doc_015,doc_007,doc_005,doc_006,doc_009",,1.0,1.0,"doc_012,doc_015"
clarified_schema,gpt-5.4,OpenAI,ert_096,active_verification,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_007,doc_004,doc_008,doc_001,doc_002",,1.0,1.0,"doc_007,doc_004"
clarified_schema,gpt-5.4,OpenAI,ert_097,active_verification,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_007,doc_004,doc_006,doc_003,doc_005",,1.0,1.0,"doc_007,doc_004,doc_006"
clarified_schema,gemini-3.1-pro-preview,Google,ert_039,packet_judgment,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_002,doc_009,doc_004,doc_007,doc_011",,1.0,1.0,doc_002
clarified_schema,gpt-5.4,OpenAI,ert_097,active_verification,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_007,doc_004,doc_006,doc_003,doc_005",,1.0,1.0,"doc_007,doc_004,doc_006"
clarified_schema,gemini-3.1-pro-preview,Google,ert_039,packet_judgment,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_002,doc_009,doc_004,doc_007,doc_011",,1.0,1.0,doc_002
clarified_schema,gpt-5.4,OpenAI,ert_098,active_verification,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_003,doc_005,doc_001,doc_004,doc_006",,1.0,1.0,"doc_003,doc_005"
clarified_schema,claude-opus-4-7,Anthropic,ert_074,evidence_selection,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_012,doc_015,doc_007,doc_006,doc_010",,1.0,1.0,"doc_012,doc_017"
clarified_schema,gpt-5.4,OpenAI,ert_098,active_verification,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_003,doc_005,doc_001,doc_004,doc_006",,1.0,1.0,doc_003
clarified_schema,gpt-5.4,OpenAI,ert_099,active_verification,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_006,doc_005,doc_008,doc_004,doc_002",,1.0,1.0,"doc_006,doc_005,doc_008"
clarified_schema,claude-opus-4-7,Anthropic,ert_074,evidence_selection,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_012,doc_015,doc_007,doc_006,doc_010",,1.0,1.0,"doc_012,doc_017"
clarified_schema,gemini-3.1-pro-preview,Google,ert_072,evidence_selection,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_015,doc_003,doc_010,doc_019,doc_012",,1.0,1.0,doc_014
clarified_schema,gpt-5.4,OpenAI,ert_099,active_verification,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_006,doc_005,doc_008,doc_004,doc_002",,1.0,1.0,"doc_006,doc_005,doc_008"
clarified_schema,claude-opus-4-7,Anthropic,ert_075,evidence_selection,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_020,doc_015,doc_006,doc_016,doc_003",,1.0,1.0,"doc_020,doc_013"
clarified_schema,gemini-3.1-pro-preview,Google,ert_072,evidence_selection,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_014,doc_015,doc_003,doc_010,doc_019,doc_012",,1.0,1.0,doc_014
clarified_schema,claude-opus-4-7,Anthropic,ert_075,evidence_selection,generated_lore,epistemic_hygiene_instruction,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_020,doc_015,doc_006,doc_016,doc_003",,1.0,1.0,"doc_020,doc_013"
clarified_schema,gemini-3.1-pro-preview,Google,ert_073,evidence_selection,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_015,doc_007,doc_005,doc_006,doc_009",,1.0,1.0,doc_012
clarified_schema,claude-opus-4-7,Anthropic,ert_076,evidence_selection,generated_lore,standard_answer,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,insufficient,insufficient,,"doc_002,doc_001,doc_016,doc_007",,1.0,1.0,"doc_002,doc_001"
