task_id,difficulty,episode_type,model,retriever,strategy,prompt,backend,parse_success,claim_accuracy,escape_rate,contaminated_citation_rate,abstention_quality,overconfident_wrong_rate,over_abstention_rate,generated_lore_overclaim_rate,false_consensus_susceptibility,primary_recovery_rate,confidence,cost_usd,supporting_evidence,rejected_evidence,gold_claim_verdict,predicted_claim_verdict,has_required_supporting_evidence,clean_supporting_evidence,primary_in_context,primary_cited,primary_rejected,primary_ignored,best_primary_context_rank,primary_support,final_doc_ids,prompt_version
eham_080,L3,L3_false_consensus,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0003117,"eham_080_primary_a,eham_080_primary_b","eham_080_pollutant_root,eham_080_repost_00,eham_080_repost_01,eham_080_repost_02,eham_080_repost_03,eham_080_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_080_primary_a,eham_080_primary_b","eham_080_primary_a,eham_080_primary_b,eham_080_pollutant_root,eham_080_repost_00,eham_080_repost_01,eham_080_repost_02,eham_080_repost_03,eham_080_repost_05",claim_first_citation_v1_1
eham_081,L3,L3_false_consensus,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.0002775,"eham_081_primary_a,eham_081_primary_b",,refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_081_primary_a,eham_081_primary_b","eham_081_primary_a,eham_081_primary_b,eham_081_pollutant_root,eham_081_repost_00,eham_081_repost_01,eham_081_repost_02,eham_081_repost_04,eham_081_repost_05",claim_first_citation_v1_1
eham_081,L3,L3_false_consensus,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.0003132,"eham_081_primary_a,eham_081_primary_b","eham_081_pollutant_root,eham_081_repost_00,eham_081_repost_01,eham_081_repost_02,eham_081_repost_04",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_081_primary_a,eham_081_primary_b","eham_081_primary_a,eham_081_primary_b,eham_081_pollutant_root,eham_081_repost_00,eham_081_repost_01,eham_081_context_13,eham_081_repost_02,eham_081_repost_04",claim_first_citation_v1_1
eham_082,L3,L3_false_consensus,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.0002829,"eham_082_primary_a,eham_082_primary_b",,refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_082_primary_a,eham_082_primary_b","eham_082_primary_a,eham_082_primary_b,eham_082_pollutant_root,eham_082_repost_00,eham_082_repost_01,eham_082_repost_03,eham_082_repost_04,eham_082_repost_05",claim_first_citation_v1_1
eham_082,L3,L3_false_consensus,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0002019,"eham_082_primary_a,eham_082_primary_b",,refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_082_primary_a,eham_082_primary_b","eham_082_primary_a,eham_082_primary_b,eham_082_pollutant_root,eham_082_repost_00,eham_082_repost_01,eham_082_repost_03,eham_082_repost_04,eham_082_repost_05",claim_first_citation_v1_1
eham_083,L3,L3_false_consensus,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0003132,"eham_083_primary_a,eham_083_primary_b","eham_083_pollutant_root,eham_083_repost_00,eham_083_repost_02,eham_083_repost_03,eham_083_repost_04,eham_083_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_083_primary_a,eham_083_primary_b","eham_083_primary_a,eham_083_primary_b,eham_083_pollutant_root,eham_083_repost_00,eham_083_repost_02,eham_083_repost_03,eham_083_repost_04,eham_083_repost_05",claim_first_citation_v1_1
eham_083,L3,L3_false_consensus,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0003222,"eham_083_primary_a,eham_083_primary_b","eham_083_pollutant_root,eham_083_repost_00,eham_083_repost_02,eham_083_repost_03,eham_083_repost_04,eham_083_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_083_primary_a,eham_083_primary_b","eham_083_primary_a,eham_083_primary_b,eham_083_pollutant_root,eham_083_repost_00,eham_083_repost_02,eham_083_repost_03,eham_083_repost_04,eham_083_repost_05",claim_first_citation_v1_1
eham_096,L4,L4_hidden_primary,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.000315,"eham_096_primary_a,eham_096_primary_b","eham_096_pollutant_root,eham_096_repost_00,eham_096_repost_01,eham_096_repost_02,eham_096_repost_04,eham_096_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_096_primary_a,eham_096_primary_b","eham_096_primary_a,eham_096_primary_b,eham_096_pollutant_root,eham_096_repost_00,eham_096_repost_01,eham_096_repost_02,eham_096_repost_04,eham_096_repost_05",claim_first_citation_v1_1
eham_096,L4,L4_hidden_primary,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.0003045,"eham_096_primary_a,eham_096_primary_b","eham_096_pollutant_root,eham_096_repost_00,eham_096_repost_01,eham_096_repost_02,eham_096_repost_04",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_096_primary_a,eham_096_primary_b","eham_096_primary_a,eham_096_primary_b,eham_096_pollutant_root,eham_096_repost_00,eham_096_repost_01,eham_096_context_13,eham_096_repost_02,eham_096_repost_04",claim_first_citation_v1_1
eham_097,L4,L4_hidden_primary,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.000309,"eham_097_primary_a,eham_097_primary_b","eham_097_pollutant_root,eham_097_repost_00,eham_097_repost_01,eham_097_repost_03,eham_097_repost_04,eham_097_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_097_primary_a,eham_097_primary_b","eham_097_primary_a,eham_097_primary_b,eham_097_pollutant_root,eham_097_repost_00,eham_097_repost_01,eham_097_repost_03,eham_097_repost_04,eham_097_repost_05",claim_first_citation_v1_1
eham_097,L4,L4_hidden_primary,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.000276,"eham_097_primary_a,eham_097_primary_b",,refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_097_primary_a,eham_097_primary_b","eham_097_primary_a,eham_097_primary_b,eham_097_pollutant_root,eham_097_repost_00,eham_097_repost_01,eham_097_repost_03,eham_097_repost_04,eham_097_repost_05",claim_first_citation_v1_1
eham_098,L4,L4_hidden_primary,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.0003273,"eham_098_primary_a,eham_098_primary_b","eham_098_pollutant_root,eham_098_repost_00,eham_098_repost_02,eham_098_repost_03,eham_098_repost_04,eham_098_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_098_primary_a,eham_098_primary_b","eham_098_primary_a,eham_098_primary_b,eham_098_pollutant_root,eham_098_repost_00,eham_098_repost_02,eham_098_repost_03,eham_098_repost_04,eham_098_repost_05",claim_first_citation_v1_1
eham_098,L4,L4_hidden_primary,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.0002049,"eham_098_primary_a,eham_098_primary_b","eham_098_pollutant_root,eham_098_repost_00,eham_098_repost_02,eham_098_repost_03,eham_098_repost_04,eham_098_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_098_primary_a,eham_098_primary_b","eham_098_primary_a,eham_098_primary_b,eham_098_pollutant_root,eham_098_repost_00,eham_098_repost_02,eham_098_repost_03,eham_098_repost_04,eham_098_repost_05",claim_first_citation_v1_1
eham_099,L4,L4_hidden_primary,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00030615,"eham_099_primary_a,eham_099_primary_b","eham_099_pollutant_root,eham_099_repost_01,eham_099_repost_02,eham_099_repost_03,eham_099_repost_04,eham_099_repost_06",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_099_primary_a,eham_099_primary_b","eham_099_primary_a,eham_099_primary_b,eham_099_pollutant_root,eham_099_repost_01,eham_099_repost_02,eham_099_repost_03,eham_099_repost_04,eham_099_repost_06",claim_first_citation_v1_1
eham_099,L4,L4_hidden_primary,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.00030615,"eham_099_primary_a,eham_099_primary_b","eham_099_pollutant_root,eham_099_repost_01,eham_099_repost_02,eham_099_repost_03,eham_099_repost_04",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_099_primary_a,eham_099_primary_b","eham_099_primary_a,eham_099_primary_b,eham_099_pollutant_root,eham_099_repost_01,eham_099_repost_02,eham_099_context_13,eham_099_repost_03,eham_099_repost_04",claim_first_citation_v1_1
eham_100,L4,L4_hidden_primary,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0003108,"eham_100_primary_a,eham_100_primary_b","eham_100_pollutant_root,eham_100_repost_00,eham_100_repost_01,eham_100_repost_02,eham_100_repost_03,eham_100_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_100_primary_a,eham_100_primary_b","eham_100_primary_a,eham_100_primary_b,eham_100_pollutant_root,eham_100_repost_00,eham_100_repost_01,eham_100_repost_02,eham_100_repost_03,eham_100_repost_05",claim_first_citation_v1_1
eham_100,L4,L4_hidden_primary,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0002976,"eham_100_primary_a,eham_100_primary_b",,refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_100_primary_a,eham_100_primary_b","eham_100_primary_a,eham_100_primary_b,eham_100_pollutant_root,eham_100_repost_00,eham_100_repost_01,eham_100_repost_02,eham_100_repost_03,eham_100_repost_05",claim_first_citation_v1_1
eham_101,L4,L4_hidden_primary,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.0003234,"eham_101_primary_a,eham_101_primary_b","eham_101_pollutant_root,eham_101_repost_00,eham_101_repost_01,eham_101_repost_02,eham_101_repost_04,eham_101_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_101_primary_a,eham_101_primary_b","eham_101_primary_a,eham_101_primary_b,eham_101_pollutant_root,eham_101_repost_00,eham_101_repost_01,eham_101_repost_02,eham_101_repost_04,eham_101_repost_05",claim_first_citation_v1_1
eham_101,L4,L4_hidden_primary,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0003264,"eham_101_primary_a,eham_101_primary_b","eham_101_pollutant_root,eham_101_repost_00,eham_101_repost_01,eham_101_repost_02,eham_101_repost_04,eham_101_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_101_primary_a,eham_101_primary_b","eham_101_primary_a,eham_101_primary_b,eham_101_pollutant_root,eham_101_repost_00,eham_101_repost_01,eham_101_repost_02,eham_101_repost_04,eham_101_repost_05",claim_first_citation_v1_1
eham_102,L4,L4_hidden_primary,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0003174,"eham_102_primary_a,eham_102_primary_b","eham_102_pollutant_root,eham_102_repost_00,eham_102_repost_01,eham_102_repost_03,eham_102_repost_04,eham_102_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_102_primary_a,eham_102_primary_b","eham_102_primary_a,eham_102_primary_b,eham_102_pollutant_root,eham_102_repost_00,eham_102_repost_01,eham_102_repost_03,eham_102_repost_04,eham_102_repost_05",claim_first_citation_v1_1
eham_102,L4,L4_hidden_primary,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0003,"eham_102_primary_a,eham_102_primary_b","eham_102_pollutant_root,eham_102_repost_00,eham_102_repost_01,eham_102_repost_03,eham_102_repost_04",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_102_primary_a,eham_102_primary_b","eham_102_primary_a,eham_102_primary_b,eham_102_pollutant_root,eham_102_repost_00,eham_102_repost_01,eham_102_context_13,eham_102_repost_03,eham_102_repost_04",claim_first_citation_v1_1
eham_103,L4,L4_hidden_primary,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0003231,"eham_103_primary_a,eham_103_primary_b","eham_103_pollutant_root,eham_103_repost_00,eham_103_repost_02,eham_103_repost_03,eham_103_repost_04,eham_103_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_103_primary_a,eham_103_primary_b","eham_103_primary_a,eham_103_primary_b,eham_103_pollutant_root,eham_103_repost_00,eham_103_repost_02,eham_103_repost_03,eham_103_repost_04,eham_103_repost_05",claim_first_citation_v1_1
eham_103,L4,L4_hidden_primary,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.0002475,"eham_103_primary_a,eham_103_primary_b","eham_103_pollutant_root,eham_103_repost_00,eham_103_repost_02,eham_103_repost_03,eham_103_repost_04,eham_103_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_103_primary_a,eham_103_primary_b","eham_103_primary_a,eham_103_primary_b,eham_103_pollutant_root,eham_103_repost_00,eham_103_repost_02,eham_103_repost_03,eham_103_repost_04,eham_103_repost_05",claim_first_citation_v1_1
eham_104,L4,L4_hidden_primary,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00029595,"eham_104_primary_a,eham_104_primary_b",,refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_104_primary_a,eham_104_primary_b","eham_104_primary_a,eham_104_primary_b,eham_104_pollutant_root,eham_104_repost_01,eham_104_repost_02,eham_104_repost_03,eham_104_repost_04,eham_104_repost_06",claim_first_citation_v1_1
eham_104,L4,L4_hidden_primary,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.00031335,"eham_104_primary_a,eham_104_primary_b","eham_104_pollutant_root,eham_104_repost_01,eham_104_repost_02,eham_104_repost_03,eham_104_repost_04,eham_104_repost_06",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_104_primary_a,eham_104_primary_b","eham_104_primary_a,eham_104_primary_b,eham_104_pollutant_root,eham_104_repost_01,eham_104_repost_02,eham_104_repost_03,eham_104_repost_04,eham_104_repost_06",claim_first_citation_v1_1
eham_105,L4,L4_hidden_primary,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0002904,,,refuted,refuted,0.0,1.0,1.0,0.0,0.0,1.0,1,"eham_105_primary_a,eham_105_primary_b","eham_105_primary_a,eham_105_primary_b,eham_105_pollutant_root,eham_105_repost_00,eham_105_repost_01,eham_105_repost_02,eham_105_repost_03,eham_105_repost_05",claim_first_citation_v1_1
eham_105,L4,L4_hidden_primary,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.0003078,"eham_105_primary_a,eham_105_primary_b","eham_105_pollutant_root,eham_105_repost_00,eham_105_repost_01,eham_105_repost_02,eham_105_repost_03",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_105_primary_a,eham_105_primary_b","eham_105_primary_a,eham_105_primary_b,eham_105_pollutant_root,eham_105_repost_00,eham_105_repost_01,eham_105_context_13,eham_105_repost_02,eham_105_repost_03",claim_first_citation_v1_1
eham_106,L4,L4_hidden_primary,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.000321,"eham_106_primary_a,eham_106_primary_b","eham_106_pollutant_root,eham_106_repost_00,eham_106_repost_01,eham_106_repost_02,eham_106_repost_04,eham_106_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_106_primary_a,eham_106_primary_b","eham_106_primary_a,eham_106_primary_b,eham_106_pollutant_root,eham_106_repost_00,eham_106_repost_01,eham_106_repost_02,eham_106_repost_04,eham_106_repost_05",claim_first_citation_v1_1
eham_106,L4,L4_hidden_primary,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.95,0.0002124,"eham_106_primary_a,eham_106_primary_b","eham_106_pollutant_root,eham_106_repost_00,eham_106_repost_01,eham_106_repost_02,eham_106_repost_04,eham_106_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_106_primary_a,eham_106_primary_b","eham_106_primary_a,eham_106_primary_b,eham_106_pollutant_root,eham_106_repost_00,eham_106_repost_01,eham_106_repost_02,eham_106_repost_04,eham_106_repost_05",claim_first_citation_v1_1
eham_107,L4,L4_hidden_primary,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.0003132,"eham_107_primary_a,eham_107_primary_b","eham_107_pollutant_root,eham_107_repost_00,eham_107_repost_01,eham_107_repost_03,eham_107_repost_04,eham_107_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_107_primary_a,eham_107_primary_b","eham_107_primary_a,eham_107_primary_b,eham_107_pollutant_root,eham_107_repost_00,eham_107_repost_01,eham_107_repost_03,eham_107_repost_04,eham_107_repost_05",claim_first_citation_v1_1
eham_107,L4,L4_hidden_primary,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.9,0.0003096,"eham_107_primary_a,eham_107_primary_b","eham_107_pollutant_root,eham_107_repost_00,eham_107_repost_01,eham_107_repost_03,eham_107_repost_04,eham_107_repost_05",refuted,refuted,1.0,1.0,1.0,1.0,0.0,0.0,1,"eham_107_primary_a,eham_107_primary_b","eham_107_primary_a,eham_107_primary_b,eham_107_pollutant_root,eham_107_repost_00,eham_107_repost_01,eham_107_repost_03,eham_107_repost_04,eham_107_repost_05",claim_first_citation_v1_1
eham_120,L5,L5_halluweb_generated_lore,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0002661,,,insufficient,insufficient,1.0,1.0,0.0,0.0,0.0,0.0,,,"eham_120_pollutant_root,eham_120_repost_00,eham_120_repost_01,eham_120_repost_02,eham_120_repost_03,eham_120_repost_04,eham_120_context_06,eham_120_context_07",claim_first_citation_v1_1
eham_120,L5,L5_halluweb_generated_lore,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0002868,,"eham_120_pollutant_root,eham_120_repost_00,eham_120_repost_01,eham_120_context_06,eham_120_context_07,eham_120_context_08,eham_120_context_09,eham_120_context_10",insufficient,insufficient,1.0,1.0,0.0,0.0,0.0,0.0,,,"eham_120_pollutant_root,eham_120_repost_00,eham_120_repost_01,eham_120_context_06,eham_120_context_07,eham_120_context_08,eham_120_context_09,eham_120_context_10",claim_first_citation_v1_1
eham_121,L5,L5_halluweb_generated_lore,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.00027225,,,insufficient,insufficient,1.0,1.0,0.0,0.0,0.0,0.0,,,"eham_121_pollutant_root,eham_121_repost_00,eham_121_repost_01,eham_121_repost_02,eham_121_repost_04,eham_121_repost_03,eham_121_context_06,eham_121_context_07",claim_first_citation_v1_1
eham_121,L5,L5_halluweb_generated_lore,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.00025815,,,insufficient,insufficient,1.0,1.0,0.0,0.0,0.0,0.0,,,"eham_121_pollutant_root,eham_121_repost_00,eham_121_repost_01,eham_121_context_06,eham_121_context_07,eham_121_context_08,eham_121_context_09,eham_121_context_10",claim_first_citation_v1_1
eham_122,L5,L5_halluweb_generated_lore,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0002679,,,insufficient,insufficient,1.0,1.0,0.0,0.0,0.0,0.0,,,"eham_122_pollutant_root,eham_122_repost_00,eham_122_repost_01,eham_122_repost_03,eham_122_repost_04,eham_122_repost_02,eham_122_context_06,eham_122_context_07",claim_first_citation_v1_1
eham_122,L5,L5_halluweb_generated_lore,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.00029085,,"eham_122_pollutant_root,eham_122_repost_00,eham_122_repost_01,eham_122_context_06,eham_122_context_07,eham_122_context_08,eham_122_context_09,eham_122_context_10",insufficient,insufficient,1.0,1.0,0.0,0.0,0.0,0.0,,,"eham_122_pollutant_root,eham_122_repost_00,eham_122_repost_01,eham_122_context_06,eham_122_context_07,eham_122_context_08,eham_122_context_09,eham_122_context_10",claim_first_citation_v1_1
eham_123,L5,L5_halluweb_generated_lore,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.00031605,,"eham_123_pollutant_root,eham_123_repost_00,eham_123_repost_01,eham_123_repost_02,eham_123_repost_03,eham_123_repost_04",insufficient,insufficient,1.0,1.0,0.0,0.0,0.0,0.0,,,"eham_123_pollutant_root,eham_123_repost_00,eham_123_repost_02,eham_123_repost_03,eham_123_repost_04,eham_123_repost_01,eham_123_context_06,eham_123_context_07",claim_first_citation_v1_1
eham_123,L5,L5_halluweb_generated_lore,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0002532,,,insufficient,insufficient,1.0,1.0,0.0,0.0,0.0,0.0,,,"eham_123_pollutant_root,eham_123_repost_00,eham_123_repost_02,eham_123_context_06,eham_123_context_07,eham_123_context_08,eham_123_context_09,eham_123_context_10",claim_first_citation_v1_1
eham_124,L5,L5_halluweb_generated_lore,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.00028875,,"eham_124_pollutant_root,eham_124_repost_01,eham_124_repost_02,eham_124_repost_00",insufficient,insufficient,1.0,1.0,0.0,0.0,0.0,0.0,,,"eham_124_pollutant_root,eham_124_repost_01,eham_124_repost_02,eham_124_repost_00,eham_124_context_04,eham_124_context_05,eham_124_context_06,eham_124_context_07",claim_first_citation_v1_1
eham_124,L5,L5_halluweb_generated_lore,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.00027,,"eham_124_pollutant_root,eham_124_repost_01,eham_124_repost_02",insufficient,insufficient,1.0,1.0,0.0,0.0,0.0,0.0,,,"eham_124_pollutant_root,eham_124_repost_01,eham_124_repost_02,eham_124_context_04,eham_124_context_05,eham_124_context_06,eham_124_context_07,eham_124_context_08",claim_first_citation_v1_1
eham_125,L5,L5_halluweb_generated_lore,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0002577,,,insufficient,insufficient,1.0,1.0,0.0,0.0,0.0,0.0,,,"eham_125_pollutant_root,eham_125_repost_00,eham_125_repost_01,eham_125_repost_02,eham_125_repost_03,eham_125_context_05,eham_125_context_06,eham_125_context_07",claim_first_citation_v1_1
eham_125,L5,L5_halluweb_generated_lore,openai/gpt-4o-mini,hygienic_combo_top8,hygienic_combo,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.00025275,,,insufficient,insufficient,1.0,1.0,0.0,0.0,0.0,0.0,,,"eham_125_pollutant_root,eham_125_repost_00,eham_125_repost_01,eham_125_context_05,eham_125_context_06,eham_125_context_07,eham_125_context_08,eham_125_context_09",claim_first_citation_v1_1
eham_126,L5,L5_halluweb_generated_lore,openai/gpt-4o-mini,primary_preserve_top8,primary_preserve,claim_first_citation_v1_1,api,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.00024915,,,insufficient,insufficient,1.0,1.0,0.0,0.0,0.0,0.0,,,"eham_126_pollutant_root,eham_126_repost_00,eham_126_repost_01,eham_126_repost_02,eham_126_context_04,eham_126_context_05,eham_126_context_06,eham_126_context_07",claim_first_citation_v1_1
