row_id,source_run,variant,task_id,base_task_id,view,model,family,condition,gold_verdict,predicted_verdict,parse_success,belief_correctness,operational_epistemic_escape,primary_failure_component,belief_correct_but_operational_failed,insufficient_verdict,supported_or_refuted_verdict,polluted_support_present,clean_support_present,all_support_polluted,support_mentions_primary_source,verification_action_present,verification_action_targets_primary,robustness_variant_row,generated_lore_selected,duplicate_root_count,support_doc_ids,selected_doc_ids,polluted_support_doc_ids,clean_support_doc_ids
184,pilot,,uncued_031_hidden,uncued_031,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,empty_support,1,0,1,0,0,0,0,1,1,0,0,0,,"uncued_031_d04,uncued_031_d02,uncued_031_d01",,
185,pilot,,uncued_028_hidden,uncued_028,neutral_metadata_hidden,gpt-5.5,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_028_d02,"uncued_028_d02,uncued_028_d04,uncued_028_d01",,uncued_028_d02
186,pilot,,uncued_007_hidden,uncued_007,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,clean,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_007_d04,uncued_007_d04,,uncued_007_d04
187,pilot,,uncued_024_visible,uncued_024,neutral_metadata_visible,gemini-3.1-pro-preview,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_024_d02,"uncued_024_d01,uncued_024_d02,uncued_024_d04",,uncued_024_d02
188,pilot,,uncued_029_visible,uncued_029,neutral_metadata_visible,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_029_d04,"uncued_029_d04,uncued_029_d02,uncued_029_d01",,uncued_029_d04
189,pilot,,uncued_032_visible,uncued_032,neutral_metadata_visible,claude-opus-4-7,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_032_d01,"uncued_032_d01,uncued_032_d04,uncued_032_d02",,uncued_032_d01
190,pilot,,uncued_032_hidden,uncued_032,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,false_consensus,refuted,insufficient,1.0,0.0,0.0,belief_incorrect,0,1,0,1,0,1,0,1,1,0,0,0,"uncued_032_d03,uncued_032_d04","uncued_032_d03,uncued_032_d04,uncued_032_d02","uncued_032_d03,uncued_032_d04",
191,pilot,,uncued_029_hidden,uncued_029,neutral_metadata_hidden,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_029_d02,"uncued_029_d02,uncued_029_d04,uncued_029_d03",,uncued_029_d02
192,pilot,,uncued_024_hidden,uncued_024,neutral_metadata_hidden,gemini-3.1-pro-preview,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_024_d01,"uncued_024_d01,uncued_024_d02,uncued_024_d04",,uncued_024_d01
193,pilot,,uncued_030_visible,uncued_030,neutral_metadata_visible,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_030_d03,"uncued_030_d03,uncued_030_d04,uncued_030_d01",,uncued_030_d03
194,pilot,,uncued_008_visible,uncued_008,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,clean,supported,supported,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_008_d02,uncued_008_d02,,uncued_008_d02
195,pilot,,uncued_033_visible,uncued_033,neutral_metadata_visible,claude-opus-4-7,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,dirty_support,1,0,1,1,0,1,0,1,1,0,0,0,"uncued_033_d02,uncued_033_d04","uncued_033_d01,uncued_033_d02,uncued_033_d04","uncued_033_d02,uncued_033_d04",
196,pilot,,uncued_025_visible,uncued_025,neutral_metadata_visible,gemini-3.1-pro-preview,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_025_d01,"uncued_025_d02,uncued_025_d01,uncued_025_d03",,uncued_025_d01
197,pilot,,uncued_030_hidden,uncued_030,neutral_metadata_hidden,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_030_d02,"uncued_030_d02,uncued_030_d03,uncued_030_d01",,uncued_030_d02
198,pilot,,uncued_033_hidden,uncued_033,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_033_d03,"uncued_033_d03,uncued_033_d04,uncued_033_d02",,uncued_033_d03
199,pilot,,uncued_025_hidden,uncued_025,neutral_metadata_hidden,gemini-3.1-pro-preview,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_025_d03,"uncued_025_d02,uncued_025_d04,uncued_025_d03",,uncued_025_d03
200,pilot,,uncued_031_visible,uncued_031,neutral_metadata_visible,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_031_d04,"uncued_031_d04,uncued_031_d03,uncued_031_d02",,uncued_031_d04
201,pilot,,uncued_026_visible,uncued_026,neutral_metadata_visible,gemini-3.1-pro-preview,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_026_d02,"uncued_026_d03,uncued_026_d02,uncued_026_d04",,uncued_026_d02
202,pilot,,uncued_034_visible,uncued_034,neutral_metadata_visible,claude-opus-4-7,active_verification,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_034_d03,"uncued_034_d03,uncued_034_d02,uncued_034_d04",,uncued_034_d03
203,pilot,,uncued_031_hidden,uncued_031,neutral_metadata_hidden,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_031_d04,"uncued_031_d04,uncued_031_d02,uncued_031_d01",,uncued_031_d04
204,pilot,,uncued_034_hidden,uncued_034,neutral_metadata_hidden,claude-opus-4-7,active_verification,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_034_d03,"uncued_034_d03,uncued_034_d02,uncued_034_d04",,uncued_034_d03
205,pilot,,uncued_008_hidden,uncued_008,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,clean,supported,insufficient,1.0,0.0,0.0,belief_incorrect,0,1,0,0,0,0,0,1,1,0,0,0,,uncued_008_d03,,
206,pilot,,uncued_026_hidden,uncued_026,neutral_metadata_hidden,gemini-3.1-pro-preview,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_026_d02,"uncued_026_d04,uncued_026_d02,uncued_026_d01",,uncued_026_d02
207,pilot,,uncued_032_visible,uncued_032,neutral_metadata_visible,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_032_d01,"uncued_032_d01,uncued_032_d04,uncued_032_d02",,uncued_032_d01
208,pilot,,uncued_035_visible,uncued_035,neutral_metadata_visible,claude-opus-4-7,active_verification,false_consensus,refuted,refuted,1.0,1.0,0.0,dirty_support,1,0,1,1,0,1,0,1,1,0,0,0,"uncued_035_d04,uncued_035_d03","uncued_035_d02,uncued_035_d03,uncued_035_d04","uncued_035_d03,uncued_035_d04",
209,pilot,,uncued_032_hidden,uncued_032,neutral_metadata_hidden,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_032_d02,"uncued_032_d02,uncued_032_d03,uncued_032_d04",,uncued_032_d02
210,pilot,,uncued_027_visible,uncued_027,neutral_metadata_visible,gemini-3.1-pro-preview,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_027_d04,"uncued_027_d04,uncued_027_d02,uncued_027_d01",,uncued_027_d04
211,pilot,,uncued_033_visible,uncued_033,neutral_metadata_visible,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_033_d01,"uncued_033_d01,uncued_033_d02,uncued_033_d04",,uncued_033_d01
212,pilot,,uncued_009_visible,uncued_009,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,clean,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_009_d03,uncued_009_d03,,uncued_009_d03
213,pilot,,uncued_035_hidden,uncued_035,neutral_metadata_hidden,claude-opus-4-7,active_verification,false_consensus,refuted,refuted,1.0,1.0,0.0,empty_support,1,0,1,0,0,0,0,1,1,0,0,0,,"uncued_035_d04,uncued_035_d03,uncued_035_d01",,
214,pilot,,uncued_033_hidden,uncued_033,neutral_metadata_hidden,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_033_d03,"uncued_033_d03,uncued_033_d04,uncued_033_d02",,uncued_033_d03
215,pilot,,uncued_027_hidden,uncued_027,neutral_metadata_hidden,gemini-3.1-pro-preview,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_027_d04,"uncued_027_d02,uncued_027_d04,uncued_027_d01",,uncued_027_d04
216,pilot,,uncued_034_visible,uncued_034,neutral_metadata_visible,gpt-5.5,active_verification,false_consensus,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_034_d03,"uncued_034_d03,uncued_034_d02,uncued_034_d04",,uncued_034_d03
217,pilot,,uncued_028_visible,uncued_028,neutral_metadata_visible,gemini-3.1-pro-preview,packet_judgment,false_consensus,refuted,insufficient,1.0,0.0,0.0,belief_incorrect,0,1,0,0,1,0,1,1,1,0,0,0,uncued_028_d01,"uncued_028_d03,uncued_028_d01,uncued_028_d02",,uncued_028_d01
218,pilot,,uncued_036_visible,uncued_036,neutral_metadata_visible,claude-opus-4-7,packet_judgment,buried_primary,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_036_d03,"uncued_036_d03,uncued_036_d01,uncued_036_d02",,uncued_036_d03
219,pilot,,uncued_034_hidden,uncued_034,neutral_metadata_hidden,gpt-5.5,active_verification,false_consensus,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_034_d03,"uncued_034_d03,uncued_034_d02,uncued_034_d04",,uncued_034_d03
220,pilot,,uncued_036_hidden,uncued_036,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,buried_primary,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_036_d04,"uncued_036_d04,uncued_036_d02,uncued_036_d03",,uncued_036_d04
221,pilot,,uncued_028_hidden,uncued_028,neutral_metadata_hidden,gemini-3.1-pro-preview,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_028_d02,"uncued_028_d02,uncued_028_d04,uncued_028_d01",,uncued_028_d02
222,pilot,,uncued_037_visible,uncued_037,neutral_metadata_visible,claude-opus-4-7,packet_judgment,buried_primary,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_037_d02,"uncued_037_d02,uncued_037_d01,uncued_037_d04",,uncued_037_d02
223,pilot,,uncued_035_visible,uncued_035,neutral_metadata_visible,gpt-5.5,active_verification,false_consensus,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_035_d02,"uncued_035_d02,uncued_035_d03,uncued_035_d04",,uncued_035_d02
224,pilot,,uncued_009_hidden,uncued_009,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,clean,refuted,refuted,1.0,1.0,0.0,empty_support,1,0,1,0,0,0,0,1,1,0,0,0,,uncued_009_d01,,
225,pilot,,uncued_029_visible,uncued_029,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,insufficient,1.0,0.0,0.0,belief_incorrect,0,1,0,1,0,1,0,1,1,0,0,0,"uncued_029_d02,uncued_029_d01","uncued_029_d02,uncued_029_d01,uncued_029_d04","uncued_029_d01,uncued_029_d02",
226,pilot,,uncued_037_hidden,uncued_037,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,buried_primary,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_037_d02,"uncued_037_d02,uncued_037_d01",,uncued_037_d02
227,pilot,,uncued_035_hidden,uncued_035,neutral_metadata_hidden,gpt-5.5,active_verification,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_035_d04,"uncued_035_d04,uncued_035_d03,uncued_035_d01",,uncued_035_d04
228,pilot,,uncued_029_hidden,uncued_029,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_029_d02,"uncued_029_d02,uncued_029_d04,uncued_029_d03",,uncued_029_d02
229,pilot,,uncued_038_visible,uncued_038,neutral_metadata_visible,claude-opus-4-7,packet_judgment,buried_primary,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_038_d04,"uncued_038_d04,uncued_038_d03,uncued_038_d01",,uncued_038_d04
230,pilot,,uncued_038_hidden,uncued_038,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,buried_primary,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_038_d03,"uncued_038_d03,uncued_038_d02,uncued_038_d01",,uncued_038_d03
231,pilot,,uncued_036_visible,uncued_036,neutral_metadata_visible,gpt-5.5,packet_judgment,buried_primary,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_036_d03,"uncued_036_d03,uncued_036_d01,uncued_036_d02",,uncued_036_d03
232,pilot,,uncued_010_visible,uncued_010,neutral_metadata_visible,deepseek-v4-pro,active_verification,clean,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_010_d01,uncued_010_d01,,uncued_010_d01
233,pilot,,uncued_036_hidden,uncued_036,neutral_metadata_hidden,gpt-5.5,packet_judgment,buried_primary,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_036_d04,"uncued_036_d04,uncued_036_d02,uncued_036_d03",,uncued_036_d04
234,pilot,,uncued_030_visible,uncued_030,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_030_d03,"uncued_030_d04,uncued_030_d01,uncued_030_d03",,uncued_030_d03
235,pilot,,uncued_039_visible,uncued_039,neutral_metadata_visible,claude-opus-4-7,packet_judgment,buried_primary,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,0,0,0,0,uncued_039_d02,"uncued_039_d02,uncued_039_d04,uncued_039_d03",,uncued_039_d02
236,pilot,,uncued_039_hidden,uncued_039,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,buried_primary,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_039_d03,"uncued_039_d03,uncued_039_d04,uncued_039_d01",,uncued_039_d03
237,pilot,,uncued_037_visible,uncued_037,neutral_metadata_visible,gpt-5.5,packet_judgment,buried_primary,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_037_d02,"uncued_037_d02,uncued_037_d01,uncued_037_d04",,uncued_037_d02
238,pilot,,uncued_040_visible,uncued_040,neutral_metadata_visible,claude-opus-4-7,packet_judgment,buried_primary,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_040_d02,"uncued_040_d02,uncued_040_d04",,uncued_040_d02
239,pilot,,uncued_030_hidden,uncued_030,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_030_d02,"uncued_030_d02,uncued_030_d03,uncued_030_d01",,uncued_030_d02
240,pilot,,uncued_037_hidden,uncued_037,neutral_metadata_hidden,gpt-5.5,packet_judgment,buried_primary,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_037_d02,"uncued_037_d02,uncued_037_d01,uncued_037_d03",,uncued_037_d02
241,pilot,,uncued_040_hidden,uncued_040,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,buried_primary,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_040_d04,"uncued_040_d04,uncued_040_d03,uncued_040_d01",,uncued_040_d04
242,pilot,,uncued_038_visible,uncued_038,neutral_metadata_visible,gpt-5.5,packet_judgment,buried_primary,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_038_d04,"uncued_038_d04,uncued_038_d03,uncued_038_d01",,uncued_038_d04
243,pilot,,uncued_010_hidden,uncued_010,neutral_metadata_hidden,deepseek-v4-pro,active_verification,clean,supported,supported,1.0,1.0,0.0,required_action_missing,1,0,1,0,1,0,1,1,1,0,0,0,uncued_010_d03,uncued_010_d03,,uncued_010_d03
244,pilot,,uncued_038_hidden,uncued_038,neutral_metadata_hidden,gpt-5.5,packet_judgment,buried_primary,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_038_d03,"uncued_038_d03,uncued_038_d02,uncued_038_d01",,uncued_038_d03
245,pilot,,uncued_031_visible,uncued_031,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_031_d04,"uncued_031_d03,uncued_031_d02,uncued_031_d04",,uncued_031_d04
246,pilot,,uncued_041_visible,uncued_041,neutral_metadata_visible,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_041_d02,"uncued_041_d02,uncued_041_d01,uncued_041_d03",,uncued_041_d02
247,pilot,,uncued_039_visible,uncued_039,neutral_metadata_visible,gpt-5.5,packet_judgment,buried_primary,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_039_d02,"uncued_039_d02,uncued_039_d04,uncued_039_d01",,uncued_039_d02
248,pilot,,uncued_031_hidden,uncued_031,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_031_d04,"uncued_031_d04,uncued_031_d02,uncued_031_d01",,uncued_031_d04
249,pilot,,uncued_041_hidden,uncued_041,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_041_d03,"uncued_041_d03,uncued_041_d04,uncued_041_d01",,uncued_041_d03
250,pilot,,uncued_042_visible,uncued_042,neutral_metadata_visible,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_042_d01,"uncued_042_d01,uncued_042_d03,uncued_042_d04",,uncued_042_d01
251,pilot,,uncued_039_hidden,uncued_039,neutral_metadata_hidden,gpt-5.5,packet_judgment,buried_primary,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_039_d03,"uncued_039_d03,uncued_039_d04,uncued_039_d01",,uncued_039_d03
252,pilot,,uncued_032_visible,uncued_032,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_032_d01,"uncued_032_d01,uncued_032_d04,uncued_032_d02",,uncued_032_d01
253,pilot,,uncued_042_hidden,uncued_042,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_042_d02,"uncued_042_d02,uncued_042_d03,uncued_042_d04",,uncued_042_d02
254,pilot,,uncued_040_visible,uncued_040,neutral_metadata_visible,gpt-5.5,packet_judgment,buried_primary,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_040_d02,"uncued_040_d02,uncued_040_d04",,uncued_040_d02
255,pilot,,uncued_011_visible,uncued_011,neutral_metadata_visible,deepseek-v4-pro,active_verification,clean,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,0,0,0,1,1,0,0,0,,uncued_011_d03,,
256,pilot,,uncued_040_hidden,uncued_040,neutral_metadata_hidden,gpt-5.5,packet_judgment,buried_primary,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,1,uncued_040_d04,"uncued_040_d04,uncued_040_d03,uncued_040_d01",,uncued_040_d04
257,pilot,,uncued_043_visible,uncued_043,neutral_metadata_visible,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_043_d03,"uncued_043_d03,uncued_043_d01,uncued_043_d02",,uncued_043_d03
258,pilot,,uncued_032_hidden,uncued_032,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_032_d02,"uncued_032_d02,uncued_032_d03,uncued_032_d04",,uncued_032_d02
259,pilot,,uncued_041_visible,uncued_041,neutral_metadata_visible,gpt-5.5,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_041_d02,"uncued_041_d02,uncued_041_d01,uncued_041_d03",,uncued_041_d02
260,pilot,,uncued_043_hidden,uncued_043,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_043_d01,"uncued_043_d01,uncued_043_d03,uncued_043_d02",,uncued_043_d01
261,pilot,,uncued_044_visible,uncued_044,neutral_metadata_visible,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_044_d04,"uncued_044_d04,uncued_044_d03,uncued_044_d02",,uncued_044_d04
262,pilot,,uncued_033_visible,uncued_033,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_033_d01,"uncued_033_d02,uncued_033_d04,uncued_033_d01",,uncued_033_d01
263,pilot,,uncued_044_hidden,uncued_044,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_044_d02,"uncued_044_d02,uncued_044_d03,uncued_044_d04",,uncued_044_d02
264,pilot,,uncued_041_hidden,uncued_041,neutral_metadata_hidden,gpt-5.5,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_041_d03,"uncued_041_d03,uncued_041_d04,uncued_041_d01",,uncued_041_d03
265,pilot,,uncued_045_visible,uncued_045,neutral_metadata_visible,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_045_d02,"uncued_045_d02,uncued_045_d01,uncued_045_d04",,uncued_045_d02
266,pilot,,uncued_042_visible,uncued_042,neutral_metadata_visible,gpt-5.5,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_042_d01,"uncued_042_d01,uncued_042_d03,uncued_042_d04",,uncued_042_d01
267,pilot,,uncued_033_hidden,uncued_033,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_033_d03,"uncued_033_d04,uncued_033_d03,uncued_033_d02",,uncued_033_d03
268,pilot,,uncued_045_hidden,uncued_045,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,0,0,0,1,uncued_045_d04,"uncued_045_d04,uncued_045_d03,uncued_045_d01",,uncued_045_d04
269,pilot,,uncued_011_hidden,uncued_011,neutral_metadata_hidden,deepseek-v4-pro,active_verification,clean,refuted,refuted,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_011_d03,uncued_011_d03,,uncued_011_d03
270,pilot,,uncued_042_hidden,uncued_042,neutral_metadata_hidden,gpt-5.5,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_042_d02,"uncued_042_d02,uncued_042_d03,uncued_042_d04",,uncued_042_d02
271,pilot,,uncued_034_visible,uncued_034,neutral_metadata_visible,gemini-3.1-pro-preview,active_verification,false_consensus,refuted,insufficient,1.0,0.0,0.0,belief_incorrect,0,1,0,0,1,0,1,1,1,0,0,0,uncued_034_d03,"uncued_034_d02,uncued_034_d03,uncued_034_d04",,uncued_034_d03
272,pilot,,uncued_046_visible,uncued_046,neutral_metadata_visible,claude-opus-4-7,active_verification,buried_primary,supported,supported,1.0,1.0,1.0,none,0,0,1,0,1,0,1,1,1,0,0,0,uncued_046_d03,"uncued_046_d03,uncued_046_d04,uncued_046_d02",,uncued_046_d03
273,pilot,,uncued_043_visible,uncued_043,neutral_metadata_visible,gpt-5.5,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,0,0,0,1,uncued_043_d03,"uncued_043_d03,uncued_043_d01,uncued_043_d02",,uncued_043_d03
