task_id,base_task_id,view,model,family,condition,gold_verdict,predicted_verdict,belief_correctness,operational_epistemic_escape,clean_support_contract,pollutant_rejection_contract,evidence_selection_contract,verification_contract,composite_evidence_hygiene_contract,final_verdict_correct,no_dirty_support,clean_support_recovered,pollutant_rejected_or_diagnosed,verification_path_executable,primary_source_action_or_cue,support_doc_ids,selected_doc_ids,rejected_doc_ids,polluted_support_doc_ids,clean_support_doc_ids
uncued_015_hidden,uncued_015,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,conflicting_evidence,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,1,1,1,uncued_015_d04,"uncued_015_d01,uncued_015_d04,uncued_015_d02",uncued_015_d01,uncued_015_d04,
uncued_012_visible,uncued_012,neutral_metadata_visible,gemini-3.1-pro-preview,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,0,0,0,1,0,0,0,0,1,1,1,uncued_012_d03,"uncued_012_d04,uncued_012_d03,uncued_012_d01",uncued_012_d04,uncued_012_d03,
uncued_015_visible,uncued_015,neutral_metadata_visible,gpt-5.5,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_015_d04,"uncued_015_d04,uncued_015_d01,uncued_015_d03","uncued_015_d01,uncued_015_d03",,uncued_015_d04
uncued_016_visible,uncued_016,neutral_metadata_visible,claude-opus-4-7,packet_judgment,conflicting_evidence,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,1,1,1,uncued_016_d04,"uncued_016_d03,uncued_016_d04","uncued_016_d01,uncued_016_d02",uncued_016_d04,
uncued_015_hidden,uncued_015,neutral_metadata_hidden,gpt-5.5,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,"uncued_015_d01,uncued_015_d02","uncued_015_d01,uncued_015_d04,uncued_015_d02","uncued_015_d04,uncued_015_d03",,uncued_015_d01
uncued_016_hidden,uncued_016,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_016_d02,"uncued_016_d02,uncued_016_d01",uncued_016_d01,,uncued_016_d02
uncued_012_hidden,uncued_012,neutral_metadata_hidden,gemini-3.1-pro-preview,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_012_d01,"uncued_012_d04,uncued_012_d01,uncued_012_d03",uncued_012_d04,,uncued_012_d01
uncued_016_visible,uncued_016,neutral_metadata_visible,gpt-5.5,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,"uncued_016_d03,uncued_016_d02","uncued_016_d03,uncued_016_d04,uncued_016_d02",uncued_016_d04,,uncued_016_d03
uncued_017_visible,uncued_017,neutral_metadata_visible,claude-opus-4-7,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,1,1,1,uncued_017_d03,"uncued_017_d04,uncued_017_d03","uncued_017_d01,uncued_017_d02",uncued_017_d03,
uncued_013_visible,uncued_013,neutral_metadata_visible,gemini-3.1-pro-preview,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_013_d04,"uncued_013_d04,uncued_013_d01,uncued_013_d02",uncued_013_d01,,uncued_013_d04
uncued_004_visible,uncued_004,neutral_metadata_visible,deepseek-v4-pro,packet_judgment,clean,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,0,1,1,"uncued_004_d01,uncued_004_d04","uncued_004_d01,uncued_004_d04","uncued_004_d03,uncued_004_d02",,uncued_004_d01
uncued_016_hidden,uncued_016,neutral_metadata_hidden,gpt-5.5,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_016_d02,"uncued_016_d02,uncued_016_d01,uncued_016_d04","uncued_016_d01,uncued_016_d04,uncued_016_d03",,uncued_016_d02
uncued_017_hidden,uncued_017,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,1,1,1,uncued_017_d02,"uncued_017_d01,uncued_017_d02",uncued_017_d01,uncued_017_d02,
uncued_013_hidden,uncued_013,neutral_metadata_hidden,gemini-3.1-pro-preview,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_013_d04,"uncued_013_d04,uncued_013_d03,uncued_013_d01",uncued_013_d03,,uncued_013_d04
uncued_017_visible,uncued_017,neutral_metadata_visible,gpt-5.5,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_017_d04,"uncued_017_d04,uncued_017_d03,uncued_017_d01","uncued_017_d03,uncued_017_d01,uncued_017_d02",,uncued_017_d04
uncued_018_visible,uncued_018,neutral_metadata_visible,claude-opus-4-7,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,1,1,1,uncued_018_d01,"uncued_018_d04,uncued_018_d01,uncued_018_d02","uncued_018_d03,uncued_018_d02",uncued_018_d01,
uncued_014_visible,uncued_014,neutral_metadata_visible,gemini-3.1-pro-preview,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_014_d03,"uncued_014_d01,uncued_014_d04,uncued_014_d03",uncued_014_d01,,uncued_014_d03
uncued_017_hidden,uncued_017,neutral_metadata_hidden,gpt-5.5,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,"uncued_017_d01,uncued_017_d04","uncued_017_d01,uncued_017_d02,uncued_017_d04","uncued_017_d02,uncued_017_d03",,uncued_017_d01
uncued_004_hidden,uncued_004,neutral_metadata_hidden,deepseek-v4-pro,packet_judgment,clean,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,0,1,1,uncued_004_d02,uncued_004_d02,"uncued_004_d04,uncued_004_d01,uncued_004_d03",,uncued_004_d02
uncued_018_visible,uncued_018,neutral_metadata_visible,gpt-5.5,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_018_d04,"uncued_018_d04,uncued_018_d01,uncued_018_d02","uncued_018_d01,uncued_018_d02,uncued_018_d03",,uncued_018_d04
uncued_014_hidden,uncued_014,neutral_metadata_hidden,gemini-3.1-pro-preview,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_014_d03,"uncued_014_d03,uncued_014_d02,uncued_014_d04",uncued_014_d02,,uncued_014_d03
uncued_018_hidden,uncued_018,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,1,1,1,uncued_018_d01,"uncued_018_d04,uncued_018_d01","uncued_018_d03,uncued_018_d02",uncued_018_d01,
uncued_015_visible,uncued_015,neutral_metadata_visible,gemini-3.1-pro-preview,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,0,0,0,1,0,0,0,0,1,1,1,uncued_015_d01,"uncued_015_d01,uncued_015_d04,uncued_015_d03","uncued_015_d04,uncued_015_d03",uncued_015_d01,
uncued_018_hidden,uncued_018,neutral_metadata_hidden,gpt-5.5,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_018_d04,"uncued_018_d04,uncued_018_d01,uncued_018_d02","uncued_018_d01,uncued_018_d02,uncued_018_d03",,uncued_018_d04
uncued_019_visible,uncued_019,neutral_metadata_visible,claude-opus-4-7,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,1,1,1,uncued_019_d01,"uncued_019_d04,uncued_019_d01,uncued_019_d02",uncued_019_d04,uncued_019_d01,
uncued_019_hidden,uncued_019,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_019_d02,"uncued_019_d02,uncued_019_d03",uncued_019_d03,,uncued_019_d02
uncued_005_visible,uncued_005,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,clean,refuted,insufficient,0.0,0.0,0,0,0,1,0,0,1,0,0,1,1,,uncued_005_d02,,,
uncued_019_visible,uncued_019,neutral_metadata_visible,gpt-5.5,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,"uncued_019_d04,uncued_019_d02","uncued_019_d04,uncued_019_d01,uncued_019_d02","uncued_019_d01,uncued_019_d03",,uncued_019_d04
uncued_015_hidden,uncued_015,neutral_metadata_hidden,gemini-3.1-pro-preview,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_015_d01,"uncued_015_d01,uncued_015_d04,uncued_015_d02",uncued_015_d04,,uncued_015_d01
uncued_020_visible,uncued_020,neutral_metadata_visible,claude-opus-4-7,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,1,1,1,uncued_020_d03,"uncued_020_d01,uncued_020_d03,uncued_020_d02",uncued_020_d01,uncued_020_d03,
uncued_020_hidden,uncued_020,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_020_d03,"uncued_020_d03,uncued_020_d01,uncued_020_d04",uncued_020_d01,,uncued_020_d03
uncued_019_hidden,uncued_019,neutral_metadata_hidden,gpt-5.5,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_019_d02,"uncued_019_d02,uncued_019_d03,uncued_019_d01","uncued_019_d03,uncued_019_d01,uncued_019_d04",,uncued_019_d02
uncued_016_visible,uncued_016,neutral_metadata_visible,gemini-3.1-pro-preview,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_016_d03,"uncued_016_d03,uncued_016_d04,uncued_016_d02",uncued_016_d04,,uncued_016_d03
uncued_021_visible,uncued_021,neutral_metadata_visible,claude-opus-4-7,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_021_d04,"uncued_021_d04,uncued_021_d01,uncued_021_d03",uncued_021_d01,,uncued_021_d04
uncued_020_visible,uncued_020,neutral_metadata_visible,gpt-5.5,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,"uncued_020_d01,uncued_020_d02","uncued_020_d01,uncued_020_d03,uncued_020_d02",uncued_020_d03,,uncued_020_d01
uncued_016_hidden,uncued_016,neutral_metadata_hidden,gemini-3.1-pro-preview,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,0,0,0,1,0,0,0,0,1,1,1,uncued_016_d01,"uncued_016_d01,uncued_016_d02",uncued_016_d02,uncued_016_d01,
uncued_021_hidden,uncued_021,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,0,0,0,1,0,1,1,0,1,1,1,,"uncued_021_d01,uncued_021_d02,uncued_021_d03",uncued_021_d02,,
uncued_020_hidden,uncued_020,neutral_metadata_hidden,gpt-5.5,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,"uncued_020_d03,uncued_020_d04","uncued_020_d03,uncued_020_d01,uncued_020_d04",uncued_020_d01,,uncued_020_d03
uncued_017_visible,uncued_017,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,0,0,0,1,0,0,0,0,1,1,1,uncued_017_d03,"uncued_017_d04,uncued_017_d03",uncued_017_d04,uncued_017_d03,
uncued_022_visible,uncued_022,neutral_metadata_visible,claude-opus-4-7,active_verification,conflicting_evidence,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,0,1,1,uncued_022_d03,"uncued_022_d04,uncued_022_d03","uncued_022_d04,uncued_022_d01,uncued_022_d02",uncued_022_d03,
uncued_022_hidden,uncued_022,neutral_metadata_hidden,claude-opus-4-7,active_verification,conflicting_evidence,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,1,1,1,uncued_022_d02,"uncued_022_d04,uncued_022_d02,uncued_022_d01",uncued_022_d04,uncued_022_d02,
uncued_021_visible,uncued_021,neutral_metadata_visible,gpt-5.5,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,"uncued_021_d04,uncued_021_d03","uncued_021_d04,uncued_021_d01,uncued_021_d03",uncued_021_d01,,uncued_021_d04
uncued_005_hidden,uncued_005,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,clean,refuted,insufficient,0.0,0.0,0,0,0,1,0,0,1,0,0,1,1,,uncued_005_d02,uncued_005_d02,,
uncued_017_hidden,uncued_017,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,"uncued_017_d01,uncued_017_d04","uncued_017_d01,uncued_017_d02,uncued_017_d04",uncued_017_d02,,uncued_017_d01
uncued_023_visible,uncued_023,neutral_metadata_visible,claude-opus-4-7,active_verification,conflicting_evidence,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,1,1,1,uncued_023_d01,"uncued_023_d02,uncued_023_d01","uncued_023_d03,uncued_023_d04",uncued_023_d01,
uncued_021_hidden,uncued_021,neutral_metadata_hidden,gpt-5.5,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_021_d01,"uncued_021_d01,uncued_021_d02,uncued_021_d03","uncued_021_d02,uncued_021_d03,uncued_021_d04",,uncued_021_d01
uncued_018_visible,uncued_018,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_018_d04,"uncued_018_d04,uncued_018_d01",uncued_018_d01,,uncued_018_d04
uncued_022_visible,uncued_022,neutral_metadata_visible,gpt-5.5,active_verification,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,1,1,1,1,1,1,1,uncued_022_d04,"uncued_022_d04,uncued_022_d03,uncued_022_d02","uncued_022_d03,uncued_022_d02,uncued_022_d01",,uncued_022_d04
uncued_022_hidden,uncued_022,neutral_metadata_hidden,gpt-5.5,active_verification,conflicting_evidence,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,"uncued_022_d04,uncued_022_d01","uncued_022_d04,uncued_022_d02,uncued_022_d01",uncued_022_d02,,uncued_022_d04
uncued_018_hidden,uncued_018,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_018_d04,"uncued_018_d04,uncued_018_d02,uncued_018_d01",uncued_018_d01,,uncued_018_d04
uncued_023_hidden,uncued_023,neutral_metadata_hidden,claude-opus-4-7,active_verification,conflicting_evidence,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,1,1,1,uncued_023_d03,"uncued_023_d02,uncued_023_d03",uncued_023_d02,uncued_023_d03,
uncued_023_visible,uncued_023,neutral_metadata_visible,gpt-5.5,active_verification,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,1,1,1,1,1,1,1,"uncued_023_d02,uncued_023_d04","uncued_023_d02,uncued_023_d01,uncued_023_d04",uncued_023_d01,,uncued_023_d02
uncued_024_visible,uncued_024,neutral_metadata_visible,claude-opus-4-7,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_024_d02,"uncued_024_d02,uncued_024_d01,uncued_024_d04","uncued_024_d01,uncued_024_d04",,uncued_024_d02
uncued_024_hidden,uncued_024,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,false_consensus,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,1,1,1,"uncued_024_d02,uncued_024_d04","uncued_024_d01,uncued_024_d02,uncued_024_d04","uncued_024_d02,uncued_024_d04","uncued_024_d02,uncued_024_d04",
uncued_019_visible,uncued_019,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_019_d04,"uncued_019_d04,uncued_019_d01,uncued_019_d02",uncued_019_d01,,uncued_019_d04
uncued_023_hidden,uncued_023,neutral_metadata_hidden,gpt-5.5,active_verification,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,1,1,1,1,1,1,1,"uncued_023_d02,uncued_023_d04","uncued_023_d02,uncued_023_d03,uncued_023_d04",uncued_023_d03,,uncued_023_d02
uncued_025_visible,uncued_025,neutral_metadata_visible,claude-opus-4-7,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_025_d01,"uncued_025_d01,uncued_025_d02,uncued_025_d03","uncued_025_d02,uncued_025_d03",,uncued_025_d01
uncued_025_hidden,uncued_025,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,false_consensus,refuted,insufficient,0.0,0.0,0,0,0,1,0,0,0,0,1,1,1,"uncued_025_d02,uncued_025_d04","uncued_025_d03,uncued_025_d04,uncued_025_d02",uncued_025_d03,"uncued_025_d02,uncued_025_d04",
uncued_024_visible,uncued_024,neutral_metadata_visible,gpt-5.5,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_024_d02,"uncued_024_d02,uncued_024_d01,uncued_024_d04","uncued_024_d01,uncued_024_d04,uncued_024_d03",,uncued_024_d02
uncued_006_visible,uncued_006,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,clean,supported,supported,1.0,0.0,1,0,0,0,0,1,1,1,0,1,0,uncued_006_d04,uncued_006_d04,"uncued_006_d03,uncued_006_d01,uncued_006_d02",,uncued_006_d04
uncued_019_hidden,uncued_019,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_019_d02,"uncued_019_d02,uncued_019_d03,uncued_019_d01",uncued_019_d03,,uncued_019_d02
uncued_026_visible,uncued_026,neutral_metadata_visible,claude-opus-4-7,packet_judgment,false_consensus,refuted,insufficient,0.0,0.0,0,0,0,1,0,0,0,0,1,1,1,"uncued_026_d03,uncued_026_d04","uncued_026_d03,uncued_026_d04,uncued_026_d02",uncued_026_d02,"uncued_026_d03,uncued_026_d04",
uncued_024_hidden,uncued_024,neutral_metadata_hidden,gpt-5.5,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_024_d01,"uncued_024_d01,uncued_024_d02,uncued_024_d04","uncued_024_d02,uncued_024_d04,uncued_024_d03",,uncued_024_d01
uncued_020_visible,uncued_020,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_020_d01,"uncued_020_d03,uncued_020_d01",uncued_020_d03,,uncued_020_d01
uncued_025_visible,uncued_025,neutral_metadata_visible,gpt-5.5,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_025_d01,"uncued_025_d01,uncued_025_d02,uncued_025_d03","uncued_025_d02,uncued_025_d03,uncued_025_d04",,uncued_025_d01
uncued_026_hidden,uncued_026,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_026_d02,"uncued_026_d02,uncued_026_d04,uncued_026_d01","uncued_026_d04,uncued_026_d01",,uncued_026_d02
uncued_020_hidden,uncued_020,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_020_d03,"uncued_020_d03,uncued_020_d01",uncued_020_d01,,uncued_020_d03
uncued_006_hidden,uncued_006,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,clean,supported,insufficient,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,,,"uncued_006_d02,uncued_006_d03,uncued_006_d01,uncued_006_d04",,
uncued_025_hidden,uncued_025,neutral_metadata_hidden,gpt-5.5,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_025_d03,"uncued_025_d03,uncued_025_d02,uncued_025_d04","uncued_025_d02,uncued_025_d04,uncued_025_d01",,uncued_025_d03
uncued_027_visible,uncued_027,neutral_metadata_visible,claude-opus-4-7,packet_judgment,false_consensus,refuted,insufficient,0.0,0.0,0,0,0,1,0,0,0,0,1,1,1,"uncued_027_d02,uncued_027_d01","uncued_027_d04,uncued_027_d02,uncued_027_d01",uncued_027_d04,"uncued_027_d01,uncued_027_d02",
uncued_021_visible,uncued_021,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,"uncued_021_d04,uncued_021_d03","uncued_021_d04,uncued_021_d01,uncued_021_d03",uncued_021_d01,,uncued_021_d04
uncued_026_visible,uncued_026,neutral_metadata_visible,gpt-5.5,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_026_d02,"uncued_026_d02,uncued_026_d03,uncued_026_d04","uncued_026_d03,uncued_026_d04",,uncued_026_d02
uncued_027_hidden,uncued_027,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,false_consensus,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,1,1,1,"uncued_027_d01,uncued_027_d02","uncued_027_d04,uncued_027_d01,uncued_027_d02","uncued_027_d01,uncued_027_d02","uncued_027_d01,uncued_027_d02",
uncued_028_visible,uncued_028,neutral_metadata_visible,claude-opus-4-7,packet_judgment,false_consensus,refuted,insufficient,0.0,0.0,0,0,0,1,0,0,0,0,1,1,1,"uncued_028_d03,uncued_028_d02","uncued_028_d03,uncued_028_d02,uncued_028_d01",uncued_028_d01,"uncued_028_d02,uncued_028_d03",
uncued_021_hidden,uncued_021,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_021_d01,"uncued_021_d02,uncued_021_d01",uncued_021_d02,,uncued_021_d01
uncued_026_hidden,uncued_026,neutral_metadata_hidden,gpt-5.5,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_026_d02,"uncued_026_d02,uncued_026_d04,uncued_026_d01","uncued_026_d04,uncued_026_d01,uncued_026_d03",,uncued_026_d02
uncued_028_hidden,uncued_028,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,false_consensus,refuted,insufficient,0.0,0.0,0,0,0,1,0,0,0,0,1,1,1,"uncued_028_d04,uncued_028_d01","uncued_028_d02,uncued_028_d04,uncued_028_d01",uncued_028_d02,"uncued_028_d01,uncued_028_d04",
uncued_007_visible,uncued_007,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,clean,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,0,1,1,uncued_007_d04,uncued_007_d04,"uncued_007_d03,uncued_007_d01,uncued_007_d02",,uncued_007_d04
uncued_022_visible,uncued_022,neutral_metadata_visible,gemini-3.1-pro-preview,active_verification,conflicting_evidence,refuted,insufficient,0.0,0.0,0,0,0,1,0,0,0,0,0,1,1,uncued_022_d03,"uncued_022_d04,uncued_022_d03",uncued_022_d04,uncued_022_d03,
uncued_029_visible,uncued_029,neutral_metadata_visible,claude-opus-4-7,evidence_selection,false_consensus,refuted,insufficient,0.0,0.0,0,0,0,1,0,0,0,0,1,1,1,"uncued_029_d02,uncued_029_d01","uncued_029_d02,uncued_029_d01,uncued_029_d04",uncued_029_d03,"uncued_029_d01,uncued_029_d02",
uncued_027_visible,uncued_027,neutral_metadata_visible,gpt-5.5,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_027_d04,"uncued_027_d04,uncued_027_d02,uncued_027_d01","uncued_027_d02,uncued_027_d01,uncued_027_d03",,uncued_027_d04
uncued_029_hidden,uncued_029,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,false_consensus,refuted,insufficient,0.0,0.0,0,0,0,1,0,0,0,0,1,1,1,"uncued_029_d03,uncued_029_d04","uncued_029_d02,uncued_029_d03,uncued_029_d04",uncued_029_d01,"uncued_029_d03,uncued_029_d04",
uncued_027_hidden,uncued_027,neutral_metadata_hidden,gpt-5.5,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_027_d04,"uncued_027_d04,uncued_027_d02,uncued_027_d01","uncued_027_d02,uncued_027_d01,uncued_027_d03",,uncued_027_d04
uncued_022_hidden,uncued_022,neutral_metadata_hidden,gemini-3.1-pro-preview,active_verification,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,1,1,1,1,1,1,1,uncued_022_d04,"uncued_022_d04,uncued_022_d01,uncued_022_d02",uncued_022_d02,,uncued_022_d04
uncued_030_visible,uncued_030,neutral_metadata_visible,claude-opus-4-7,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_030_d03,"uncued_030_d03,uncued_030_d04,uncued_030_d01","uncued_030_d04,uncued_030_d01",,uncued_030_d03
uncued_028_visible,uncued_028,neutral_metadata_visible,gpt-5.5,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_028_d01,"uncued_028_d01,uncued_028_d03,uncued_028_d02","uncued_028_d03,uncued_028_d02,uncued_028_d04",,uncued_028_d01
uncued_023_visible,uncued_023,neutral_metadata_visible,gemini-3.1-pro-preview,active_verification,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,1,1,1,1,1,1,1,"uncued_023_d02,uncued_023_d04","uncued_023_d01,uncued_023_d04,uncued_023_d02",uncued_023_d01,,uncued_023_d02
uncued_030_hidden,uncued_030,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,0,0,0,1,0,1,1,0,1,1,1,,"uncued_030_d02,uncued_030_d03,uncued_030_d01","uncued_030_d03,uncued_030_d01",,
uncued_031_visible,uncued_031,neutral_metadata_visible,claude-opus-4-7,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,1,1,1,"uncued_031_d03,uncued_031_d02","uncued_031_d04,uncued_031_d03,uncued_031_d02","uncued_031_d03,uncued_031_d02","uncued_031_d02,uncued_031_d03",
uncued_023_hidden,uncued_023,neutral_metadata_hidden,gemini-3.1-pro-preview,active_verification,conflicting_evidence,refuted,refuted,1.0,0.0,1,0,0,1,1,1,1,1,1,1,1,uncued_023_d02,"uncued_023_d04,uncued_023_d02,uncued_023_d03",uncued_023_d03,,uncued_023_d02
