task_id,base_task_id,view,model,family,condition,gold_verdict,predicted_verdict,belief_correctness,operational_epistemic_escape,support_doc_ids,polluted_support_doc_ids,selected_doc_ids,rejected_doc_ids,rejection_cue_present,explicit_polluted_rejection,primary_source_action_or_cue,target_candidate,strict_current_score,strict_current_status,prose_aware_rejected_score,prose_aware_rejected_status,action_aware_partial_score,action_aware_partial_status,classification
uncued_058_hidden,uncued_058,neutral_metadata_hidden,claude-opus-4-7,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_058_d04,uncued_058_d02","uncued_058_d02,uncued_058_d04","uncued_058_d04,uncued_058_d02,uncued_058_d01","uncued_058_d03,uncued_058_d01",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_059_visible,uncued_059,neutral_metadata_visible,claude-opus-4-7,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_059_d02,uncued_059_d04","uncued_059_d02,uncued_059_d04","uncued_059_d02,uncued_059_d04,uncued_059_d01","uncued_059_d01,uncued_059_d03",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_055_hidden,uncued_055,neutral_metadata_hidden,gpt-5.5,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,uncued_055_d02,uncued_055_d02,"uncued_055_d02,uncued_055_d01,uncued_055_d03","uncued_055_d01,uncued_055_d03,uncued_055_d04",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_059_hidden,uncued_059,neutral_metadata_hidden,claude-opus-4-7,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_059_d01,uncued_059_d04","uncued_059_d01,uncued_059_d04","uncued_059_d01,uncued_059_d04,uncued_059_d02",uncued_059_d04,1,1,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_016_visible,uncued_016,neutral_metadata_visible,deepseek-v4-pro,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,uncued_016_d04,uncued_016_d04,"uncued_016_d03,uncued_016_d04,uncued_016_d02","uncued_016_d03,uncued_016_d01,uncued_016_d02",0,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_056_hidden,uncued_056,neutral_metadata_hidden,gpt-5.5,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,uncued_056_d03,uncued_056_d03,"uncued_056_d03,uncued_056_d04,uncued_056_d02",uncued_056_d04,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_016_hidden,uncued_016,neutral_metadata_hidden,deepseek-v4-pro,packet_judgment,conflicting_evidence,refuted,insufficient,0.0,0.0,uncued_016_d01,uncued_016_d01,"uncued_016_d01,uncued_016_d02",uncued_016_d02,0,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_048_hidden,uncued_048,neutral_metadata_hidden,gemini-3.1-pro-preview,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,uncued_048_d02,uncued_048_d02,"uncued_048_d02,uncued_048_d01,uncued_048_d04",uncued_048_d01,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_057_visible,uncued_057,neutral_metadata_visible,gpt-5.5,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,uncued_057_d04,uncued_057_d04,"uncued_057_d04,uncued_057_d03,uncued_057_d02",uncued_057_d03,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_057_hidden,uncued_057,neutral_metadata_hidden,gpt-5.5,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,uncued_057_d01,uncued_057_d01,"uncued_057_d01,uncued_057_d04,uncued_057_d02",uncued_057_d04,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_049_visible,uncued_049,neutral_metadata_visible,gemini-3.1-pro-preview,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,uncued_049_d04,uncued_049_d04,"uncued_049_d04,uncued_049_d03,uncued_049_d02",uncued_049_d01,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_017_visible,uncued_017,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,uncued_017_d03,uncued_017_d03,"uncued_017_d04,uncued_017_d03,uncued_017_d01",uncued_017_d04,1,0,1,0,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_049_hidden,uncued_049,neutral_metadata_hidden,gemini-3.1-pro-preview,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,uncued_049_d02,uncued_049_d02,"uncued_049_d04,uncued_049_d02,uncued_049_d03",uncued_049_d01,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_058_hidden,uncued_058,neutral_metadata_hidden,gpt-5.5,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_058_d04,uncued_058_d03,uncued_058_d01",uncued_058_d04,"uncued_058_d04,uncued_058_d02,uncued_058_d03",uncued_058_d02,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_059_hidden,uncued_059,neutral_metadata_hidden,gpt-5.5,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,uncued_059_d01,uncued_059_d01,"uncued_059_d01,uncued_059_d04,uncued_059_d02",uncued_059_d04,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_017_hidden,uncued_017,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,"uncued_017_d02,uncued_017_d01",uncued_017_d02,"uncued_017_d02,uncued_017_d01","uncued_017_d04,uncued_017_d03",0,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_052_visible,uncued_052,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,uncued_052_d02,uncued_052_d02,"uncued_052_d02,uncued_052_d01,uncued_052_d04",uncued_052_d03,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_018_visible,uncued_018,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,uncued_018_d01,uncued_018_d01,"uncued_018_d01,uncued_018_d04","uncued_018_d04,uncued_018_d02,uncued_018_d03",1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_052_hidden,uncued_052,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,uncued_052_d03,uncued_052_d03,"uncued_052_d03,uncued_052_d04,uncued_052_d02",uncued_052_d04,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_018_hidden,uncued_018,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,uncued_018_d01,uncued_018_d01,"uncued_018_d04,uncued_018_d01,uncued_018_d02",uncued_018_d04,1,0,1,0,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_019_visible,uncued_019,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,uncued_019_d01,uncued_019_d01,"uncued_019_d01,uncued_019_d04","uncued_019_d04,uncued_019_d02,uncued_019_d03",0,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_019_hidden,uncued_019,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,uncued_019_d03,uncued_019_d03,"uncued_019_d02,uncued_019_d03,uncued_019_d01","uncued_019_d02,uncued_019_d01",1,0,1,0,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_056_visible,uncued_056,neutral_metadata_visible,gemini-3.1-pro-preview,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,uncued_056_d01,uncued_056_d01,"uncued_056_d04,uncued_056_d01,uncued_056_d03",uncued_056_d03,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_056_hidden,uncued_056,neutral_metadata_hidden,gemini-3.1-pro-preview,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_056_d03,uncued_056_d04","uncued_056_d03,uncued_056_d04","uncued_056_d03,uncued_056_d02,uncued_056_d04",,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_020_visible,uncued_020,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,conflicting_evidence,refuted,refuted,1.0,0.0,uncued_020_d03,uncued_020_d03,"uncued_020_d03,uncued_020_d01",uncued_020_d01,0,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_058_visible,uncued_058,neutral_metadata_visible,gemini-3.1-pro-preview,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_058_d01,uncued_058_d02","uncued_058_d01,uncued_058_d02","uncued_058_d01,uncued_058_d04,uncued_058_d02","uncued_058_d03,uncued_058_d04",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_020_hidden,uncued_020,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,uncued_020_d01,uncued_020_d01,"uncued_020_d01,uncued_020_d03,uncued_020_d04",uncued_020_d03,1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_059_hidden,uncued_059,neutral_metadata_hidden,gemini-3.1-pro-preview,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,uncued_059_d01,uncued_059_d01,"uncued_059_d01,uncued_059_d02,uncued_059_d04",uncued_059_d04,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_021_visible,uncued_021,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,uncued_021_d01,uncued_021_d01,"uncued_021_d04,uncued_021_d01","uncued_021_d04,uncued_021_d02,uncued_021_d03",0,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_021_hidden,uncued_021,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,conflicting_evidence,refuted,insufficient,0.0,0.0,uncued_021_d02,uncued_021_d02,"uncued_021_d02,uncued_021_d01,uncued_021_d03","uncued_021_d01,uncued_021_d04,uncued_021_d03",0,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_022_visible,uncued_022,neutral_metadata_visible,deepseek-v4-pro,active_verification,conflicting_evidence,refuted,insufficient,0.0,0.0,uncued_022_d03,uncued_022_d03,"uncued_022_d04,uncued_022_d03,uncued_022_d02",uncued_022_d04,1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_022_hidden,uncued_022,neutral_metadata_hidden,deepseek-v4-pro,active_verification,conflicting_evidence,refuted,refuted,1.0,0.0,uncued_022_d02,uncued_022_d02,"uncued_022_d04,uncued_022_d02,uncued_022_d01","uncued_022_d04,uncued_022_d01",1,0,1,0,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_023_visible,uncued_023,neutral_metadata_visible,deepseek-v4-pro,active_verification,conflicting_evidence,refuted,insufficient,0.0,0.0,uncued_023_d01,uncued_023_d01,"uncued_023_d01,uncued_023_d02,uncued_023_d04",uncued_023_d02,1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_023_hidden,uncued_023,neutral_metadata_hidden,deepseek-v4-pro,active_verification,conflicting_evidence,refuted,insufficient,0.0,0.0,uncued_023_d03,uncued_023_d03,"uncued_023_d02,uncued_023_d03,uncued_023_d04",uncued_023_d02,1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_024_hidden,uncued_024,neutral_metadata_hidden,deepseek-v4-pro,packet_judgment,false_consensus,refuted,refuted,1.0,0.0,"uncued_024_d02,uncued_024_d04","uncued_024_d02,uncued_024_d04","uncued_024_d01,uncued_024_d02,uncued_024_d04",uncued_024_d01,1,0,1,0,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_025_visible,uncued_025,neutral_metadata_visible,deepseek-v4-pro,packet_judgment,false_consensus,refuted,insufficient,0.0,0.0,"uncued_025_d03,uncued_025_d02","uncued_025_d02,uncued_025_d03","uncued_025_d01,uncued_025_d03,uncued_025_d02",uncued_025_d01,1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_026_visible,uncued_026,neutral_metadata_visible,deepseek-v4-pro,packet_judgment,false_consensus,refuted,refuted,1.0,0.0,"uncued_026_d03,uncued_026_d04","uncued_026_d03,uncued_026_d04","uncued_026_d03,uncued_026_d02,uncued_026_d04",uncued_026_d02,1,0,1,0,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_027_visible,uncued_027,neutral_metadata_visible,deepseek-v4-pro,packet_judgment,false_consensus,refuted,insufficient,0.0,0.0,"uncued_027_d02,uncued_027_d01","uncued_027_d01,uncued_027_d02","uncued_027_d04,uncued_027_d02,uncued_027_d01","uncued_027_d04,uncued_027_d03",1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_028_visible,uncued_028,neutral_metadata_visible,deepseek-v4-pro,packet_judgment,false_consensus,refuted,insufficient,0.0,0.0,"uncued_028_d03,uncued_028_d02","uncued_028_d02,uncued_028_d03","uncued_028_d03,uncued_028_d01,uncued_028_d02","uncued_028_d01,uncued_028_d04",1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_028_hidden,uncued_028,neutral_metadata_hidden,deepseek-v4-pro,packet_judgment,false_consensus,refuted,insufficient,0.0,0.0,"uncued_028_d04,uncued_028_d01","uncued_028_d01,uncued_028_d04","uncued_028_d02,uncued_028_d04,uncued_028_d01","uncued_028_d02,uncued_028_d03",1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_029_visible,uncued_029,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,false_consensus,refuted,insufficient,0.0,0.0,"uncued_029_d02,uncued_029_d01","uncued_029_d01,uncued_029_d02","uncued_029_d04,uncued_029_d02,uncued_029_d01",uncued_029_d04,1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_029_hidden,uncued_029,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,false_consensus,refuted,insufficient,0.0,0.0,"uncued_029_d04,uncued_029_d03","uncued_029_d03,uncued_029_d04","uncued_029_d04,uncued_029_d03,uncued_029_d02",uncued_029_d02,1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_030_visible,uncued_030,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,false_consensus,refuted,insufficient,0.0,0.0,"uncued_030_d04,uncued_030_d01","uncued_030_d01,uncued_030_d04","uncued_030_d03,uncued_030_d04,uncued_030_d01",uncued_030_d03,1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_030_hidden,uncued_030,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,false_consensus,refuted,insufficient,0.0,0.0,"uncued_030_d03,uncued_030_d01","uncued_030_d01,uncued_030_d03","uncued_030_d03,uncued_030_d01,uncued_030_d02",uncued_030_d02,1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_031_hidden,uncued_031,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,"uncued_031_d02,uncued_031_d01","uncued_031_d01,uncued_031_d02","uncued_031_d04,uncued_031_d02",uncued_031_d04,1,0,1,0,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_032_hidden,uncued_032,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,false_consensus,refuted,insufficient,0.0,0.0,"uncued_032_d03,uncued_032_d04","uncued_032_d03,uncued_032_d04","uncued_032_d02,uncued_032_d03,uncued_032_d04",uncued_032_d02,1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_033_hidden,uncued_033,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,false_consensus,refuted,insufficient,0.0,0.0,"uncued_033_d04,uncued_033_d02","uncued_033_d02,uncued_033_d04","uncued_033_d04,uncued_033_d03",uncued_033_d03,1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_034_visible,uncued_034,neutral_metadata_visible,deepseek-v4-pro,active_verification,false_consensus,refuted,insufficient,0.0,0.0,"uncued_034_d02,uncued_034_d04","uncued_034_d02,uncued_034_d04","uncued_034_d02,uncued_034_d03,uncued_034_d04","uncued_034_d03,uncued_034_d01",1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_034_hidden,uncued_034,neutral_metadata_hidden,deepseek-v4-pro,active_verification,false_consensus,refuted,insufficient,0.0,0.0,"uncued_034_d02,uncued_034_d04","uncued_034_d02,uncued_034_d04","uncued_034_d03,uncued_034_d02,uncued_034_d04",uncued_034_d03,1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_035_visible,uncued_035,neutral_metadata_visible,deepseek-v4-pro,active_verification,false_consensus,refuted,insufficient,0.0,0.0,"uncued_035_d03,uncued_035_d04","uncued_035_d03,uncued_035_d04","uncued_035_d03,uncued_035_d02,uncued_035_d04","uncued_035_d02,uncued_035_d01",1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_035_hidden,uncued_035,neutral_metadata_hidden,deepseek-v4-pro,active_verification,false_consensus,refuted,insufficient,0.0,0.0,"uncued_035_d03,uncued_035_d01","uncued_035_d01,uncued_035_d03","uncued_035_d03,uncued_035_d01,uncued_035_d04","uncued_035_d04,uncued_035_d02",1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_048_visible,uncued_048,neutral_metadata_visible,deepseek-v4-pro,packet_judgment,generated_lore,insufficient,refuted,0.0,0.0,"uncued_048_d04,uncued_048_d01","uncued_048_d01,uncued_048_d04","uncued_048_d02,uncued_048_d01,uncued_048_d03","uncued_048_d02,uncued_048_d03",1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_048_hidden,uncued_048,neutral_metadata_hidden,deepseek-v4-pro,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_048_d02,uncued_048_d01","uncued_048_d01,uncued_048_d02","uncued_048_d02,uncued_048_d04","uncued_048_d03,uncued_048_d04",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_049_visible,uncued_049,neutral_metadata_visible,deepseek-v4-pro,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_049_d04,uncued_049_d01","uncued_049_d01,uncued_049_d04","uncued_049_d04,uncued_049_d03,uncued_049_d02","uncued_049_d03,uncued_049_d02",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_049_hidden,uncued_049,neutral_metadata_hidden,deepseek-v4-pro,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_049_d02,uncued_049_d01","uncued_049_d01,uncued_049_d02","uncued_049_d04,uncued_049_d02,uncued_049_d03","uncued_049_d04,uncued_049_d03",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_050_visible,uncued_050,neutral_metadata_visible,deepseek-v4-pro,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_050_d02,uncued_050_d04","uncued_050_d02,uncued_050_d04","uncued_050_d04,uncued_050_d02,uncued_050_d01","uncued_050_d03,uncued_050_d01",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_050_hidden,uncued_050,neutral_metadata_hidden,deepseek-v4-pro,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_050_d02,uncued_050_d01","uncued_050_d01,uncued_050_d02","uncued_050_d02,uncued_050_d01,uncued_050_d04","uncued_050_d03,uncued_050_d04",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_051_visible,uncued_051,neutral_metadata_visible,deepseek-v4-pro,packet_judgment,generated_lore,insufficient,refuted,0.0,0.0,uncued_051_d01,uncued_051_d01,"uncued_051_d01,uncued_051_d02,uncued_051_d04","uncued_051_d02,uncued_051_d04",1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_051_hidden,uncued_051,neutral_metadata_hidden,deepseek-v4-pro,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_051_d04,uncued_051_d01","uncued_051_d01,uncued_051_d04","uncued_051_d04,uncued_051_d02,uncued_051_d03","uncued_051_d02,uncued_051_d03",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_052_visible,uncued_052,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_052_d02,uncued_052_d03","uncued_052_d02,uncued_052_d03","uncued_052_d02,uncued_052_d03,uncued_052_d04","uncued_052_d01,uncued_052_d04",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_052_hidden,uncued_052,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_052_d03,uncued_052_d04","uncued_052_d03,uncued_052_d04","uncued_052_d03,uncued_052_d02","uncued_052_d02,uncued_052_d01",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_053_visible,uncued_053,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_053_d04,uncued_053_d01","uncued_053_d01,uncued_053_d04","uncued_053_d04,uncued_053_d01,uncued_053_d02","uncued_053_d02,uncued_053_d03",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_053_hidden,uncued_053,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_053_d02,uncued_053_d03","uncued_053_d02,uncued_053_d03","uncued_053_d02,uncued_053_d03","uncued_053_d04,uncued_053_d01",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_054_visible,uncued_054,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_054_d03,uncued_054_d01,uncued_054_d02,uncued_054_d04","uncued_054_d03,uncued_054_d04","uncued_054_d04,uncued_054_d01,uncued_054_d02",,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_054_hidden,uncued_054,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_054_d02,uncued_054_d04","uncued_054_d02,uncued_054_d04","uncued_054_d02,uncued_054_d04,uncued_054_d01","uncued_054_d03,uncued_054_d01",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_055_visible,uncued_055,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,generated_lore,insufficient,refuted,0.0,0.0,"uncued_055_d03,uncued_055_d04","uncued_055_d03,uncued_055_d04","uncued_055_d03,uncued_055_d01,uncued_055_d04","uncued_055_d01,uncued_055_d02",1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_055_hidden,uncued_055,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_055_d02,uncued_055_d01","uncued_055_d01,uncued_055_d02","uncued_055_d02,uncued_055_d03,uncued_055_d04","uncued_055_d03,uncued_055_d04",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_056_visible,uncued_056,neutral_metadata_visible,deepseek-v4-pro,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,uncued_056_d01,uncued_056_d01,"uncued_056_d04,uncued_056_d01,uncued_056_d02","uncued_056_d04,uncued_056_d02,uncued_056_d03",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_056_hidden,uncued_056,neutral_metadata_hidden,deepseek-v4-pro,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_056_d03,uncued_056_d04","uncued_056_d03,uncued_056_d04","uncued_056_d03,uncued_056_d01,uncued_056_d02","uncued_056_d01,uncued_056_d02",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_057_visible,uncued_057,neutral_metadata_visible,deepseek-v4-pro,active_verification,generated_lore,insufficient,refuted,0.0,0.0,"uncued_057_d03,uncued_057_d04","uncued_057_d03,uncued_057_d04","uncued_057_d02,uncued_057_d04,uncued_057_d01","uncued_057_d02,uncued_057_d01",1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_057_hidden,uncued_057,neutral_metadata_hidden,deepseek-v4-pro,active_verification,generated_lore,insufficient,refuted,0.0,0.0,"uncued_057_d01,uncued_057_d04","uncued_057_d01,uncued_057_d04","uncued_057_d01,uncued_057_d02,uncued_057_d03","uncued_057_d02,uncued_057_d03",1,0,1,0,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_058_visible,uncued_058,neutral_metadata_visible,deepseek-v4-pro,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_058_d01,uncued_058_d02","uncued_058_d01,uncued_058_d02","uncued_058_d01,uncued_058_d03,uncued_058_d02",,0,0,1,1,0.0,fail,0.0,fail,0.0,fail,strict_true_failure
uncued_058_hidden,uncued_058,neutral_metadata_hidden,deepseek-v4-pro,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_058_d04,uncued_058_d02","uncued_058_d02,uncued_058_d04","uncued_058_d04,uncued_058_d03,uncued_058_d01","uncued_058_d03,uncued_058_d01",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_059_visible,uncued_059,neutral_metadata_visible,deepseek-v4-pro,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_059_d02,uncued_059_d04","uncued_059_d02,uncued_059_d04","uncued_059_d02,uncued_059_d04,uncued_059_d01","uncued_059_d01,uncued_059_d03",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
uncued_059_hidden,uncued_059,neutral_metadata_hidden,deepseek-v4-pro,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_059_d01,uncued_059_d04","uncued_059_d01,uncued_059_d04","uncued_059_d01,uncued_059_d04,uncued_059_d02","uncued_059_d03,uncued_059_d02",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact
