row_id,source_run,variant,task_id,base_task_id,view,model,family,condition,gold_verdict,predicted_verdict,parse_success,belief_correctness,operational_epistemic_escape,primary_failure_component,belief_correct_but_operational_failed,insufficient_verdict,supported_or_refuted_verdict,polluted_support_present,clean_support_present,all_support_polluted,support_mentions_primary_source,verification_action_present,verification_action_targets_primary,robustness_variant_row,generated_lore_selected,duplicate_root_count,support_doc_ids,selected_doc_ids,polluted_support_doc_ids,clean_support_doc_ids
224,pilot,,uncued_009_hidden,uncued_009,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,clean,refuted,refuted,1.0,1.0,0.0,empty_support,1,0,1,0,0,0,0,1,1,0,0,0,,uncued_009_d01,,
227,pilot,,uncued_035_hidden,uncued_035,neutral_metadata_hidden,gpt-5.5,active_verification,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_035_d04,"uncued_035_d04,uncued_035_d03,uncued_035_d01",,uncued_035_d04
228,pilot,,uncued_029_hidden,uncued_029,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_029_d02,"uncued_029_d02,uncued_029_d04,uncued_029_d03",,uncued_029_d02
234,pilot,,uncued_030_visible,uncued_030,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_030_d03,"uncued_030_d04,uncued_030_d01,uncued_030_d03",,uncued_030_d03
239,pilot,,uncued_030_hidden,uncued_030,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_030_d02,"uncued_030_d02,uncued_030_d03,uncued_030_d01",,uncued_030_d02
243,pilot,,uncued_010_hidden,uncued_010,neutral_metadata_hidden,deepseek-v4-pro,active_verification,clean,supported,supported,1.0,1.0,0.0,required_action_missing,1,0,1,0,1,0,1,1,1,0,0,0,uncued_010_d03,uncued_010_d03,,uncued_010_d03
245,pilot,,uncued_031_visible,uncued_031,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_031_d04,"uncued_031_d03,uncued_031_d02,uncued_031_d04",,uncued_031_d04
246,pilot,,uncued_041_visible,uncued_041,neutral_metadata_visible,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_041_d02,"uncued_041_d02,uncued_041_d01,uncued_041_d03",,uncued_041_d02
248,pilot,,uncued_031_hidden,uncued_031,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_031_d04,"uncued_031_d04,uncued_031_d02,uncued_031_d01",,uncued_031_d04
249,pilot,,uncued_041_hidden,uncued_041,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_041_d03,"uncued_041_d03,uncued_041_d04,uncued_041_d01",,uncued_041_d03
250,pilot,,uncued_042_visible,uncued_042,neutral_metadata_visible,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_042_d01,"uncued_042_d01,uncued_042_d03,uncued_042_d04",,uncued_042_d01
252,pilot,,uncued_032_visible,uncued_032,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_032_d01,"uncued_032_d01,uncued_032_d04,uncued_032_d02",,uncued_032_d01
253,pilot,,uncued_042_hidden,uncued_042,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_042_d02,"uncued_042_d02,uncued_042_d03,uncued_042_d04",,uncued_042_d02
257,pilot,,uncued_043_visible,uncued_043,neutral_metadata_visible,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_043_d03,"uncued_043_d03,uncued_043_d01,uncued_043_d02",,uncued_043_d03
258,pilot,,uncued_032_hidden,uncued_032,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_032_d02,"uncued_032_d02,uncued_032_d03,uncued_032_d04",,uncued_032_d02
259,pilot,,uncued_041_visible,uncued_041,neutral_metadata_visible,gpt-5.5,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_041_d02,"uncued_041_d02,uncued_041_d01,uncued_041_d03",,uncued_041_d02
260,pilot,,uncued_043_hidden,uncued_043,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_043_d01,"uncued_043_d01,uncued_043_d03,uncued_043_d02",,uncued_043_d01
261,pilot,,uncued_044_visible,uncued_044,neutral_metadata_visible,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_044_d04,"uncued_044_d04,uncued_044_d03,uncued_044_d02",,uncued_044_d04
262,pilot,,uncued_033_visible,uncued_033,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_033_d01,"uncued_033_d02,uncued_033_d04,uncued_033_d01",,uncued_033_d01
263,pilot,,uncued_044_hidden,uncued_044,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_044_d02,"uncued_044_d02,uncued_044_d03,uncued_044_d04",,uncued_044_d02
264,pilot,,uncued_041_hidden,uncued_041,neutral_metadata_hidden,gpt-5.5,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_041_d03,"uncued_041_d03,uncued_041_d04,uncued_041_d01",,uncued_041_d03
265,pilot,,uncued_045_visible,uncued_045,neutral_metadata_visible,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_045_d02,"uncued_045_d02,uncued_045_d01,uncued_045_d04",,uncued_045_d02
266,pilot,,uncued_042_visible,uncued_042,neutral_metadata_visible,gpt-5.5,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_042_d01,"uncued_042_d01,uncued_042_d03,uncued_042_d04",,uncued_042_d01
267,pilot,,uncued_033_hidden,uncued_033,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_033_d03,"uncued_033_d04,uncued_033_d03,uncued_033_d02",,uncued_033_d03
268,pilot,,uncued_045_hidden,uncued_045,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,0,0,0,1,uncued_045_d04,"uncued_045_d04,uncued_045_d03,uncued_045_d01",,uncued_045_d04
270,pilot,,uncued_042_hidden,uncued_042,neutral_metadata_hidden,gpt-5.5,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_042_d02,"uncued_042_d02,uncued_042_d03,uncued_042_d04",,uncued_042_d02
273,pilot,,uncued_043_visible,uncued_043,neutral_metadata_visible,gpt-5.5,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,0,0,0,1,uncued_043_d03,"uncued_043_d03,uncued_043_d01,uncued_043_d02",,uncued_043_d03
274,pilot,,uncued_034_hidden,uncued_034,neutral_metadata_hidden,gemini-3.1-pro-preview,active_verification,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_034_d03,"uncued_034_d03,uncued_034_d02,uncued_034_d04",,uncued_034_d03
276,pilot,,uncued_043_hidden,uncued_043,neutral_metadata_hidden,gpt-5.5,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_043_d01,"uncued_043_d01,uncued_043_d03,uncued_043_d02",,uncued_043_d01
278,pilot,,uncued_046_hidden,uncued_046,neutral_metadata_hidden,claude-opus-4-7,active_verification,buried_primary,supported,supported,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,1,uncued_046_d01,"uncued_046_d01,uncued_046_d04,uncued_046_d02",,uncued_046_d01
279,pilot,,uncued_044_visible,uncued_044,neutral_metadata_visible,gpt-5.5,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_044_d04,"uncued_044_d04,uncued_044_d03,uncued_044_d01",,uncued_044_d04
281,pilot,,uncued_035_hidden,uncued_035,neutral_metadata_hidden,gemini-3.1-pro-preview,active_verification,false_consensus,refuted,refuted,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_035_d04,"uncued_035_d04,uncued_035_d03,uncued_035_d01",,uncued_035_d04
282,pilot,,uncued_044_hidden,uncued_044,neutral_metadata_hidden,gpt-5.5,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_044_d02,"uncued_044_d02,uncued_044_d03,uncued_044_d04",,uncued_044_d02
284,pilot,,uncued_045_visible,uncued_045,neutral_metadata_visible,gpt-5.5,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_045_d02,"uncued_045_d02,uncued_045_d01,uncued_045_d04",,uncued_045_d02
285,pilot,,uncued_012_hidden,uncued_012,neutral_metadata_hidden,deepseek-v4-pro,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,dirty_support,1,0,1,1,0,1,0,1,0,0,0,0,uncued_012_d04,"uncued_012_d04,uncued_012_d01",uncued_012_d04,
288,pilot,,uncued_045_hidden,uncued_045,neutral_metadata_hidden,gpt-5.5,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,duplicate_or_same_root_failure,1,0,1,0,1,0,1,1,1,0,0,1,uncued_045_d04,"uncued_045_d04,uncued_045_d03,uncued_045_d01",,uncued_045_d04
290,pilot,,uncued_046_visible,uncued_046,neutral_metadata_visible,gpt-5.5,active_verification,buried_primary,supported,supported,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,0,0,0,1,uncued_046_d03,"uncued_046_d03,uncued_046_d04,uncued_046_d01",,uncued_046_d03
291,pilot,,uncued_048_visible,uncued_048,neutral_metadata_visible,claude-opus-4-7,packet_judgment,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,"uncued_048_d01,uncued_048_d04","uncued_048_d04,uncued_048_d01,uncued_048_d03","uncued_048_d01,uncued_048_d04",
293,pilot,,uncued_048_hidden,uncued_048,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,"uncued_048_d02,uncued_048_d01","uncued_048_d02,uncued_048_d01,uncued_048_d04","uncued_048_d01,uncued_048_d02",
296,pilot,,uncued_049_visible,uncued_049,neutral_metadata_visible,claude-opus-4-7,packet_judgment,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,"uncued_049_d04,uncued_049_d01","uncued_049_d04,uncued_049_d01,uncued_049_d02","uncued_049_d01,uncued_049_d04",
297,pilot,,uncued_049_hidden,uncued_049,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,"uncued_049_d02,uncued_049_d01","uncued_049_d02,uncued_049_d01,uncued_049_d03","uncued_049_d01,uncued_049_d02",
299,pilot,,uncued_047_visible,uncued_047,neutral_metadata_visible,gpt-5.5,active_verification,buried_primary,supported,supported,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,0,0,0,1,uncued_047_d02,"uncued_047_d02,uncued_047_d04,uncued_047_d01",,uncued_047_d02
300,pilot,,uncued_050_visible,uncued_050,neutral_metadata_visible,claude-opus-4-7,packet_judgment,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,"uncued_050_d04,uncued_050_d02","uncued_050_d04,uncued_050_d02,uncued_050_d01","uncued_050_d02,uncued_050_d04",
301,pilot,,uncued_050_hidden,uncued_050,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,"uncued_050_d02,uncued_050_d01","uncued_050_d02,uncued_050_d01,uncued_050_d04","uncued_050_d01,uncued_050_d02",
304,pilot,,uncued_051_visible,uncued_051,neutral_metadata_visible,claude-opus-4-7,packet_judgment,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,"uncued_051_d01,uncued_051_d03","uncued_051_d01,uncued_051_d03,uncued_051_d02","uncued_051_d01,uncued_051_d03",
306,pilot,,uncued_048_visible,uncued_048,neutral_metadata_visible,gpt-5.5,packet_judgment,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,uncued_048_d01,"uncued_048_d01,uncued_048_d04,uncued_048_d03",uncued_048_d01,
308,pilot,,uncued_051_hidden,uncued_051,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,"uncued_051_d04,uncued_051_d01","uncued_051_d04,uncued_051_d01,uncued_051_d02","uncued_051_d01,uncued_051_d04",
309,pilot,,uncued_048_hidden,uncued_048,neutral_metadata_hidden,gpt-5.5,packet_judgment,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,uncued_048_d02,"uncued_048_d02,uncued_048_d01,uncued_048_d04",uncued_048_d02,
310,pilot,,uncued_052_visible,uncued_052,neutral_metadata_visible,claude-opus-4-7,evidence_selection,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,"uncued_052_d02,uncued_052_d03","uncued_052_d02,uncued_052_d03,uncued_052_d01","uncued_052_d02,uncued_052_d03",
312,pilot,,uncued_052_hidden,uncued_052,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,"uncued_052_d03,uncued_052_d04","uncued_052_d03,uncued_052_d04","uncued_052_d03,uncued_052_d04",
313,pilot,,uncued_049_visible,uncued_049,neutral_metadata_visible,gpt-5.5,packet_judgment,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,0,0,1,1,0,1,1,"uncued_049_d04,uncued_049_d02,uncued_049_d03","uncued_049_d04,uncued_049_d01,uncued_049_d02",uncued_049_d04,
314,pilot,,uncued_053_visible,uncued_053,neutral_metadata_visible,claude-opus-4-7,evidence_selection,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,"uncued_053_d04,uncued_053_d01","uncued_053_d04,uncued_053_d01,uncued_053_d03","uncued_053_d01,uncued_053_d04",
317,pilot,,uncued_049_hidden,uncued_049,neutral_metadata_hidden,gpt-5.5,packet_judgment,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,0,uncued_049_d02,"uncued_049_d02,uncued_049_d04,uncued_049_d03",uncued_049_d02,
318,pilot,,uncued_053_hidden,uncued_053,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,uncued_053_d03,"uncued_053_d03,uncued_053_d02,uncued_053_d01",uncued_053_d03,
320,pilot,,uncued_054_visible,uncued_054,neutral_metadata_visible,claude-opus-4-7,evidence_selection,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,"uncued_054_d04,uncued_054_d03","uncued_054_d04,uncued_054_d03,uncued_054_d01","uncued_054_d03,uncued_054_d04",
322,pilot,,uncued_041_visible,uncued_041,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_041_d02,"uncued_041_d02,uncued_041_d01",,uncued_041_d02
323,pilot,,uncued_054_hidden,uncued_054,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,"uncued_054_d02,uncued_054_d04","uncued_054_d02,uncued_054_d04","uncued_054_d02,uncued_054_d04",
325,pilot,,uncued_050_hidden,uncued_050,neutral_metadata_hidden,gpt-5.5,packet_judgment,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,uncued_050_d02,"uncued_050_d02,uncued_050_d01,uncued_050_d04",uncued_050_d02,
326,pilot,,uncued_055_visible,uncued_055,neutral_metadata_visible,claude-opus-4-7,evidence_selection,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,"uncued_055_d03,uncued_055_d04","uncued_055_d03,uncued_055_d04,uncued_055_d01","uncued_055_d03,uncued_055_d04",
327,pilot,,uncued_041_hidden,uncued_041,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_041_d03,uncued_041_d03,,uncued_041_d03
328,pilot,,uncued_055_hidden,uncued_055,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,"uncued_055_d02,uncued_055_d01","uncued_055_d02,uncued_055_d01,uncued_055_d03","uncued_055_d01,uncued_055_d02",
329,pilot,,uncued_051_visible,uncued_051,neutral_metadata_visible,gpt-5.5,packet_judgment,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,0,0,1,1,0,1,1,"uncued_051_d01,uncued_051_d02,uncued_051_d04","uncued_051_d01,uncued_051_d03,uncued_051_d04",uncued_051_d01,
330,pilot,,uncued_042_visible,uncued_042,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_042_d01,"uncued_042_d01,uncued_042_d03",,uncued_042_d01
331,pilot,,uncued_056_visible,uncued_056,neutral_metadata_visible,claude-opus-4-7,active_verification,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,"uncued_056_d01,uncued_056_d03","uncued_056_d01,uncued_056_d02,uncued_056_d03","uncued_056_d01,uncued_056_d03",
332,pilot,,uncued_051_hidden,uncued_051,neutral_metadata_hidden,gpt-5.5,packet_judgment,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,0,0,1,1,0,1,1,"uncued_051_d04,uncued_051_d03,uncued_051_d02","uncued_051_d04,uncued_051_d01,uncued_051_d03",uncued_051_d04,
333,pilot,,uncued_042_hidden,uncued_042,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_042_d02,"uncued_042_d02,uncued_042_d03",,uncued_042_d02
334,pilot,,uncued_056_hidden,uncued_056,neutral_metadata_hidden,claude-opus-4-7,active_verification,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,"uncued_056_d03,uncued_056_d04","uncued_056_d03,uncued_056_d04,uncued_056_d02","uncued_056_d03,uncued_056_d04",
335,pilot,,uncued_043_visible,uncued_043,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_043_d03,"uncued_043_d03,uncued_043_d01",,uncued_043_d03
336,pilot,,uncued_052_visible,uncued_052,neutral_metadata_visible,gpt-5.5,evidence_selection,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,uncued_052_d02,"uncued_052_d02,uncued_052_d03,uncued_052_d01",uncued_052_d02,
337,pilot,,uncued_057_visible,uncued_057,neutral_metadata_visible,claude-opus-4-7,active_verification,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,"uncued_057_d04,uncued_057_d03","uncued_057_d04,uncued_057_d03,uncued_057_d02","uncued_057_d03,uncued_057_d04",
338,pilot,,uncued_043_hidden,uncued_043,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_043_d01,"uncued_043_d01,uncued_043_d03",,uncued_043_d01
339,pilot,,uncued_015_visible,uncued_015,neutral_metadata_visible,deepseek-v4-pro,packet_judgment,conflicting_evidence,refuted,refuted,1.0,1.0,0.0,dirty_support,1,0,1,1,0,1,0,1,1,0,0,0,uncued_015_d01,"uncued_015_d04,uncued_015_d01",uncued_015_d01,
340,pilot,,uncued_052_hidden,uncued_052,neutral_metadata_hidden,gpt-5.5,evidence_selection,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,uncued_052_d03,"uncued_052_d03,uncued_052_d04,uncued_052_d01",uncued_052_d03,
341,pilot,,uncued_044_visible,uncued_044,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_044_d04,"uncued_044_d04,uncued_044_d03",,uncued_044_d04
342,pilot,,uncued_053_visible,uncued_053,neutral_metadata_visible,gpt-5.5,evidence_selection,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,uncued_053_d04,"uncued_053_d04,uncued_053_d01,uncued_053_d03",uncued_053_d04,
343,pilot,,uncued_044_hidden,uncued_044,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_044_d02,"uncued_044_d02,uncued_044_d03",,uncued_044_d02
344,pilot,,uncued_057_hidden,uncued_057,neutral_metadata_hidden,claude-opus-4-7,active_verification,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,"uncued_057_d01,uncued_057_d04","uncued_057_d01,uncued_057_d04,uncued_057_d02","uncued_057_d01,uncued_057_d04",
345,pilot,,uncued_058_visible,uncued_058,neutral_metadata_visible,claude-opus-4-7,active_verification,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,"uncued_058_d01,uncued_058_d02","uncued_058_d01,uncued_058_d02,uncued_058_d04","uncued_058_d01,uncued_058_d02",
346,pilot,,uncued_053_hidden,uncued_053,neutral_metadata_hidden,gpt-5.5,evidence_selection,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,uncued_053_d03,"uncued_053_d03,uncued_053_d02,uncued_053_d01",uncued_053_d03,
347,pilot,,uncued_045_visible,uncued_045,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_045_d02,"uncued_045_d02,uncued_045_d01",,uncued_045_d02
348,pilot,,uncued_054_visible,uncued_054,neutral_metadata_visible,gpt-5.5,evidence_selection,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,uncued_054_d04,"uncued_054_d04,uncued_054_d03,uncued_054_d01",uncued_054_d04,
349,pilot,,uncued_045_hidden,uncued_045,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,buried_primary,supported,supported,1.0,1.0,0.0,evidence_value_below_threshold,1,0,1,0,1,0,1,1,1,0,0,0,uncued_045_d04,"uncued_045_d04,uncued_045_d03",,uncued_045_d04
350,pilot,,uncued_054_hidden,uncued_054,neutral_metadata_hidden,gpt-5.5,evidence_selection,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,uncued_054_d02,"uncued_054_d02,uncued_054_d04,uncued_054_d01",uncued_054_d02,
352,pilot,,uncued_055_visible,uncued_055,neutral_metadata_visible,gpt-5.5,evidence_selection,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,uncued_055_d03,"uncued_055_d03,uncued_055_d04,uncued_055_d01",uncued_055_d03,
354,pilot,,uncued_058_hidden,uncued_058,neutral_metadata_hidden,claude-opus-4-7,active_verification,generated_lore,insufficient,insufficient,1.0,1.0,0.0,generated_lore_selected,1,1,0,1,0,1,0,1,1,0,1,1,"uncued_058_d04,uncued_058_d02","uncued_058_d04,uncued_058_d02,uncued_058_d01","uncued_058_d02,uncued_058_d04",
