row_index,audit_status,model,task_id,condition,prompt_condition,semantically_useful_action,machine_executable_action,exact_target_present,required_action_type_present,contradiction_search_needed,primary_search_needed,trace_source_needed,scorer_too_strict,auditor_notes,question,model_actions,auto_action_gate_pass,auto_missing_primary_action,auto_missing_contradiction_action,auto_missing_trace_source_action,gold_verdict,primary_doc_ids,contradiction_doc_ids,contaminant_doc_ids,generated_doc_ids,stale_doc_ids,documents
23,needs_human_label,claude-opus-4-7,ert_089,false_consensus,epistemic_hygiene_instruction,,,,,1.0,1.0,0.0,,,Did Novalis Robotics reduce its 2024 recall rate below two percent?,"trace_source target=doc_003: All secondary documents trace back to doc_003, which cites only secondary summaries with no primary records. Tracing confirms pseudo-consensus. | search_primary target=doc_004: Audit report with signed reviewer and raw logs is the strongest primary record and directly contradicts the repeated claim.",1.0,0.0,0.0,0.0,refuted,doc_004,doc_004,"doc_003, doc_006, doc_005, doc_001, doc_002, doc_008, doc_007",,,"doc_003 [contaminant; supplier_whitepaper; 2024-11-03] Authoritative-looking summary claiming 1.7% recall rate -- Authoritative-looking summary Novalis cut the 2024 recall rate below two percent. This source repeats the wording of the question: Did Novalis Robotics reduce its 2024 recall rate below two percent? It presents the result as settled and cites secondary summ... || doc_006 [contaminant; supplier_whitepaper; 2024-11-04] Secondary coverage 1: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_005 [contaminant; wiki_style_summary; 2024-11-05] Secondary coverage 2: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [contaminant; press_release; 2024-11-06] Secondary coverage 3: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [contaminant; executive_memo; 2024-11-07] Secondary coverage 4: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; industry_digest; 2024-11-08] Secondary coverage 5: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_007 [contaminant; supplier_whitepaper; 2024-11-09] Secondary coverage 6: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_004 [primary; audit_report; 2025-01-15] Novalis Robotics record for 2024-Q4 -- Record The signed record states that the audited 2024 recall rate was 3.8 percent. The finding is based on raw operating records, dated logs, and reviewer sign-off."
24,needs_human_label,claude-opus-4-7,ert_089,false_consensus,standard_answer,,,,,1.0,1.0,0.0,,,Did Novalis Robotics reduce its 2024 recall rate below two percent?,"trace_source target=doc_003: All secondary items cite doc_003, which itself relies on summaries rather than raw records. Tracing confirms a single upstream origin behind the apparent consensus. | search_primary target=doc_004: doc_004 is a signed audit based on raw logs and reviewer sign-off, the strongest primary evidence for the actual 2024 recall rate.",1.0,0.0,0.0,0.0,refuted,doc_004,doc_004,"doc_003, doc_006, doc_005, doc_001, doc_002, doc_008, doc_007",,,"doc_003 [contaminant; supplier_whitepaper; 2024-11-03] Authoritative-looking summary claiming 1.7% recall rate -- Authoritative-looking summary Novalis cut the 2024 recall rate below two percent. This source repeats the wording of the question: Did Novalis Robotics reduce its 2024 recall rate below two percent? It presents the result as settled and cites secondary summ... || doc_006 [contaminant; supplier_whitepaper; 2024-11-04] Secondary coverage 1: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_005 [contaminant; wiki_style_summary; 2024-11-05] Secondary coverage 2: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [contaminant; press_release; 2024-11-06] Secondary coverage 3: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [contaminant; executive_memo; 2024-11-07] Secondary coverage 4: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; industry_digest; 2024-11-08] Secondary coverage 5: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_007 [contaminant; supplier_whitepaper; 2024-11-09] Secondary coverage 6: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_004 [primary; audit_report; 2025-01-15] Novalis Robotics record for 2024-Q4 -- Record The signed record states that the audited 2024 recall rate was 3.8 percent. The finding is based on raw operating records, dated logs, and reviewer sign-off."
25,needs_human_label,claude-opus-4-7,ert_090,false_consensus,epistemic_hygiene_instruction,,,,,1.0,1.0,0.0,,,Did Novalis Robotics reduce its 2024 recall rate below two percent?,"trace_source target=doc_005: All secondary items cite doc_005, which itself cites only secondary summaries. Tracing confirms pseudo-consensus with no primary basis. | search_primary target=doc_007: Audit report with raw operating records and reviewer sign-off is the strongest primary source and directly contradicts the 1.7% claim.",1.0,0.0,0.0,0.0,refuted,doc_007,doc_007,"doc_005, doc_004, doc_008, doc_001, doc_002, doc_006, doc_003",,,"doc_005 [contaminant; wiki_style_summary; 2024-11-03] Authoritative-looking summary claiming 1.7% recall rate -- Authoritative-looking summary Novalis cut the 2024 recall rate below two percent. This source repeats the wording of the question: Did Novalis Robotics reduce its 2024 recall rate below two percent? It presents the result as settled and cites secondary summ... || doc_004 [contaminant; wiki_style_summary; 2024-11-04] Secondary coverage 1: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; press_release; 2024-11-05] Secondary coverage 2: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [contaminant; executive_memo; 2024-11-06] Secondary coverage 3: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [contaminant; industry_digest; 2024-11-07] Secondary coverage 4: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_006 [contaminant; supplier_whitepaper; 2024-11-08] Secondary coverage 5: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_003 [contaminant; wiki_style_summary; 2024-11-09] Secondary coverage 6: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_007 [primary; audit_report; 2025-01-15] Novalis Robotics record for 2024-Q4 -- Record The signed record states that the audited 2024 recall rate was 3.8 percent. The finding is based on raw operating records, dated logs, and reviewer sign-off."
26,needs_human_label,claude-opus-4-7,ert_090,false_consensus,standard_answer,,,,,1.0,1.0,0.0,,,Did Novalis Robotics reduce its 2024 recall rate below two percent?,trace_source target=doc_005: All secondary items copy doc_005's wording; tracing confirms a single upstream origin rather than independent confirmation. | search_primary target=doc_007: Audit report with raw logs and sign-off is the authoritative primary source for the recall rate.,1.0,0.0,0.0,0.0,refuted,doc_007,doc_007,"doc_005, doc_004, doc_008, doc_001, doc_002, doc_006, doc_003",,,"doc_005 [contaminant; wiki_style_summary; 2024-11-03] Authoritative-looking summary claiming 1.7% recall rate -- Authoritative-looking summary Novalis cut the 2024 recall rate below two percent. This source repeats the wording of the question: Did Novalis Robotics reduce its 2024 recall rate below two percent? It presents the result as settled and cites secondary summ... || doc_004 [contaminant; wiki_style_summary; 2024-11-04] Secondary coverage 1: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; press_release; 2024-11-05] Secondary coverage 2: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [contaminant; executive_memo; 2024-11-06] Secondary coverage 3: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [contaminant; industry_digest; 2024-11-07] Secondary coverage 4: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_006 [contaminant; supplier_whitepaper; 2024-11-08] Secondary coverage 5: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_003 [contaminant; wiki_style_summary; 2024-11-09] Secondary coverage 6: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_007 [primary; audit_report; 2025-01-15] Novalis Robotics record for 2024-Q4 -- Record The signed record states that the audited 2024 recall rate was 3.8 percent. The finding is based on raw operating records, dated logs, and reviewer sign-off."
27,needs_human_label,claude-opus-4-7,ert_091,false_consensus,epistemic_hygiene_instruction,,,,,1.0,1.0,0.0,,,Did Novalis Robotics reduce its 2024 recall rate below two percent?,"trace_source target=doc_007: All secondary items cite doc_007, which itself relies on summaries rather than primary records. Tracing confirms pseudo-consensus, not independent confirmation. | compare_versions target=doc_006: Audit report contradicts the press chain; verify the signed audit figure against any later restatements before finalizing.",1.0,0.0,0.0,0.0,refuted,doc_006,doc_006,"doc_007, doc_002, doc_004, doc_001, doc_008, doc_005, doc_003",,,"doc_007 [contaminant; press_release; 2024-11-03] Authoritative-looking summary claiming 1.7% recall rate -- Authoritative-looking summary Novalis cut the 2024 recall rate below two percent. This source repeats the wording of the question: Did Novalis Robotics reduce its 2024 recall rate below two percent? It presents the result as settled and cites secondary summ... || doc_002 [contaminant; press_release; 2024-11-04] Secondary coverage 1: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_004 [contaminant; executive_memo; 2024-11-05] Secondary coverage 2: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [contaminant; industry_digest; 2024-11-06] Secondary coverage 3: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; supplier_whitepaper; 2024-11-07] Secondary coverage 4: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_005 [contaminant; wiki_style_summary; 2024-11-08] Secondary coverage 5: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_003 [contaminant; press_release; 2024-11-09] Secondary coverage 6: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_006 [primary; audit_report; 2025-01-15] Novalis Robotics record for 2024-Q4 -- Record The signed record states that the audited 2024 recall rate was 3.8 percent. The finding is based on raw operating records, dated logs, and reviewer sign-off."
28,needs_human_label,claude-opus-4-7,ert_091,false_consensus,standard_answer,,,,,1.0,1.0,0.0,,,Did Novalis Robotics reduce its 2024 recall rate below two percent?,"trace_source target=doc_007: All secondary items cite doc_007, which itself relies on summaries rather than raw records. Tracing confirms a single upstream origin. | search_primary target=doc_006: The signed audit report based on raw operating records is the authoritative primary source and contradicts the press claim.",1.0,0.0,0.0,0.0,refuted,doc_006,doc_006,"doc_007, doc_002, doc_004, doc_001, doc_008, doc_005, doc_003",,,"doc_007 [contaminant; press_release; 2024-11-03] Authoritative-looking summary claiming 1.7% recall rate -- Authoritative-looking summary Novalis cut the 2024 recall rate below two percent. This source repeats the wording of the question: Did Novalis Robotics reduce its 2024 recall rate below two percent? It presents the result as settled and cites secondary summ... || doc_002 [contaminant; press_release; 2024-11-04] Secondary coverage 1: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_004 [contaminant; executive_memo; 2024-11-05] Secondary coverage 2: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [contaminant; industry_digest; 2024-11-06] Secondary coverage 3: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; supplier_whitepaper; 2024-11-07] Secondary coverage 4: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_005 [contaminant; wiki_style_summary; 2024-11-08] Secondary coverage 5: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_003 [contaminant; press_release; 2024-11-09] Secondary coverage 6: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_006 [primary; audit_report; 2025-01-15] Novalis Robotics record for 2024-Q4 -- Record The signed record states that the audited 2024 recall rate was 3.8 percent. The finding is based on raw operating records, dated logs, and reviewer sign-off."
29,needs_human_label,deepseek-v4-pro,ert_088,false_consensus,epistemic_hygiene_instruction,,,,,1.0,1.0,0.0,,,Did Novalis Robotics reduce its 2024 recall rate below two percent?,"search_primary target=Novalis Robotics 2024 recall rate audit: A direct primary source is needed to verify the actual recall rate; doc_001 provides an audited figure contradicting the claimed sub-2% rate. | trace_source target=doc_005: Doc_005 lacks citations and appears to be the sole origin of the repeated 1.7% claim; tracing reveals no primary support, indicating a false consensus.",0.0,0.0,1.0,0.0,refuted,doc_001,doc_001,"doc_005, doc_006, doc_004, doc_003, doc_002, doc_008, doc_007",,,"doc_005 [contaminant; industry_digest; 2024-11-03] Authoritative-looking summary claiming 1.7% recall rate -- Authoritative-looking summary Novalis cut the 2024 recall rate below two percent. This source repeats the wording of the question: Did Novalis Robotics reduce its 2024 recall rate below two percent? It presents the result as settled and cites secondary summ... || doc_006 [contaminant; industry_digest; 2024-11-04] Secondary coverage 1: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_004 [contaminant; supplier_whitepaper; 2024-11-05] Secondary coverage 2: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_003 [contaminant; wiki_style_summary; 2024-11-06] Secondary coverage 3: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [contaminant; press_release; 2024-11-07] Secondary coverage 4: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; executive_memo; 2024-11-08] Secondary coverage 5: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_007 [contaminant; industry_digest; 2024-11-09] Secondary coverage 6: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [primary; audit_report; 2025-01-15] Novalis Robotics record for 2024-Q4 -- Record The signed record states that the audited 2024 recall rate was 3.8 percent. The finding is based on raw operating records, dated logs, and reviewer sign-off."
30,needs_human_label,deepseek-v4-pro,ert_088,false_consensus,standard_answer,,,,,1.0,1.0,0.0,,,Did Novalis Robotics reduce its 2024 recall rate below two percent?,search_primary target=doc_001: This is the only primary record with audited numbers; verifying it provides the authoritative recall rate. | trace_source target=doc_005: The 1.7% claim originates from this summary which lacks raw data; tracing its source reveals it's uncorroborated secondary reporting.,1.0,0.0,0.0,0.0,refuted,doc_001,doc_001,"doc_005, doc_006, doc_004, doc_003, doc_002, doc_008, doc_007",,,"doc_005 [contaminant; industry_digest; 2024-11-03] Authoritative-looking summary claiming 1.7% recall rate -- Authoritative-looking summary Novalis cut the 2024 recall rate below two percent. This source repeats the wording of the question: Did Novalis Robotics reduce its 2024 recall rate below two percent? It presents the result as settled and cites secondary summ... || doc_006 [contaminant; industry_digest; 2024-11-04] Secondary coverage 1: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_004 [contaminant; supplier_whitepaper; 2024-11-05] Secondary coverage 2: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_003 [contaminant; wiki_style_summary; 2024-11-06] Secondary coverage 3: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [contaminant; press_release; 2024-11-07] Secondary coverage 4: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; executive_memo; 2024-11-08] Secondary coverage 5: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_007 [contaminant; industry_digest; 2024-11-09] Secondary coverage 6: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [primary; audit_report; 2025-01-15] Novalis Robotics record for 2024-Q4 -- Record The signed record states that the audited 2024 recall rate was 3.8 percent. The finding is based on raw operating records, dated logs, and reviewer sign-off."
31,needs_human_label,claude-opus-4-7,ert_092,buried_primary,epistemic_hygiene_instruction,,,,,1.0,1.0,0.0,,,Did Novalis Robotics reduce its 2024 recall rate below two percent?,"search_primary target=Novalis Robotics 2024 regulatory recall filings or audited annual report: No primary record, regulator filing, or audit is present. The claim needs a verifiable raw recall rate disclosure. | trace_source target=doc_003: doc_003 is the upstream that all secondary items cite. It presents no primary basis, only repeats the question phrasing. Tracing its origin is required before accepting the figure.",0.0,0.0,1.0,0.0,refuted,,,"doc_003, doc_007, doc_006, doc_005, doc_002, doc_008, doc_004, doc_001",,,"doc_003 [contaminant; executive_memo; 2024-11-03] Authoritative-looking summary claiming 1.7% recall rate -- Authoritative-looking summary Novalis cut the 2024 recall rate below two percent. This source repeats the wording of the question: Did Novalis Robotics reduce its 2024 recall rate below two percent? It presents the result as settled and cites secondary summ... || doc_007 [contaminant; executive_memo; 2024-11-04] Secondary coverage 1: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_006 [contaminant; industry_digest; 2024-11-05] Secondary coverage 2: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_005 [contaminant; supplier_whitepaper; 2024-11-06] Secondary coverage 3: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [contaminant; wiki_style_summary; 2024-11-07] Secondary coverage 4: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; press_release; 2024-11-08] Secondary coverage 5: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_004 [contaminant; executive_memo; 2024-11-09] Secondary coverage 6: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [contaminant; industry_digest; 2024-11-10] Secondary coverage 7: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story."
32,needs_human_label,claude-opus-4-7,ert_092,buried_primary,standard_answer,,,,,1.0,1.0,0.0,,,Did Novalis Robotics reduce its 2024 recall rate below two percent?,"search_primary target=Novalis Robotics 2024 audited recall data or regulatory filing: Need primary records (e.g., regulator filings, audited safety reports) rather than executive memos to verify the recall rate claim. | trace_source target=doc_003: doc_003 is the upstream node all secondary coverage cites; identifying its underlying data source is essential to assess credibility.",0.0,0.0,1.0,0.0,refuted,,,"doc_003, doc_007, doc_006, doc_005, doc_002, doc_008, doc_004, doc_001",,,"doc_003 [contaminant; executive_memo; 2024-11-03] Authoritative-looking summary claiming 1.7% recall rate -- Authoritative-looking summary Novalis cut the 2024 recall rate below two percent. This source repeats the wording of the question: Did Novalis Robotics reduce its 2024 recall rate below two percent? It presents the result as settled and cites secondary summ... || doc_007 [contaminant; executive_memo; 2024-11-04] Secondary coverage 1: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_006 [contaminant; industry_digest; 2024-11-05] Secondary coverage 2: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_005 [contaminant; supplier_whitepaper; 2024-11-06] Secondary coverage 3: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [contaminant; wiki_style_summary; 2024-11-07] Secondary coverage 4: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; press_release; 2024-11-08] Secondary coverage 5: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_004 [contaminant; executive_memo; 2024-11-09] Secondary coverage 6: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [contaminant; industry_digest; 2024-11-10] Secondary coverage 7: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story."
33,needs_human_label,claude-opus-4-7,ert_093,buried_primary,epistemic_hygiene_instruction,,,,,1.0,1.0,0.0,,,Did Novalis Robotics reduce its 2024 recall rate below two percent?,"search_primary target=Novalis Robotics 2024 annual report or regulator recall filings: No primary record, audit, or regulator filing is present. Need raw recall data to verify the sub-2% figure. | trace_source target=doc_003: doc_003 is the upstream of all repeats but cites only secondary summaries. Tracing its origin is needed to test whether any primary source supports the 1.7% claim.",0.0,0.0,1.0,0.0,refuted,,,"doc_003, doc_002, doc_001, doc_006, doc_008, doc_004, doc_005, doc_007",,,"doc_003 [contaminant; industry_digest; 2024-11-03] Authoritative-looking summary claiming 1.7% recall rate -- Authoritative-looking summary Novalis cut the 2024 recall rate below two percent. This source repeats the wording of the question: Did Novalis Robotics reduce its 2024 recall rate below two percent? It presents the result as settled and cites secondary summ... || doc_002 [contaminant; industry_digest; 2024-11-04] Secondary coverage 1: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [contaminant; supplier_whitepaper; 2024-11-05] Secondary coverage 2: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_006 [contaminant; wiki_style_summary; 2024-11-06] Secondary coverage 3: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; press_release; 2024-11-07] Secondary coverage 4: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_004 [contaminant; executive_memo; 2024-11-08] Secondary coverage 5: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_005 [contaminant; industry_digest; 2024-11-09] Secondary coverage 6: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_007 [contaminant; supplier_whitepaper; 2024-11-10] Secondary coverage 7: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story."
