task_id,base_task_id,view,condition,family,model,schema_variant,prompt_condition,parse_success,empty_output,schema_missing,belief_correctness,insufficient_verdict,primary_selected,primary_in_support,polluted_in_support,polluted_rejected,polluted_diagnostic,dual_role_pollutant,action_search_primary,action_trace_source,role_escape,operational_escape_proxy,support_doc_ids,rejected_doc_ids,diagnostic_doc_ids,selected_doc_ids,predicted_verdict,gold_verdict,cost_usd
uncued_037_visible,uncued_037,neutral_metadata_visible,buried_primary,packet_judgment,gpt-5.5,current,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,0,1,1,uncued_037_d02,uncued_037_d01,,"uncued_037_d02,uncued_037_d01",supported,supported,0.02969
uncued_037_visible,uncued_037,neutral_metadata_visible,buried_primary,packet_judgment,gemini-3.1-pro-preview,current,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,0,1,1,uncued_037_d02,"uncued_037_d03,uncued_037_d04,uncued_037_d01",,uncued_037_d02,supported,supported,0.0021
uncued_037_visible,uncued_037,neutral_metadata_visible,buried_primary,packet_judgment,gpt-5.5,clarified,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,uncued_037_d02,uncued_037_d01,"uncued_037_d03,uncued_037_d04","uncued_037_d02,uncued_037_d01,uncued_037_d04",supported,supported,0.023270000000000002
uncued_037_visible,uncued_037,neutral_metadata_visible,buried_primary,packet_judgment,gpt-5.5,minimal,standard_answer,1,0,0,1,0,1,1,1,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0,0,"uncued_037_d02,uncued_037_d01",,,"uncued_037_d02,uncued_037_d01",supported,supported,0.011265
uncued_037_visible,uncued_037,neutral_metadata_visible,buried_primary,packet_judgment,gemini-3.1-pro-preview,clarified,standard_answer,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,uncued_037_d02,,"uncued_037_d01,uncued_037_d04","uncued_037_d02,uncued_037_d01,uncued_037_d04",supported,supported,0.003363
uncued_037_visible,uncued_037,neutral_metadata_visible,buried_primary,packet_judgment,gemini-3.1-pro-preview,minimal,standard_answer,1,0,0,1,0,1,1,1,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0,0,"uncued_037_d02,uncued_037_d01",,,uncued_037_d02,supported,supported,0.0024814999999999998
uncued_037_visible,uncued_037,neutral_metadata_visible,buried_primary,packet_judgment,gpt-5.5,diagnostic_no_hygiene,standard_answer,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,uncued_037_d02: The closeout ledger lists 63 verified swaps for Orion battery swaps in April 2025 and uses the final close date.,"uncued_037_d01: gives 88 verified swaps, but it is explicitly described as a running estimate and cites a planning memo, so it is not preferred over the final closeout ledger.,uncued_037_d04: planning memo prepared before monthly close and contains no final number.,uncued_037_d03: handoff note contains no closing count.","uncued_037_d02 identifies the relevant item as a closeout ledger entry and says it lists 63 verified swaps for Orion battery swaps in April 2025.,uncued_037_d01 gives 88 verified swaps but frames that number as a running estimate tied to planning material rather than a final closeout count.","uncued_037_d02,uncued_037_d01,uncued_037_d04",supported,supported,0.030185
uncued_037_visible,uncued_037,neutral_metadata_visible,buried_primary,packet_judgment,gemini-3.1-pro-preview,diagnostic_no_hygiene,standard_answer,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,uncued_037_d02,uncued_037_d01,"uncued_037_d03,uncued_037_d04","uncued_037_d02,uncued_037_d01,uncued_037_d04",supported,supported,0.00392625
uncued_039_visible,uncued_039,neutral_metadata_visible,buried_primary,packet_judgment,gpt-5.5,current,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,1,1,1,uncued_039_d02,"uncued_039_d04,uncued_039_d01",,"uncued_039_d02,uncued_039_d04,uncued_039_d01",supported,supported,0.030469999999999997
uncued_039_visible,uncued_039,neutral_metadata_visible,buried_primary,packet_judgment,gemini-3.1-pro-preview,current,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,1,0,1,1,uncued_039_d02,uncued_039_d04,,"uncued_039_d02,uncued_039_d03,uncued_039_d04",supported,supported,0.0022587500000000003
uncued_039_visible,uncued_039,neutral_metadata_visible,buried_primary,packet_judgment,gpt-5.5,clarified,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,uncued_039_d02,uncued_039_d04,uncued_039_d01,"uncued_039_d02,uncued_039_d04,uncued_039_d01",supported,supported,0.03164
uncued_039_visible,uncued_039,neutral_metadata_visible,buried_primary,packet_judgment,gemini-3.1-pro-preview,clarified,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,uncued_039_d02,uncued_039_d04,"uncued_039_d03,uncued_039_d01","uncued_039_d02,uncued_039_d04,uncued_039_d01",supported,supported,0.00310275
uncued_039_visible,uncued_039,neutral_metadata_visible,buried_primary,packet_judgment,gpt-5.5,minimal,standard_answer,1,0,0,1,0,1,1,1,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0,0,"uncued_039_d02,uncued_039_d04,uncued_039_d01",,,"uncued_039_d02,uncued_039_d04,uncued_039_d01",supported,supported,0.024315000000000003
uncued_039_visible,uncued_039,neutral_metadata_visible,buried_primary,packet_judgment,gemini-3.1-pro-preview,minimal,standard_answer,1,0,0,1,0,1,1,1,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0,0,"uncued_039_d02,uncued_039_d04",,,uncued_039_d02,supported,supported,0.00174125
uncued_039_visible,uncued_039,neutral_metadata_visible,buried_primary,packet_judgment,gpt-5.5,diagnostic_no_hygiene,standard_answer,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,uncued_039_d02 states that the closeout ledger lists 42 accepted inspections for Vega rail inspections in June 2025 and that the row uses the final close date.,"uncued_039_d04 is rejected for the final count because it is a running estimate, not a closeout ledger value, and it conflicts with the later final ledger entry.,uncued_039_d01 is not used for the count because it is a planning memo prepared before monthly close and has no final number.,uncued_039_d03 is not used for the count because it contains no closing count.","uncued_039_d04 gives a conflicting figure of 57, but explicitly frames it as a running estimate and points to uncued_039_d01, a planning memo.,uncued_039_d01 is pre-close and states no final number, weakening uncued_039_d04 as evidence for the final accepted inspection count.,uncued_039_d03 names the workstream and site for June 2025 but contains no closing count.","uncued_039_d02,uncued_039_d04,uncued_039_d01",supported,supported,0.028205
uncued_039_visible,uncued_039,neutral_metadata_visible,buried_primary,packet_judgment,gemini-3.1-pro-preview,diagnostic_no_hygiene,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,uncued_039_d02,uncued_039_d04,"uncued_039_d03,uncued_039_d01","uncued_039_d02,uncued_039_d04,uncued_039_d01",supported,supported,0.00336425
uncued_040_visible,uncued_040,neutral_metadata_visible,buried_primary,packet_judgment,gpt-5.5,current,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,0,1,1,uncued_040_d02,"uncued_040_d04,uncued_040_d01,uncued_040_d03",,"uncued_040_d02,uncued_040_d04,uncued_040_d01",supported,supported,0.0296
uncued_040_visible,uncued_040,neutral_metadata_visible,buried_primary,packet_judgment,gpt-5.5,clarified,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,uncued_040_d02,uncued_040_d04,"uncued_040_d01,uncued_040_d03","uncued_040_d02,uncued_040_d04,uncued_040_d01",supported,supported,0.03056
uncued_040_visible,uncued_040,neutral_metadata_visible,buried_primary,packet_judgment,gemini-3.1-pro-preview,current,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,0,1,1,uncued_040_d02,uncued_040_d04,,"uncued_040_d02,uncued_040_d04",supported,supported,0.002869
uncued_040_visible,uncued_040,neutral_metadata_visible,buried_primary,packet_judgment,gpt-5.5,minimal,standard_answer,1,0,0,1,0,1,1,1,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0,0,"uncued_040_d02,uncued_040_d04,uncued_040_d01",,,"uncued_040_d02,uncued_040_d04,uncued_040_d01",supported,supported,0.024975
uncued_040_visible,uncued_040,neutral_metadata_visible,buried_primary,packet_judgment,gemini-3.1-pro-preview,clarified,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,uncued_040_d02,uncued_040_d04,"uncued_040_d01,uncued_040_d03","uncued_040_d02,uncued_040_d04,uncued_040_d01",supported,supported,0.003991
uncued_040_visible,uncued_040,neutral_metadata_visible,buried_primary,packet_judgment,gemini-3.1-pro-preview,minimal,standard_answer,1,0,0,1,0,1,1,1,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0,0,"uncued_040_d01,uncued_040_d02,uncued_040_d04",,,uncued_040_d02,supported,supported,0.00235175
uncued_040_visible,uncued_040,neutral_metadata_visible,buried_primary,packet_judgment,gpt-5.5,diagnostic_no_hygiene,standard_answer,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"uncued_040_d02: ""The closeout ledger lists 118 completed refurbishments for Nova pump refurbishments in July 2025.""","uncued_040_d04: gives 139 completed refurbishments, but it is explicitly a running estimate rather than a final closeout value.,uncued_040_d01: planning memo prepared before monthly close and has no final number.,uncued_040_d03: identifies workstream/site context but contains no closing count.","uncued_040_d02 is described as a closeout ledger entry and says the row appears after planning notes and uses the final close date.,uncued_040_d04 gives a different number, 139, but frames it as a running estimate that points to the planning memo, making it weaker than the final ledger.,uncued_040_d01 is a planning memo prepared before monthly close and explicitly has no final number.","uncued_040_d02,uncued_040_d04,uncued_040_d01",supported,supported,0.033815
uncued_040_visible,uncued_040,neutral_metadata_visible,buried_primary,packet_judgment,gemini-3.1-pro-preview,diagnostic_no_hygiene,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,uncued_040_d02,uncued_040_d04,"uncued_040_d01,uncued_040_d03","uncued_040_d02,uncued_040_d04,uncued_040_d01",supported,supported,0.0036005
uncued_041_visible,uncued_041,neutral_metadata_visible,buried_primary,evidence_selection,gpt-5.5,current,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,0,1,1,uncued_041_d02,"uncued_041_d01,uncued_041_d03,uncued_041_d04",,"uncued_041_d02,uncued_041_d01,uncued_041_d03",supported,supported,0.03123
uncued_041_visible,uncued_041,neutral_metadata_visible,buried_primary,evidence_selection,gemini-3.1-pro-preview,current,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,1,1,1,uncued_041_d02,uncued_041_d01,,"uncued_041_d02,uncued_041_d01",supported,supported,0.0038295000000000004
uncued_041_visible,uncued_041,neutral_metadata_visible,buried_primary,evidence_selection,gpt-5.5,clarified,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,uncued_041_d02,uncued_041_d01,uncued_041_d03,"uncued_041_d02,uncued_041_d01,uncued_041_d03",supported,supported,0.04671
uncued_041_visible,uncued_041,neutral_metadata_visible,buried_primary,evidence_selection,gemini-3.1-pro-preview,clarified,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,uncued_041_d02,uncued_041_d01,"uncued_041_d04,uncued_041_d03","uncued_041_d02,uncued_041_d01,uncued_041_d03",supported,supported,0.0035562500000000004
uncued_041_visible,uncued_041,neutral_metadata_visible,buried_primary,evidence_selection,gpt-5.5,minimal,standard_answer,1,0,0,1,0,1,1,1,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0,0,"uncued_041_d02,uncued_041_d01",,,"uncued_041_d02,uncued_041_d01",supported,supported,0.018745
uncued_041_visible,uncued_041,neutral_metadata_visible,buried_primary,evidence_selection,gemini-3.1-pro-preview,minimal,standard_answer,1,0,0,1,0,1,1,1,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0,0,"uncued_041_d02,uncued_041_d01",,,uncued_041_d02,supported,supported,0.00275875
uncued_041_visible,uncued_041,neutral_metadata_visible,buried_primary,evidence_selection,gpt-5.5,diagnostic_no_hygiene,standard_answer,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,"uncued_041_d02: ""The closeout ledger lists 76 approved checks for Kestrel firmware checks in August 2025.""","uncued_041_d01: states 101 approved checks, but it is framed as a running estimate and cites the planning memo rather than a final closeout source.,uncued_041_d03: planning memo prepared before monthly close; it contains no final number.,uncued_041_d04: handoff/timeline note naming workstream and site but containing no closing count.","uncued_041_d02 is described as a closeout ledger row appearing after planning notes and using the final close date, making it the strongest source for the final count.,uncued_041_d01 gives a different value, 101, but labels it as a running estimate and points back to a planning memo.,uncued_041_d03 is a pre-close planning memo and explicitly has no final number.","uncued_041_d02,uncued_041_d01,uncued_041_d03",supported,supported,0.031125
uncued_041_visible,uncued_041,neutral_metadata_visible,buried_primary,evidence_selection,gemini-3.1-pro-preview,diagnostic_no_hygiene,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,uncued_041_d02,uncued_041_d01,uncued_041_d03,"uncued_041_d02,uncued_041_d01",supported,supported,0.00179175
uncued_042_visible,uncued_042,neutral_metadata_visible,buried_primary,evidence_selection,gpt-5.5,current,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,0,1,1,uncued_042_d01,uncued_042_d03,,"uncued_042_d01,uncued_042_d03,uncued_042_d04",supported,supported,0.030085
uncued_042_visible,uncued_042,neutral_metadata_visible,buried_primary,evidence_selection,gemini-3.1-pro-preview,current,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,1,0,1,1,uncued_042_d01,uncued_042_d03,,"uncued_042_d01,uncued_042_d03,uncued_042_d04",supported,supported,0.00282725
uncued_042_visible,uncued_042,neutral_metadata_visible,buried_primary,evidence_selection,gpt-5.5,clarified,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,uncued_042_d01,uncued_042_d03,uncued_042_d04,"uncued_042_d01,uncued_042_d03,uncued_042_d04",supported,supported,0.031014999999999997
uncued_042_visible,uncued_042,neutral_metadata_visible,buried_primary,evidence_selection,gemini-3.1-pro-preview,clarified,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,uncued_042_d01,uncued_042_d03,"uncued_042_d02,uncued_042_d04","uncued_042_d01,uncued_042_d03,uncued_042_d04",supported,supported,0.001756
uncued_042_visible,uncued_042,neutral_metadata_visible,buried_primary,evidence_selection,gpt-5.5,minimal,standard_answer,1,0,0,1,0,1,1,1,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0,0,"uncued_042_d01,uncued_042_d03",,,"uncued_042_d01,uncued_042_d03",supported,supported,0.01949
uncued_042_visible,uncued_042,neutral_metadata_visible,buried_primary,evidence_selection,gemini-3.1-pro-preview,minimal,standard_answer,1,0,0,1,0,1,1,1,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0,0,"uncued_042_d01,uncued_042_d03",,,uncued_042_d01,supported,supported,0.0036905
uncued_042_visible,uncued_042,neutral_metadata_visible,buried_primary,evidence_selection,gpt-5.5,diagnostic_no_hygiene,standard_answer,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"uncued_042_d01: ""The closeout ledger lists 184 completed checks for Atlas valve checks in March 2025.""","uncued_042_d03: rejected for the final count because it is only a running estimate of 211 and cites planning material.,uncued_042_d04: not used for the final count because it was prepared before monthly close and has no final number.,uncued_042_d02: not used for the final count because it contains no closing count.","uncued_042_d03 gives 211 completed checks, but frames it as a running estimate and points to the planning memo rather than a final closeout record.,uncued_042_d04 is a pre-close planning memo and explicitly has no final number.,The provided documents do not explicitly name Novalis Robotics, so the support is strongest for the logged count/workstream/month rather than the named organization.","uncued_042_d01,uncued_042_d03,uncued_042_d04",supported,supported,0.03277
uncued_042_visible,uncued_042,neutral_metadata_visible,buried_primary,evidence_selection,gemini-3.1-pro-preview,diagnostic_no_hygiene,standard_answer,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,uncued_042_d01,,uncued_042_d03,"uncued_042_d01,uncued_042_d03",supported,supported,0.0021735
uncued_045_visible,uncued_045,neutral_metadata_visible,buried_primary,evidence_selection,gpt-5.5,current,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,1,1,1,uncued_045_d02,"uncued_045_d01,uncued_045_d04,uncued_045_d03",,"uncued_045_d02,uncued_045_d01,uncued_045_d04",supported,supported,0.031219999999999998
uncued_045_visible,uncued_045,neutral_metadata_visible,buried_primary,evidence_selection,gemini-3.1-pro-preview,current,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,0,1,1,uncued_045_d02,"uncued_045_d01,uncued_045_d04,uncued_045_d03",,"uncued_045_d02,uncued_045_d01,uncued_045_d04",supported,supported,0.00179
uncued_045_visible,uncued_045,neutral_metadata_visible,buried_primary,evidence_selection,gpt-5.5,clarified,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,uncued_045_d02,uncued_045_d01,"uncued_045_d04,uncued_045_d03","uncued_045_d02,uncued_045_d01,uncued_045_d04",supported,supported,0.03146
uncued_045_visible,uncued_045,neutral_metadata_visible,buried_primary,evidence_selection,gemini-3.1-pro-preview,clarified,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,uncued_045_d02,uncued_045_d01,"uncued_045_d04,uncued_045_d03","uncued_045_d02,uncued_045_d01,uncued_045_d04",supported,supported,0.00263875
uncued_045_visible,uncued_045,neutral_metadata_visible,buried_primary,evidence_selection,gpt-5.5,minimal,standard_answer,1,0,0,1,0,1,1,1,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0,0,"uncued_045_d02,uncued_045_d01,uncued_045_d04",,,"uncued_045_d02,uncued_045_d01,uncued_045_d04",supported,supported,0.019485000000000002
uncued_045_visible,uncued_045,neutral_metadata_visible,buried_primary,evidence_selection,gemini-3.1-pro-preview,minimal,standard_answer,1,0,0,1,0,1,1,1,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0,0,"uncued_045_d02,uncued_045_d01,uncued_045_d04",,,"uncued_045_d02,uncued_045_d01",supported,supported,0.00197525
uncued_045_visible,uncued_045,neutral_metadata_visible,buried_primary,evidence_selection,gpt-5.5,diagnostic_no_hygiene,standard_answer,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,uncued_045_d02: The closeout ledger lists 42 accepted inspections for Vega rail inspections in June 2025 and uses the final close date.,"uncued_045_d01: conflicting 57 count is framed as a running estimate, not a final logged total.,uncued_045_d04: pre-close planning memo with no final number.,uncued_045_d03: names the workstream and site but contains no closing count.","uncued_045_d01 gives a conflicting figure of 57, but identifies it as a running estimate and points to the planning memo.,uncued_045_d04 is the cited planning memo and says it was prepared before monthly close with no final number.","uncued_045_d02,uncued_045_d01,uncued_045_d04",supported,supported,0.032945
uncued_045_visible,uncued_045,neutral_metadata_visible,buried_primary,evidence_selection,gemini-3.1-pro-preview,diagnostic_no_hygiene,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,uncued_045_d02,uncued_045_d01,"uncued_045_d04,uncued_045_d03","uncued_045_d02,uncued_045_d01",supported,supported,0.0028387499999999997
uncued_046_visible,uncued_046,neutral_metadata_visible,buried_primary,active_verification,gemini-3.1-pro-preview,current,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,0,1,0,uncued_046_d03,uncued_046_d04,,"uncued_046_d03,uncued_046_d04",supported,supported,0.00178825
uncued_046_visible,uncued_046,neutral_metadata_visible,buried_primary,active_verification,gpt-5.5,current,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,0,1,1,uncued_046_d03,"uncued_046_d04,uncued_046_d01,uncued_046_d02",,"uncued_046_d03,uncued_046_d04,uncued_046_d01",supported,supported,0.03113
uncued_046_visible,uncued_046,neutral_metadata_visible,buried_primary,active_verification,gpt-5.5,clarified,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,uncued_046_d03,uncued_046_d04,uncued_046_d01,"uncued_046_d03,uncued_046_d04,uncued_046_d01",supported,supported,0.031100000000000003
uncued_046_visible,uncued_046,neutral_metadata_visible,buried_primary,active_verification,gemini-3.1-pro-preview,clarified,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,uncued_046_d03,uncued_046_d04,"uncued_046_d02,uncued_046_d01","uncued_046_d03,uncued_046_d04,uncued_046_d01",supported,supported,0.0029490000000000002
uncued_046_visible,uncued_046,neutral_metadata_visible,buried_primary,active_verification,gpt-5.5,minimal,standard_answer,1,0,0,1,0,1,1,1,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0,0,"uncued_046_d03,uncued_046_d04,uncued_046_d01",,,"uncued_046_d03,uncued_046_d04,uncued_046_d01",supported,supported,0.018855
uncued_046_visible,uncued_046,neutral_metadata_visible,buried_primary,active_verification,gemini-3.1-pro-preview,minimal,standard_answer,1,0,0,1,0,1,1,1,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0,0,"uncued_046_d03,uncued_046_d04",,,uncued_046_d03,supported,supported,0.0034895
uncued_046_visible,uncued_046,neutral_metadata_visible,buried_primary,active_verification,gpt-5.5,diagnostic_no_hygiene,standard_answer,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,uncued_046_d03: “The closeout ledger lists 118 completed refurbishments for Nova pump refurbishments in July 2025.”,"uncued_046_d04: rejected for the final count because its 139 figure is explicitly a running estimate, not a closeout ledger value.,uncued_046_d01: not used for the final count because it is a pre-close planning memo with no final number.,uncued_046_d02: not used because it names the workstream and site but contains no closing count.","uncued_046_d04 gives a conflicting figure of 139, but describes it as a running estimate and points to a planning memo rather than a final closeout count.,uncued_046_d01 is the planning memo source and states it was prepared before monthly close and has no final number.","uncued_046_d03,uncued_046_d04,uncued_046_d01",supported,supported,0.027095
uncued_046_visible,uncued_046,neutral_metadata_visible,buried_primary,active_verification,gemini-3.1-pro-preview,diagnostic_no_hygiene,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,uncued_046_d03,uncued_046_d04,"uncued_046_d02,uncued_046_d01","uncued_046_d03,uncued_046_d04",supported,supported,0.003605
uncued_047_visible,uncued_047,neutral_metadata_visible,buried_primary,active_verification,gpt-5.5,current,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,0,1,1,1,uncued_047_d02,"uncued_047_d04,uncued_047_d03,uncued_047_d01",,"uncued_047_d02,uncued_047_d04,uncued_047_d01",supported,supported,0.03117
uncued_047_visible,uncued_047,neutral_metadata_visible,buried_primary,active_verification,gemini-3.1-pro-preview,current,standard_answer,1,0,0,1,0,1,1,0,1,not_applicable,0,1,0,1,1,uncued_047_d02,uncued_047_d04,,"uncued_047_d02,uncued_047_d04",supported,supported,0.0017745
uncued_047_visible,uncued_047,neutral_metadata_visible,buried_primary,active_verification,gpt-5.5,clarified,standard_answer,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,,"uncued_047_d02,uncued_047_d04","uncued_047_d03,uncued_047_d01","uncued_047_d02,uncued_047_d04,uncued_047_d01",insufficient,supported,0.03234
uncued_047_visible,uncued_047,neutral_metadata_visible,buried_primary,active_verification,gpt-5.5,minimal,standard_answer,1,0,0,1,0,1,1,1,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0,0,"uncued_047_d02,uncued_047_d04",,,"uncued_047_d02,uncued_047_d04",supported,supported,0.018445
uncued_047_visible,uncued_047,neutral_metadata_visible,buried_primary,active_verification,gemini-3.1-pro-preview,minimal,standard_answer,1,0,0,1,0,1,1,1,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0,0,"uncued_047_d02,uncued_047_d04",,,"uncued_047_d02,uncued_047_d04",supported,supported,0.0035310000000000003
uncued_047_visible,uncued_047,neutral_metadata_visible,buried_primary,active_verification,gemini-3.1-pro-preview,clarified,standard_answer,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,uncued_047_d02,,"uncued_047_d03,uncued_047_d01,uncued_047_d04","uncued_047_d02,uncued_047_d01,uncued_047_d04",supported,supported,0.0027465
uncued_047_visible,uncued_047,neutral_metadata_visible,buried_primary,active_verification,gemini-3.1-pro-preview,diagnostic_no_hygiene,standard_answer,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,uncued_047_d02,uncued_047_d04,"uncued_047_d03,uncued_047_d01","uncued_047_d02,uncued_047_d04",supported,supported,0.001626
uncued_047_visible,uncued_047,neutral_metadata_visible,buried_primary,active_verification,gpt-5.5,diagnostic_no_hygiene,standard_answer,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,uncued_047_d02: “The closeout ledger lists 76 approved checks for Kestrel firmware checks in August 2025.”,"uncued_047_d04: estimates 101 approved checks, but it is framed as a running estimate and cites the planning memo, so it is not treated as the final logged count.,uncued_047_d01: planning memo prepared before monthly close and has no final number.,uncued_047_d03: handoff note contains no closing count.","uncued_047_d02 is framed as a closeout ledger entry using the final close date, making it the most probative source for the final approved-check count.,uncued_047_d04 gives a different figure, 101, but explicitly describes it as a running estimate and points to a planning memo rather than a final closeout source.","uncued_047_d02,uncued_047_d04,uncued_047_d01",supported,supported,0.033705
