task_id,audit_doc_id,model_visible_doc_id,role
ert_050,eham_050_context_09,doc_013,background
ert_050,eham_050_context_10,doc_017,background
ert_050,eham_050_context_11,doc_008,background
ert_050,eham_050_context_12,doc_001,background
ert_050,eham_050_context_13,doc_020,background
ert_050,eham_051_context_07,doc_005,background
ert_050,eham_051_context_08,doc_014,background
ert_050,eham_051_context_09,doc_007,background
ert_050,eham_051_context_10,doc_012,background
ert_050,eham_051_context_11,doc_015,background
ert_050,eham_051_context_12,doc_006,background
ert_051,eham_051_primary_a,doc_006,primary
ert_051,eham_051_primary_b,doc_008,primary
ert_051,eham_051_pollutant_root,doc_004,stale
ert_051,eham_051_repost_00,doc_020,stale
ert_051,eham_051_repost_01,doc_011,stale
ert_051,eham_051_repost_02,doc_013,stale
ert_051,eham_051_old_version,doc_007,stale
ert_051,eham_051_context_07,doc_003,background
ert_051,eham_051_context_08,doc_018,background
ert_051,eham_051_context_09,doc_014,background
ert_051,eham_051_context_10,doc_019,background
ert_051,eham_051_context_11,doc_009,background
ert_051,eham_051_context_12,doc_002,background
ert_051,eham_051_context_13,doc_010,background
ert_051,eham_052_context_07,doc_005,background
ert_051,eham_052_context_08,doc_001,background
ert_051,eham_052_context_09,doc_012,background
ert_051,eham_052_context_10,doc_015,background
ert_051,eham_052_context_11,doc_016,background
ert_051,eham_052_context_12,doc_017,background
ert_052,eham_052_primary_a,doc_014,primary
ert_052,eham_052_primary_b,doc_010,primary
ert_052,eham_052_pollutant_root,doc_018,stale
ert_052,eham_052_repost_00,doc_015,stale
ert_052,eham_052_repost_01,doc_019,stale
ert_052,eham_052_repost_02,doc_011,stale
ert_052,eham_052_old_version,doc_009,stale
ert_052,eham_052_context_07,doc_003,background
ert_052,eham_052_context_08,doc_008,background
ert_052,eham_052_context_09,doc_012,background
ert_052,eham_052_context_10,doc_005,background
ert_052,eham_052_context_11,doc_017,background
ert_052,eham_052_context_12,doc_002,background
ert_052,eham_052_context_13,doc_001,background
ert_052,eham_053_context_08,doc_013,background
ert_052,eham_053_context_09,doc_007,background
ert_052,eham_053_context_10,doc_006,background
ert_052,eham_053_context_11,doc_004,background
ert_052,eham_053_context_12,doc_020,background
ert_052,eham_053_context_13,doc_016,background
ert_053,eham_053_primary_a,doc_019,primary
ert_053,eham_053_primary_b,doc_020,primary
ert_053,eham_053_pollutant_root,doc_010,stale
ert_053,eham_053_repost_00,doc_007,stale
ert_053,eham_053_repost_01,doc_015,stale
ert_053,eham_053_repost_02,doc_002,stale
ert_053,eham_053_repost_03,doc_003,stale
ert_053,eham_053_old_version,doc_011,stale
ert_053,eham_053_context_08,doc_009,background
ert_053,eham_053_context_09,doc_012,background
ert_053,eham_053_context_10,doc_006,background
ert_053,eham_053_context_11,doc_014,background
ert_053,eham_053_context_12,doc_013,background
ert_053,eham_053_context_13,doc_018,background
ert_053,eham_054_context_07,doc_017,background
ert_053,eham_054_context_08,doc_016,background
ert_053,eham_054_context_09,doc_008,background
ert_053,eham_054_context_10,doc_004,background
ert_053,eham_054_context_11,doc_001,background
ert_053,eham_054_context_12,doc_005,background
ert_054,eham_054_primary_a,doc_008,primary
ert_054,eham_054_primary_b,doc_004,primary
ert_054,eham_054_pollutant_root,doc_016,stale
ert_054,eham_054_repost_00,doc_014,stale
ert_054,eham_054_repost_01,doc_011,stale
ert_054,eham_054_repost_02,doc_002,stale
ert_054,eham_054_old_version,doc_012,stale
ert_054,eham_054_context_07,doc_018,background
ert_054,eham_054_context_08,doc_006,background
ert_054,eham_054_context_09,doc_010,background
ert_054,eham_054_context_10,doc_017,background
ert_054,eham_054_context_11,doc_020,background
ert_054,eham_054_context_12,doc_005,background
ert_054,eham_054_context_13,doc_003,background
ert_054,eham_055_context_07,doc_015,background
ert_054,eham_055_context_08,doc_001,background
ert_054,eham_055_context_09,doc_007,background
ert_054,eham_055_context_10,doc_009,background
ert_054,eham_055_context_11,doc_013,background
ert_054,eham_055_context_12,doc_019,background
ert_055,eham_055_primary_a,doc_001,primary
ert_055,eham_055_primary_b,doc_018,primary
ert_055,eham_055_pollutant_root,doc_006,stale
ert_055,eham_055_repost_00,doc_010,stale
ert_055,eham_055_repost_01,doc_003,stale
ert_055,eham_055_repost_02,doc_016,stale
ert_055,eham_055_old_version,doc_017,stale
ert_055,eham_055_context_07,doc_007,background
ert_055,eham_055_context_08,doc_019,background
ert_055,eham_055_context_09,doc_004,background
ert_055,eham_055_context_10,doc_008,background
ert_055,eham_055_context_11,doc_012,background
ert_055,eham_055_context_12,doc_014,background
ert_055,eham_055_context_13,doc_005,background
ert_055,eham_056_context_09,doc_013,background
ert_055,eham_056_context_10,doc_011,background
ert_055,eham_056_context_11,doc_015,background
ert_055,eham_056_context_12,doc_009,background
ert_055,eham_056_context_13,doc_002,background
ert_056,eham_072_primary_a,doc_005,primary
ert_056,eham_072_primary_b,doc_009,primary
ert_056,eham_072_pollutant_root,doc_006,contaminant
ert_056,eham_072_repost_00,doc_011,contaminant
ert_056,eham_072_repost_01,doc_001,contaminant
ert_056,eham_072_repost_02,doc_008,contaminant
ert_056,eham_072_repost_03,doc_002,contaminant
ert_056,eham_072_repost_04,doc_012,contaminant
ert_056,eham_072_repost_05,doc_014,contaminant
ert_056,eham_072_repost_06,doc_010,contaminant
ert_056,eham_072_repost_07,doc_013,contaminant
ert_056,eham_072_repost_08,doc_004,contaminant
ert_056,eham_072_repost_09,doc_003,contaminant
ert_056,eham_072_context_13,doc_007,background
ert_057,eham_073_primary_a,doc_005,primary
ert_057,eham_073_primary_b,doc_009,primary
ert_057,eham_073_pollutant_root,doc_004,contaminant
ert_057,eham_073_repost_00,doc_015,contaminant
ert_057,eham_073_repost_01,doc_001,contaminant
ert_057,eham_073_repost_02,doc_002,contaminant
ert_057,eham_073_repost_03,doc_010,contaminant
ert_057,eham_073_repost_04,doc_016,contaminant
ert_057,eham_073_repost_05,doc_014,contaminant
ert_057,eham_073_repost_06,doc_011,contaminant
ert_057,eham_073_repost_07,doc_007,contaminant
ert_057,eham_073_repost_08,doc_006,contaminant
ert_057,eham_073_repost_09,doc_003,contaminant
ert_057,eham_073_repost_10,doc_008,contaminant
ert_057,eham_073_repost_11,doc_012,contaminant
ert_057,eham_073_repost_12,doc_013,contaminant
ert_058,eham_074_primary_a,doc_016,primary
ert_058,eham_074_primary_b,doc_010,primary
ert_058,eham_074_pollutant_root,doc_013,contaminant
ert_058,eham_074_repost_00,doc_006,contaminant
ert_058,eham_074_repost_01,doc_009,contaminant
ert_058,eham_074_repost_02,doc_005,contaminant
ert_058,eham_074_repost_03,doc_002,contaminant
ert_058,eham_074_repost_04,doc_008,contaminant
ert_058,eham_074_repost_05,doc_018,contaminant
ert_058,eham_074_repost_06,doc_001,contaminant
ert_058,eham_074_repost_07,doc_004,contaminant
ert_058,eham_074_repost_08,doc_015,contaminant
ert_058,eham_074_repost_09,doc_007,contaminant
ert_058,eham_074_repost_10,doc_003,contaminant
ert_058,eham_074_repost_11,doc_014,contaminant
ert_058,eham_074_repost_12,doc_011,contaminant
ert_058,eham_074_repost_13,doc_012,contaminant
ert_058,eham_075_context_13,doc_017,background
ert_059,eham_075_primary_a,doc_014,primary
ert_059,eham_075_primary_b,doc_011,primary
ert_059,eham_075_pollutant_root,doc_005,contaminant
ert_059,eham_075_repost_00,doc_013,contaminant
ert_059,eham_075_repost_01,doc_010,contaminant
ert_059,eham_075_repost_02,doc_001,contaminant
ert_059,eham_075_repost_03,doc_007,contaminant
ert_059,eham_075_repost_04,doc_009,contaminant
ert_059,eham_075_repost_05,doc_002,contaminant
ert_059,eham_075_repost_06,doc_004,contaminant
ert_059,eham_075_repost_07,doc_006,contaminant
ert_059,eham_075_repost_08,doc_008,contaminant
ert_059,eham_075_repost_09,doc_003,contaminant
ert_059,eham_075_context_13,doc_012,background
ert_060,eham_076_primary_a,doc_016,primary
ert_060,eham_076_primary_b,doc_005,primary
ert_060,eham_076_pollutant_root,doc_010,contaminant
ert_060,eham_076_repost_00,doc_009,contaminant
ert_060,eham_076_repost_01,doc_002,contaminant
ert_060,eham_076_repost_02,doc_007,contaminant
ert_060,eham_076_repost_03,doc_003,contaminant
ert_060,eham_076_repost_04,doc_012,contaminant
ert_060,eham_076_repost_05,doc_006,contaminant
ert_060,eham_076_repost_06,doc_011,contaminant
ert_060,eham_076_repost_07,doc_014,contaminant
ert_060,eham_076_repost_08,doc_004,contaminant
ert_060,eham_076_repost_09,doc_001,contaminant
ert_060,eham_076_repost_10,doc_013,contaminant
ert_060,eham_076_repost_11,doc_015,contaminant
ert_060,eham_076_repost_12,doc_008,contaminant
ert_061,eham_077_primary_a,doc_011,primary
ert_061,eham_077_primary_b,doc_010,primary
ert_061,eham_077_pollutant_root,doc_005,contaminant
ert_061,eham_077_repost_00,doc_016,contaminant
ert_061,eham_077_repost_01,doc_014,contaminant
ert_061,eham_077_repost_02,doc_001,contaminant
ert_061,eham_077_repost_03,doc_008,contaminant
ert_061,eham_077_repost_04,doc_012,contaminant
ert_061,eham_077_repost_05,doc_004,contaminant
ert_061,eham_077_repost_06,doc_009,contaminant
ert_061,eham_077_repost_07,doc_015,contaminant
ert_061,eham_077_repost_08,doc_007,contaminant
ert_061,eham_077_repost_09,doc_017,contaminant
ert_061,eham_077_repost_10,doc_013,contaminant
ert_061,eham_077_repost_11,doc_018,contaminant
ert_061,eham_077_repost_12,doc_006,contaminant
ert_061,eham_077_repost_13,doc_002,contaminant
ert_061,eham_078_context_13,doc_003,background
ert_062,eham_078_primary_a,doc_006,primary
ert_062,eham_078_primary_b,doc_013,primary
ert_062,eham_078_pollutant_root,doc_001,contaminant
ert_062,eham_078_repost_00,doc_007,contaminant
ert_062,eham_078_repost_01,doc_014,contaminant
ert_062,eham_078_repost_02,doc_002,contaminant
ert_062,eham_078_repost_03,doc_005,contaminant
ert_062,eham_078_repost_04,doc_011,contaminant
ert_062,eham_078_repost_05,doc_009,contaminant
ert_062,eham_078_repost_06,doc_003,contaminant
ert_062,eham_078_repost_07,doc_008,contaminant
ert_062,eham_078_repost_08,doc_012,contaminant
ert_062,eham_078_repost_09,doc_010,contaminant
ert_062,eham_078_context_13,doc_004,background
ert_063,eham_079_primary_a,doc_012,primary
ert_063,eham_079_primary_b,doc_010,primary
ert_063,eham_079_pollutant_root,doc_003,contaminant
ert_063,eham_079_repost_00,doc_016,contaminant
ert_063,eham_079_repost_01,doc_013,contaminant
ert_063,eham_079_repost_02,doc_015,contaminant
ert_063,eham_079_repost_03,doc_001,contaminant
ert_063,eham_079_repost_04,doc_011,contaminant
ert_063,eham_079_repost_05,doc_009,contaminant
ert_063,eham_079_repost_06,doc_008,contaminant
ert_063,eham_079_repost_07,doc_006,contaminant
ert_063,eham_079_repost_08,doc_002,contaminant
ert_063,eham_079_repost_09,doc_005,contaminant
ert_063,eham_079_repost_10,doc_014,contaminant
ert_063,eham_079_repost_11,doc_007,contaminant
ert_063,eham_079_repost_12,doc_004,contaminant
ert_064,eham_096_primary_a,doc_002,primary
ert_064,eham_096_primary_b,doc_011,primary
ert_064,eham_096_pollutant_root,doc_004,contaminant
ert_064,eham_096_repost_00,doc_006,contaminant
ert_064,eham_096_repost_01,doc_014,contaminant
ert_064,eham_096_repost_02,doc_007,contaminant
ert_064,eham_096_repost_03,doc_001,contaminant
ert_064,eham_096_repost_04,doc_008,contaminant
ert_064,eham_096_repost_05,doc_005,contaminant
ert_064,eham_096_repost_06,doc_010,contaminant
ert_064,eham_096_repost_07,doc_009,contaminant
ert_064,eham_096_repost_08,doc_013,contaminant
ert_064,eham_096_repost_09,doc_003,contaminant
ert_064,eham_096_context_13,doc_012,background
ert_065,eham_097_primary_a,doc_015,primary
ert_065,eham_097_primary_b,doc_006,primary
ert_065,eham_097_pollutant_root,doc_009,contaminant
ert_065,eham_097_repost_00,doc_012,contaminant
ert_065,eham_097_repost_01,doc_007,contaminant
ert_065,eham_097_repost_02,doc_011,contaminant
ert_065,eham_097_repost_03,doc_016,contaminant
ert_065,eham_097_repost_04,doc_001,contaminant
ert_065,eham_097_repost_05,doc_002,contaminant
ert_065,eham_097_repost_06,doc_013,contaminant
ert_065,eham_097_repost_07,doc_004,contaminant
ert_065,eham_097_repost_08,doc_005,contaminant
ert_065,eham_097_repost_09,doc_014,contaminant
ert_065,eham_097_repost_10,doc_008,contaminant
ert_065,eham_097_repost_11,doc_003,contaminant
ert_065,eham_097_repost_12,doc_010,contaminant
ert_066,eham_098_primary_a,doc_010,primary
ert_066,eham_098_primary_b,doc_012,primary
ert_066,eham_098_pollutant_root,doc_002,contaminant
ert_066,eham_098_repost_00,doc_007,contaminant
ert_066,eham_098_repost_01,doc_009,contaminant
ert_066,eham_098_repost_02,doc_014,contaminant
ert_066,eham_098_repost_03,doc_008,contaminant
ert_066,eham_098_repost_04,doc_016,contaminant
ert_066,eham_098_repost_05,doc_013,contaminant
ert_066,eham_098_repost_06,doc_003,contaminant
ert_066,eham_098_repost_07,doc_001,contaminant
ert_066,eham_098_repost_08,doc_006,contaminant
ert_066,eham_098_repost_09,doc_018,contaminant
ert_066,eham_098_repost_10,doc_017,contaminant
ert_066,eham_098_repost_11,doc_015,contaminant
ert_066,eham_098_repost_12,doc_011,contaminant
ert_066,eham_098_repost_13,doc_005,contaminant
ert_066,eham_099_context_13,doc_004,background
ert_067,eham_099_primary_a,doc_004,primary
ert_067,eham_099_primary_b,doc_001,primary
ert_067,eham_099_pollutant_root,doc_009,contaminant
ert_067,eham_099_repost_00,doc_002,contaminant
ert_067,eham_099_repost_01,doc_005,contaminant
ert_067,eham_099_repost_02,doc_006,contaminant
ert_067,eham_099_repost_03,doc_007,contaminant
ert_067,eham_099_repost_04,doc_008,contaminant
ert_067,eham_099_repost_05,doc_014,contaminant
ert_067,eham_099_repost_06,doc_011,contaminant
ert_067,eham_099_repost_07,doc_012,contaminant
ert_067,eham_099_repost_08,doc_013,contaminant
ert_067,eham_099_repost_09,doc_010,contaminant
ert_067,eham_099_context_13,doc_003,background
ert_068,eham_100_primary_a,doc_014,primary
ert_068,eham_100_primary_b,doc_010,primary
ert_068,eham_100_pollutant_root,doc_007,contaminant
ert_068,eham_100_repost_00,doc_015,contaminant
ert_068,eham_100_repost_01,doc_005,contaminant
ert_068,eham_100_repost_02,doc_012,contaminant
ert_068,eham_100_repost_03,doc_011,contaminant
ert_068,eham_100_repost_04,doc_008,contaminant
ert_068,eham_100_repost_05,doc_003,contaminant
ert_068,eham_100_repost_06,doc_013,contaminant
ert_068,eham_100_repost_07,doc_009,contaminant
ert_068,eham_100_repost_08,doc_001,contaminant
ert_068,eham_100_repost_09,doc_002,contaminant
ert_068,eham_100_repost_10,doc_006,contaminant
ert_068,eham_100_repost_11,doc_004,contaminant
ert_068,eham_100_repost_12,doc_016,contaminant
ert_069,eham_101_primary_a,doc_015,primary
ert_069,eham_101_primary_b,doc_012,primary
ert_069,eham_101_pollutant_root,doc_013,contaminant
ert_069,eham_101_repost_00,doc_001,contaminant
ert_069,eham_101_repost_01,doc_004,contaminant
ert_069,eham_101_repost_02,doc_010,contaminant
ert_069,eham_101_repost_03,doc_014,contaminant
ert_069,eham_101_repost_04,doc_016,contaminant
ert_069,eham_101_repost_05,doc_006,contaminant
ert_069,eham_101_repost_06,doc_003,contaminant
ert_069,eham_101_repost_07,doc_008,contaminant
ert_069,eham_101_repost_08,doc_017,contaminant
ert_069,eham_101_repost_09,doc_018,contaminant
ert_069,eham_101_repost_10,doc_009,contaminant
ert_069,eham_101_repost_11,doc_002,contaminant
ert_069,eham_101_repost_12,doc_011,contaminant
ert_069,eham_101_repost_13,doc_007,contaminant
ert_069,eham_102_context_13,doc_005,background
ert_070,eham_102_primary_a,doc_002,primary
ert_070,eham_102_primary_b,doc_011,primary
ert_070,eham_102_pollutant_root,doc_006,contaminant
ert_070,eham_102_repost_00,doc_004,contaminant
ert_070,eham_102_repost_01,doc_013,contaminant
ert_070,eham_102_repost_02,doc_007,contaminant
ert_070,eham_102_repost_03,doc_003,contaminant
ert_070,eham_102_repost_04,doc_009,contaminant
ert_070,eham_102_repost_05,doc_010,contaminant
ert_070,eham_102_repost_06,doc_001,contaminant
ert_070,eham_102_repost_07,doc_014,contaminant
ert_070,eham_102_repost_08,doc_012,contaminant
ert_070,eham_102_repost_09,doc_005,contaminant
ert_070,eham_102_context_13,doc_008,background
ert_071,eham_103_primary_a,doc_008,primary
ert_071,eham_103_primary_b,doc_010,primary
ert_071,eham_103_pollutant_root,doc_016,contaminant
ert_071,eham_103_repost_00,doc_013,contaminant
ert_071,eham_103_repost_01,doc_012,contaminant
ert_071,eham_103_repost_02,doc_006,contaminant
ert_071,eham_103_repost_03,doc_004,contaminant
ert_071,eham_103_repost_04,doc_005,contaminant
ert_071,eham_103_repost_05,doc_007,contaminant
ert_071,eham_103_repost_06,doc_009,contaminant
ert_071,eham_103_repost_07,doc_003,contaminant
ert_071,eham_103_repost_08,doc_002,contaminant
ert_071,eham_103_repost_09,doc_001,contaminant
ert_071,eham_103_repost_10,doc_015,contaminant
ert_071,eham_103_repost_11,doc_011,contaminant
ert_071,eham_103_repost_12,doc_014,contaminant
ert_072,eham_120_pollutant_root,doc_014,generated_lore
ert_072,eham_120_repost_00,doc_015,generated_lore
ert_072,eham_120_repost_01,doc_003,contaminant
ert_072,eham_120_repost_02,doc_010,contaminant
ert_072,eham_120_repost_03,doc_019,contaminant
ert_072,eham_120_repost_04,doc_012,contaminant
ert_072,eham_120_context_06,doc_005,background
ert_072,eham_120_context_07,doc_006,background
ert_072,eham_120_context_08,doc_002,background
ert_072,eham_120_context_09,doc_001,background
ert_072,eham_120_context_10,doc_004,background
ert_072,eham_120_context_11,doc_008,background
ert_072,eham_120_context_12,doc_020,background
ert_072,eham_120_context_13,doc_017,background
ert_072,eham_121_context_06,doc_009,background
ert_072,eham_121_context_07,doc_013,background
ert_072,eham_121_context_08,doc_018,background
ert_072,eham_121_context_09,doc_011,background
ert_072,eham_121_context_10,doc_016,background
ert_072,eham_121_context_11,doc_007,background
ert_073,eham_121_pollutant_root,doc_012,generated_lore
ert_073,eham_121_repost_00,doc_015,generated_lore
ert_073,eham_121_repost_01,doc_007,contaminant
ert_073,eham_121_repost_02,doc_005,contaminant
ert_073,eham_121_repost_03,doc_006,contaminant
ert_073,eham_121_repost_04,doc_009,contaminant
ert_073,eham_121_context_06,doc_001,background
ert_073,eham_121_context_07,doc_019,background
ert_073,eham_121_context_08,doc_008,background
ert_073,eham_121_context_09,doc_017,background
ert_073,eham_121_context_10,doc_020,background
ert_073,eham_121_context_11,doc_010,background
ert_073,eham_121_context_12,doc_003,background
ert_073,eham_121_context_13,doc_011,background
ert_073,eham_122_context_06,doc_014,background
ert_073,eham_122_context_07,doc_013,background
ert_073,eham_122_context_08,doc_002,background
ert_073,eham_122_context_09,doc_004,background
ert_073,eham_122_context_10,doc_018,background
ert_073,eham_122_context_11,doc_016,background
ert_074,eham_122_pollutant_root,doc_012,generated_lore
ert_074,eham_122_repost_00,doc_015,generated_lore
ert_074,eham_122_repost_01,doc_007,contaminant
ert_074,eham_122_repost_02,doc_006,contaminant
ert_074,eham_122_repost_03,doc_010,contaminant
ert_074,eham_122_repost_04,doc_017,contaminant
ert_074,eham_122_context_06,doc_008,background
ert_074,eham_122_context_07,doc_001,background
ert_074,eham_122_context_08,doc_009,background
ert_074,eham_122_context_09,doc_018,background
ert_074,eham_122_context_10,doc_019,background
ert_074,eham_122_context_11,doc_013,background
ert_074,eham_122_context_12,doc_020,background
ert_074,eham_122_context_13,doc_005,background
ert_074,eham_123_context_06,doc_014,background
ert_074,eham_123_context_07,doc_011,background
ert_074,eham_123_context_08,doc_002,background
ert_074,eham_123_context_09,doc_016,background
ert_074,eham_123_context_10,doc_003,background
ert_074,eham_123_context_11,doc_004,background
ert_075,eham_123_pollutant_root,doc_020,generated_lore
ert_075,eham_123_repost_00,doc_015,generated_lore
ert_075,eham_123_repost_01,doc_006,contaminant
ert_075,eham_123_repost_02,doc_016,contaminant
ert_075,eham_123_repost_03,doc_003,contaminant
ert_075,eham_123_repost_04,doc_013,contaminant
ert_075,eham_123_context_06,doc_012,background
ert_075,eham_123_context_07,doc_011,background
ert_075,eham_123_context_08,doc_014,background
ert_075,eham_123_context_09,doc_009,background
ert_075,eham_123_context_10,doc_007,background
ert_075,eham_123_context_11,doc_019,background
ert_075,eham_123_context_12,doc_002,background
ert_075,eham_123_context_13,doc_018,background
ert_075,eham_124_context_04,doc_004,background
ert_075,eham_124_context_05,doc_008,background
ert_075,eham_124_context_06,doc_001,background
ert_075,eham_124_context_07,doc_005,background
ert_075,eham_124_context_08,doc_017,background
ert_075,eham_124_context_09,doc_010,background
ert_076,eham_124_pollutant_root,doc_002,generated_lore
ert_076,eham_124_repost_00,doc_001,generated_lore
ert_076,eham_124_repost_01,doc_016,contaminant
ert_076,eham_124_repost_02,doc_007,contaminant
ert_076,eham_124_context_04,doc_015,background
ert_076,eham_124_context_05,doc_019,background
ert_076,eham_124_context_06,doc_017,background
ert_076,eham_124_context_07,doc_020,background
ert_076,eham_124_context_08,doc_008,background
ert_076,eham_124_context_09,doc_018,background
ert_076,eham_124_context_10,doc_011,background
ert_076,eham_124_context_11,doc_004,background
ert_076,eham_124_context_12,doc_009,background
ert_076,eham_124_context_13,doc_014,background
ert_076,eham_125_context_05,doc_005,background
ert_076,eham_125_context_06,doc_013,background
ert_076,eham_125_context_07,doc_012,background
ert_076,eham_125_context_08,doc_010,background
ert_076,eham_125_context_09,doc_006,background
ert_076,eham_125_context_10,doc_003,background
ert_077,eham_125_pollutant_root,doc_019,generated_lore
ert_077,eham_125_repost_00,doc_013,generated_lore
ert_077,eham_125_repost_01,doc_017,contaminant
ert_077,eham_125_repost_02,doc_005,contaminant
ert_077,eham_125_repost_03,doc_011,contaminant
ert_077,eham_125_context_05,doc_006,background
ert_077,eham_125_context_06,doc_012,background
ert_077,eham_125_context_07,doc_009,background
ert_077,eham_125_context_08,doc_004,background
ert_077,eham_125_context_09,doc_020,background
ert_077,eham_125_context_10,doc_015,background
ert_077,eham_125_context_11,doc_007,background
ert_077,eham_125_context_12,doc_008,background
ert_077,eham_125_context_13,doc_002,background
ert_077,eham_126_context_04,doc_014,background
ert_077,eham_126_context_05,doc_003,background
ert_077,eham_126_context_06,doc_016,background
ert_077,eham_126_context_07,doc_001,background
ert_077,eham_126_context_08,doc_018,background
ert_077,eham_126_context_09,doc_010,background
ert_078,eham_126_pollutant_root,doc_020,generated_lore
ert_078,eham_126_repost_00,doc_005,generated_lore
ert_078,eham_126_repost_01,doc_018,contaminant
ert_078,eham_126_repost_02,doc_015,contaminant
ert_078,eham_126_context_04,doc_007,background
ert_078,eham_126_context_05,doc_006,background
ert_078,eham_126_context_06,doc_009,background
ert_078,eham_126_context_07,doc_002,background
ert_078,eham_126_context_08,doc_012,background
ert_078,eham_126_context_09,doc_013,background
ert_078,eham_126_context_10,doc_019,background
ert_078,eham_126_context_11,doc_001,background
ert_078,eham_126_context_12,doc_014,background
ert_078,eham_126_context_13,doc_003,background
ert_078,eham_127_context_06,doc_010,background
ert_078,eham_127_context_07,doc_008,background
ert_078,eham_127_context_08,doc_004,background
ert_078,eham_127_context_09,doc_017,background
ert_078,eham_127_context_10,doc_011,background
ert_078,eham_127_context_11,doc_016,background
ert_079,eham_127_pollutant_root,doc_001,generated_lore
ert_079,eham_127_repost_00,doc_018,generated_lore
ert_079,eham_127_repost_01,doc_004,contaminant
ert_079,eham_127_repost_02,doc_019,contaminant
ert_079,eham_127_repost_03,doc_008,contaminant
ert_079,eham_127_repost_04,doc_015,contaminant
ert_079,eham_127_context_06,doc_003,background
ert_079,eham_127_context_07,doc_016,background
ert_079,eham_127_context_08,doc_012,background
ert_079,eham_127_context_09,doc_020,background
ert_079,eham_127_context_10,doc_006,background
ert_079,eham_127_context_11,doc_007,background
ert_079,eham_127_context_12,doc_010,background
ert_079,eham_127_context_13,doc_009,background
ert_079,eham_128_context_04,doc_014,background
ert_079,eham_128_context_05,doc_002,background
ert_079,eham_128_context_06,doc_017,background
ert_079,eham_128_context_07,doc_013,background
ert_079,eham_128_context_08,doc_005,background
ert_079,eham_128_context_09,doc_011,background
ert_080,eham_000_primary_a,doc_002,primary
ert_080,eham_000_primary_b,doc_006,primary
ert_080,eham_000_pollutant_root,doc_007,contaminant
ert_080,eham_000_repost_00,doc_003,contaminant
ert_080,eham_000_repost_01,doc_001,contaminant
ert_080,eham_000_context_07,doc_008,background
ert_080,eham_000_context_08,doc_005,background
ert_080,eham_000_context_09,doc_004,background
ert_081,eham_001_primary_a,doc_007,primary
ert_081,eham_001_primary_b,doc_002,primary
ert_081,eham_001_pollutant_root,doc_003,contaminant
ert_081,eham_001_repost_00,doc_004,contaminant
ert_081,eham_001_repost_01,doc_008,contaminant
ert_081,eham_001_context_07,doc_005,background
ert_081,eham_001_context_08,doc_006,background
ert_081,eham_001_context_09,doc_001,background
ert_082,eham_002_primary_a,doc_004,primary
ert_082,eham_002_primary_b,doc_008,primary
ert_082,eham_002_pollutant_root,doc_007,contaminant
ert_082,eham_002_repost_00,doc_005,contaminant
ert_082,eham_002_repost_01,doc_002,contaminant
ert_082,eham_002_context_07,doc_001,background
ert_082,eham_002_context_08,doc_006,background
ert_082,eham_002_context_09,doc_003,background
ert_083,eham_003_primary_a,doc_004,primary
ert_083,eham_003_primary_b,doc_008,primary
ert_083,eham_003_pollutant_root,doc_005,contaminant
ert_083,eham_003_repost_00,doc_007,contaminant
ert_083,eham_003_repost_01,doc_001,contaminant
ert_083,eham_003_context_07,doc_003,background
ert_083,eham_003_context_08,doc_006,background
ert_083,eham_003_context_09,doc_002,background
ert_084,eham_048_pollutant_root,doc_007,stale
ert_084,eham_048_repost_00,doc_003,stale
ert_084,eham_048_repost_01,doc_002,stale
ert_084,eham_048_primary_a,doc_008,primary
ert_084,eham_048_primary_b,doc_001,primary
ert_084,eham_048_context_08,doc_004,background
ert_084,eham_048_context_09,doc_006,background
ert_084,eham_048_context_10,doc_005,background
ert_085,eham_049_pollutant_root,doc_003,stale
ert_085,eham_049_repost_00,doc_004,stale
ert_085,eham_049_repost_01,doc_008,stale
ert_085,eham_049_primary_a,doc_007,primary
ert_085,eham_049_primary_b,doc_001,primary
ert_085,eham_049_context_08,doc_002,background
ert_085,eham_049_context_09,doc_006,background
ert_085,eham_049_context_10,doc_005,background
ert_086,eham_050_pollutant_root,doc_008,stale
ert_086,eham_050_repost_00,doc_005,stale
ert_086,eham_050_repost_01,doc_007,stale
ert_086,eham_050_primary_a,doc_006,primary
ert_086,eham_050_primary_b,doc_004,primary
ert_086,eham_050_context_09,doc_002,background
ert_086,eham_050_context_10,doc_003,background
ert_086,eham_050_context_11,doc_001,background
ert_087,eham_051_pollutant_root,doc_003,stale
ert_087,eham_051_repost_00,doc_008,stale
ert_087,eham_051_repost_01,doc_007,stale
ert_087,eham_051_primary_a,doc_002,primary
ert_087,eham_051_primary_b,doc_001,primary
ert_087,eham_051_context_07,doc_004,background
ert_087,eham_051_context_08,doc_005,background
ert_087,eham_051_context_09,doc_006,background
ert_088,eham_072_pollutant_root,doc_005,contaminant
ert_088,eham_072_repost_00,doc_006,contaminant
ert_088,eham_072_repost_01,doc_004,contaminant
ert_088,eham_072_repost_02,doc_003,contaminant
ert_088,eham_072_repost_03,doc_002,contaminant
ert_088,eham_072_repost_04,doc_008,contaminant
ert_088,eham_072_repost_05,doc_007,contaminant
ert_088,eham_072_primary_a,doc_001,primary
ert_089,eham_073_pollutant_root,doc_003,contaminant
ert_089,eham_073_repost_00,doc_006,contaminant
ert_089,eham_073_repost_01,doc_005,contaminant
ert_089,eham_073_repost_02,doc_001,contaminant
ert_089,eham_073_repost_03,doc_002,contaminant
