task_id,family,condition,difficulty,model,provider,budget_setting,prompt_condition,backend,parse_success,empty_output,schema_missing,attempt_count,visible_output_tokens,answer_word_count,evidence_assessment_word_count,max_action_rationale_word_count,supporting_evidence_count,rejected_evidence_count,overlength_rate,belief_correctness,evidence_cleanliness,uncertainty_discipline,primary_seeking_rate,duplicate_avoidance_rate,generated_lore_avoidance_rate,contradiction_seeking_rate,evidence_value_score,primary_action_rate,contradiction_action_rate,generated_lore_trace_rate,epistemic_escape,operational_epistemic_escape,conditional_epistemic_escape,confidence,cost_usd,gold_verdict,predicted_verdict,supporting_evidence,selected_doc_ids,actions,verification_action_score
ert_038,packet_judgment,generated_lore,L5,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,insufficient,insufficient,,,[],
ert_038,packet_judgment,generated_lore,L5,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,insufficient,insufficient,,,[],
ert_039,packet_judgment,generated_lore,L5,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,insufficient,insufficient,,,[],
ert_039,packet_judgment,generated_lore,L5,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,insufficient,insufficient,,,[],
ert_040,evidence_selection,clean,L0,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"eham_000_primary_a,eham_000_primary_b","eham_000_primary_a,eham_000_primary_b,eham_000_context_07",[],
ert_040,evidence_selection,clean,L0,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"eham_000_primary_a,eham_000_primary_b","eham_000_primary_a,eham_000_primary_b,eham_000_context_07",[],
ert_041,evidence_selection,clean,L0,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"eham_001_primary_a,eham_001_primary_b","eham_001_primary_a,eham_001_primary_b,eham_001_context_07",[],
ert_041,evidence_selection,clean,L0,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"eham_001_primary_a,eham_001_primary_b","eham_001_primary_a,eham_001_primary_b,eham_001_context_07",[],
ert_042,evidence_selection,clean,L0,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"eham_002_primary_a,eham_002_primary_b","eham_002_primary_a,eham_002_primary_b,eham_002_context_07",[],
ert_042,evidence_selection,clean,L0,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"eham_002_primary_a,eham_002_primary_b","eham_002_primary_a,eham_002_primary_b,eham_002_context_07",[],
ert_043,evidence_selection,clean,L0,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"eham_003_primary_a,eham_003_primary_b","eham_003_primary_a,eham_003_primary_b,eham_003_context_07",[],
ert_043,evidence_selection,clean,L0,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"eham_003_primary_a,eham_003_primary_b","eham_003_primary_a,eham_003_primary_b,eham_003_context_07",[],
ert_044,evidence_selection,clean,L0,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"eham_004_primary_a,eham_004_primary_b","eham_004_primary_a,eham_004_primary_b,eham_004_context_06",[],
ert_044,evidence_selection,clean,L0,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"eham_004_primary_a,eham_004_primary_b","eham_004_primary_a,eham_004_primary_b,eham_004_context_06",[],
ert_045,evidence_selection,clean,L0,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"eham_005_primary_a,eham_005_primary_b","eham_005_primary_a,eham_005_primary_b,eham_005_context_07",[],
ert_045,evidence_selection,clean,L0,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"eham_005_primary_a,eham_005_primary_b","eham_005_primary_a,eham_005_primary_b,eham_005_context_07",[],
ert_046,evidence_selection,clean,L0,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"eham_006_primary_a,eham_006_primary_b","eham_006_primary_a,eham_006_primary_b,eham_006_context_08",[],
ert_046,evidence_selection,clean,L0,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"eham_006_primary_a,eham_006_primary_b","eham_006_primary_a,eham_006_primary_b,eham_006_context_08",[],
ert_047,evidence_selection,clean,L0,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"eham_007_primary_a,eham_007_primary_b","eham_007_primary_a,eham_007_primary_b,eham_007_context_06",[],
ert_047,evidence_selection,clean,L0,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,supported,supported,"eham_007_primary_a,eham_007_primary_b","eham_007_primary_a,eham_007_primary_b,eham_007_context_06",[],
ert_048,evidence_selection,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_048_primary_a,eham_048_primary_b","eham_048_primary_a,eham_048_primary_b,eham_048_old_version",[],
ert_048,evidence_selection,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_048_primary_a,eham_048_primary_b","eham_048_primary_a,eham_048_primary_b,eham_048_old_version",[],
ert_049,evidence_selection,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_049_primary_a,eham_049_primary_b","eham_049_primary_a,eham_049_primary_b,eham_049_old_version",[],
ert_049,evidence_selection,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_049_primary_a,eham_049_primary_b","eham_049_primary_a,eham_049_primary_b,eham_049_old_version",[],
ert_050,evidence_selection,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_050_primary_a,eham_050_primary_b","eham_050_primary_a,eham_050_primary_b,eham_050_old_version",[],
ert_050,evidence_selection,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_050_primary_a,eham_050_primary_b","eham_050_primary_a,eham_050_primary_b,eham_050_old_version",[],
ert_051,evidence_selection,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_051_primary_a,eham_051_primary_b","eham_051_primary_a,eham_051_primary_b,eham_051_old_version",[],
ert_051,evidence_selection,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_051_primary_a,eham_051_primary_b","eham_051_primary_a,eham_051_primary_b,eham_051_old_version",[],
ert_052,evidence_selection,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_052_primary_a,eham_052_primary_b","eham_052_primary_a,eham_052_primary_b,eham_052_old_version",[],
ert_052,evidence_selection,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_052_primary_a,eham_052_primary_b","eham_052_primary_a,eham_052_primary_b,eham_052_old_version",[],
ert_053,evidence_selection,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_053_primary_a,eham_053_primary_b","eham_053_primary_a,eham_053_primary_b,eham_053_old_version",[],
ert_053,evidence_selection,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_053_primary_a,eham_053_primary_b","eham_053_primary_a,eham_053_primary_b,eham_053_old_version",[],
ert_054,evidence_selection,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_054_primary_a,eham_054_primary_b","eham_054_primary_a,eham_054_primary_b,eham_054_old_version",[],
ert_054,evidence_selection,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_054_primary_a,eham_054_primary_b","eham_054_primary_a,eham_054_primary_b,eham_054_old_version",[],
ert_055,evidence_selection,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_055_primary_a,eham_055_primary_b","eham_055_primary_a,eham_055_primary_b,eham_055_old_version",[],
ert_055,evidence_selection,conflicting_evidence,L2,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_055_primary_a,eham_055_primary_b","eham_055_primary_a,eham_055_primary_b,eham_055_old_version",[],
ert_056,evidence_selection,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_072_primary_a,eham_072_primary_b","eham_072_primary_a,eham_072_primary_b,eham_072_context_13",[],
ert_056,evidence_selection,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_072_primary_a,eham_072_primary_b","eham_072_primary_a,eham_072_primary_b,eham_072_context_13",[],
ert_057,evidence_selection,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_073_primary_a,eham_073_primary_b","eham_073_primary_a,eham_073_primary_b",[],
ert_057,evidence_selection,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_073_primary_a,eham_073_primary_b","eham_073_primary_a,eham_073_primary_b",[],
ert_058,evidence_selection,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_074_primary_a,eham_074_primary_b","eham_074_primary_a,eham_074_primary_b,eham_075_context_13",[],
ert_058,evidence_selection,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_074_primary_a,eham_074_primary_b","eham_074_primary_a,eham_074_primary_b,eham_075_context_13",[],
ert_059,evidence_selection,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_075_primary_a,eham_075_primary_b","eham_075_primary_a,eham_075_primary_b,eham_075_context_13",[],
ert_059,evidence_selection,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_075_primary_a,eham_075_primary_b","eham_075_primary_a,eham_075_primary_b,eham_075_context_13",[],
ert_060,evidence_selection,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_076_primary_a,eham_076_primary_b","eham_076_primary_a,eham_076_primary_b",[],
ert_060,evidence_selection,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_076_primary_a,eham_076_primary_b","eham_076_primary_a,eham_076_primary_b",[],
ert_061,evidence_selection,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_077_primary_a,eham_077_primary_b","eham_077_primary_a,eham_077_primary_b,eham_078_context_13",[],
ert_061,evidence_selection,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_077_primary_a,eham_077_primary_b","eham_077_primary_a,eham_077_primary_b,eham_078_context_13",[],
ert_062,evidence_selection,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_078_primary_a,eham_078_primary_b","eham_078_primary_a,eham_078_primary_b,eham_078_context_13",[],
ert_062,evidence_selection,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_078_primary_a,eham_078_primary_b","eham_078_primary_a,eham_078_primary_b,eham_078_context_13",[],
ert_063,evidence_selection,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_079_primary_a,eham_079_primary_b","eham_079_primary_a,eham_079_primary_b",[],
ert_063,evidence_selection,false_consensus,L3,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_079_primary_a,eham_079_primary_b","eham_079_primary_a,eham_079_primary_b",[],
ert_064,evidence_selection,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_096_primary_a,eham_096_primary_b","eham_096_primary_a,eham_096_primary_b,eham_096_context_13",[],
ert_064,evidence_selection,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_096_primary_a,eham_096_primary_b","eham_096_primary_a,eham_096_primary_b,eham_096_context_13",[],
ert_065,evidence_selection,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_097_primary_a,eham_097_primary_b","eham_097_primary_a,eham_097_primary_b",[],
ert_065,evidence_selection,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_097_primary_a,eham_097_primary_b","eham_097_primary_a,eham_097_primary_b",[],
ert_066,evidence_selection,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_098_primary_a,eham_098_primary_b","eham_098_primary_a,eham_098_primary_b,eham_099_context_13",[],
ert_066,evidence_selection,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_098_primary_a,eham_098_primary_b","eham_098_primary_a,eham_098_primary_b,eham_099_context_13",[],
ert_067,evidence_selection,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_099_primary_a,eham_099_primary_b","eham_099_primary_a,eham_099_primary_b,eham_099_context_13",[],
ert_067,evidence_selection,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_099_primary_a,eham_099_primary_b","eham_099_primary_a,eham_099_primary_b,eham_099_context_13",[],
ert_068,evidence_selection,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_100_primary_a,eham_100_primary_b","eham_100_primary_a,eham_100_primary_b",[],
ert_068,evidence_selection,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_100_primary_a,eham_100_primary_b","eham_100_primary_a,eham_100_primary_b",[],
ert_069,evidence_selection,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_101_primary_a,eham_101_primary_b","eham_101_primary_a,eham_101_primary_b,eham_102_context_13",[],
ert_069,evidence_selection,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_101_primary_a,eham_101_primary_b","eham_101_primary_a,eham_101_primary_b,eham_102_context_13",[],
ert_070,evidence_selection,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_102_primary_a,eham_102_primary_b","eham_102_primary_a,eham_102_primary_b,eham_102_context_13",[],
ert_070,evidence_selection,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,epistemic_hygiene_instruction,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7833333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_102_primary_a,eham_102_primary_b","eham_102_primary_a,eham_102_primary_b,eham_102_context_13",[],
ert_071,evidence_selection,buried_primary,L4,heuristic_baseline,baseline,opaque_no_api,standard_answer,baseline,1.0,0.0,0.0,1,0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.62,0.0,refuted,supported,"eham_103_primary_a,eham_103_primary_b","eham_103_primary_a,eham_103_primary_b",[],
